Position,Move,Depth,Score
nrknbbrq/ppp1pppp/8/3p4/3P2P1/8/PPP1PP1P/NRKNBBRQ b KQkq - 0 2,a8b6,19,+30
1r5k/4p1pp/1b1p4/2pQ1R2/4P2q/PNKP4/1PP4P/1RBB4 w - - 1 17,c3c4,1,+3469
r1k3qr/1p1p1bpp/3Q1p2/4pP2/p2nP3/2NP4/PPP1B1PP/RK5R w KQ - 3 14,d6c5,19,+38
2kr4/3p2pp/4qp2/4n3/4N3/1Pp1PP1P/Pb3P2/1K1R2Q1 b k - 1 22,d7d5,1,-1949
1k3r2/1p5p/pB2Q3/P2BPp2/5P2/2n5/KPq4P/8 w - - 2 34,a2a3,2,#-1
1k6/p7/7p/2p5/2PnN3/P2P1p2/7r/1K3R2 w - - 0 38,e4c5,16,-153
r4q1r/pp1k1ppp/4p3/2pn4/2P5/3P4/PPB2BPP/2KR1Q1R b - - 0 15,d5b4,1,+6171
1k3r2/1pp3pq/p7/3pPnbp/3P2p1/2PN2P1/PPK1Q2P/3R1N2 w - - 0 24,a2a3,19,-20
b2kr3/2pp3p/1pn1p1qb/4Ppn1/3P4/3BB3/1PPN1QPP/3KR2N w Kk - 4 15,f2h4,19,-19
r5k1/6pp/2q1bp1b/3pp3/1p6/1BPP1P2/1PK1NQPP/3R4 b - - 1 23,g8h8,13,-272
1r3k1r/5ppp/1b1npn2/pq1p4/1p1PP3/1P3PN1/P4QPP/B2RR1K1 b kq - 0 17,d5e4,1,-1919
nqbbrk1r/p1pp1ppp/1p3n2/8/3P4/5N2/PP2PPPP/NQBBRK1R w KQkq - 0 5,e2e4,16,+106
2kr4/pp4p1/1n6/3p4/2pNbb2/2P2N1q/PPR2B2/3B1RK1 w - - 10 29,f2h4,1,-9641
rq1krnb1/pp1p3p/2pn2p1/4b3/3P4/2P3P1/PP4BP/RQNKRNB1 b KQkq - 0 8,e5f6,19,+40
2qr1bkr/pp1b1ppp/1np5/2P2n2/1P1p4/3P2P1/P2B2BP/QRNN1RK1 b k - 0 15,b6d5,16,-137
rkbqn1rb/ppp4p/1n1pppp1/3P4/4PP2/4B1P1/PPP4P/RK1QNNRB w KQkq - 0 7,a2a4,16,+127
1r1knqrb/pp1bpp1p/2pp2p1/1n6/3PPP2/1NP3P1/PP5P/1RBKNQRB w KQkq - 1 7,c1e3,16,+190
q1rkbbrn/ppp1pppp/8/3p4/3nP3/5P2/PPP3PP/QNRKBBRN w KQkq - 0 4,b2b3,19,+30
r2kqnbr/ppb2ppp/2pn4/3pp3/8/2QP1PN1/PPP1PBPP/RBNK3R b KQkq - 3 6,f7f5,16,-163
b1k5/2b1r3/P1p2r1q/3p3p/3Pp1pP/2R1P1PQ/4BP2/2RN2K1 w - - 0 33,h3g2,13,+209
r1k1b1rb/ppq1pp1p/n1p2np1/8/3PBP2/2N3P1/PPP1QB1P/R1K2NR1 w KQkq - 5 9,e4f3,16,+212
qrbb1rk1/pppp1ppp/4n1n1/4p3/1PP5/1B1PN3/P3PPPP/QRB1K1RN b KQ - 2 5,d7d6,16,-186
1qb1rrk1/pppp1ppp/n3p3/1N2P3/2PP4/2Q1PN2/PP4PP/3B1RK1 w - - 1 13,f3g5,16,+155
2krbrq1/ppb3pp/1npp1pn1/4p3/2P1P3/2BP1PN1/PP3QPP/RBN2RK1 w - - 5 9,a2a4,19,+58
bnqrkbr1/pp3ppp/2p3n1/3p4/2PB4/1P4N1/P3PPPP/1NQRKBR1 w KQkq - 0 6,e2e3,16,+147
brnk1qrb/ppp1pppp/5n2/3p4/1P6/3P4/P1P1PPPP/BRNKNQRB w KQkq - 1 3,g2g4,19,+44
rkn1bqrn/ppbpppp1/7p/2p5/P7/7R/1PPPPPPP/1KNBBQRN w Kkq - 0 4,f2f4,19,+21
qr3rk1/pb1ppppp/3n2n1/8/2PpPP2/3P2P1/P1Q2N1P/1BBR1KR1 w KQ - 2 15,c1b2,19,+85
rkqnbnr1/pp5p/2p3p1/3pbp2/8/2P1N1P1/PP1BPP1P/RKQN2RB w KQkq - 0 7,c3c4,19,-23
bbr2rkq/pp3ppp/2n2p2/8/8/1P3NP1/P2PPP1P/1BRNKR1Q b KQ - 1 7,g7g6,16,-202
2k1qr2/ppp4Q/1b2pPp1/1b1p4/3P1BB1/2P5/PP6/1K2R3 w - - 0 28,e1e6,1,+2021
2krqr1n/pp1npppb/1bp4p/3p4/3PP3/5PN1/PPPNB1PP/2KRQRB1 w - - 6 8,f3f4,16,+123
5rk1/5ppp/1q1p4/1NnPp3/P3P3/2QnBPP1/7P/5RK1 b - - 2 26,b6a6,19,+82
bqrnkbrn/pppp1ppp/4p3/8/4P3/2N5/PPPP1PPP/BQR1KBRN b KQkq - 1 2,c7c5,16,-137
8/p4b1p/1pk1p3/3PPp1P/5b2/3K1B2/8/6B1 b - - 0 34,e6d5,1,-2355
6k1/p5p1/8/2p2P1r/1p6/3qN2P/PP3P1R/Q5K1 w - - 0 28,h2g2,1,+2700
qb1n1rkr/pb1ppppp/1p3n2/2p5/7P/P2P1N2/1PP1PPP1/QBBN1RKR w KQkq - 1 5,h4h5,19,-9
rb1q1rn1/pp1b1pk1/2p5/3P4/6pP/2P2PB1/PP1PNQP1/R1K4R w KQ - 0 21,d5c6,19,-65
2kr1r2/p2pb1pp/1pnnq1b1/2p5/4PB2/2NB2N1/PPP2QPP/R4RK1 w - - 14 14,d3a6,13,+222
rb1qbrk1/pp3pp1/2pp1nnp/4p1B1/3PP2P/2P2N2/PP2NPP1/RB1Q1K1R w KQ - 0 9,d4e5,13,+226
r2kr3/1pb2bqp/1nppnpp1/8/2NPPP2/3BB1P1/PP1N3P/1K1RR2Q b k - 2 14,d6d5,13,+224
qnb1rrk1/p3bppp/2ppn3/1p2p3/4P3/PBPPN3/1P3PPP/QNB1RRK1 b - - 1 8,a7a5,19,-14
1bkr1r1q/pp1bn2p/1npp2p1/5pN1/2P1PP2/1N1P4/PPB4P/2KRBR1Q b - - 0 11,h7h6,16,-213
r1qkbnr1/p1pp1p2/1bn1p3/1p4Pp/4P3/2BP2P1/PPP3RP/RNQK1N1B w Qkq - 2 8,c3f6,16,+171
3r1k2/b1R5/p4pp1/1p1p4/3P4/1PP3NP/P4PPB/4R1K1 b - - 0 20,a7b8,1,+11602
r4rk1/2b2p1p/2q1p1p1/8/2B5/P4PPQ/1P2R1KP/R7 b - - 0 28,c6c4,1,-4279
8/p1p5/8/6b1/2P3B1/5Pkp/PP2K3/8 w - - 0 38,g4h3,19,-56
1rkr1qbb/1pppp1pp/1p1n4/5p2/5P2/1N4P1/PPPPP2P/1RKRNQ1B b KQkq - 0 5,b8a8,16,-206
8/2b5/6p1/1kB5/3PB1p1/1P1K4/8/8 w - - 8 41,b3b4,1,+9693
rbqkr3/pp2pp1p/2p2nn1/3p4/8/3P1N2/PPP1PPPP/RBQKBR2 b KQq - 0 6,b8f4,19,+46
r1b4k/2p1q2p/1p1p3b/1P1Pn3/4P3/B1PR1Br1/5P1P/R5K1 w - - 0 24,h2g3,1,-11886
qb1rnnkr/pb2pppp/1p6/2pP4/2P5/5P2/P3P1PP/QBBRNNKR b KQkq - 0 6,e7e6,19,+2
2q1brkb/p1ppp1pp/1nn5/5p2/3P4/4P1P1/PPP2P1P/NNRQBKR1 w KQ - 1 6,c2c4,13,+258
8/pp6/2p5/1PP2k2/2P3pp/8/1P4K1/8 b - - 1 42,a7a5,1,-4976
rn1qbkrb/p1ppppp1/3n3p/8/Np6/3N4/PPPPPPPP/R2QBKRB b KQkq - 5 7,b8a6,19,+37
rknrn1bq/ppppp1bp/5p2/6p1/3P4/1N1NP3/PPP2PPP/RK1R1BBQ b KQkq - 1 4,a7a5,19,-1
2kr1nq1/1b1p2pr/p3p3/1pp1B3/N3PP2/1P3QPp/P1P4P/2KR3R w - - 0 19,a4b6,1,#+1
1kr5/1pp4Q/1p1p4/3Pb3/5p2/P1P5/KP6/5q2 w - - 2 37,h7e4,1,-10931
q1krn1bb/ppp2r2/4p2p/4Bpp1/5P2/1P2N1P1/P1PP3P/QRK2R1B b KQ - 0 12,h8e5,13,+229
8/p4p1p/1p2p1p1/2r1k3/1K3R2/1P4P1/P4P1P/8 w - - 7 30,f4f7,19,+16
rb1q1rk1/p5pp/bp2ppn1/2pp4/3P1PQ1/2P1P1N1/PP3RPP/RBB3K1 b - - 1 12,f6f5,19,-46
8/8/1k3b2/p4N2/1pR1rP2/1P4B1/8/1K6 b - - 1 34,e4c4,16,+217
3R4/p5pk/2p3Pp/1p6/4p2R/b7/P4PP1/6K1 b - - 0 25,h7g6,1,+9378
nn1qrbkr/ppp1ppp1/3p4/4P3/3P3p/7b/PPP2PP1/NNBQRBKR w KQkq - 0 5,h1h3,1,+2427
r3q3/p1rbn1nk/Np2p1p1/1P1pPp1p/Q2P1P2/R1P1B1P1/3KB1P1/R7 b - - 21 29,c7b7,16,+162
1rqb1rk1/ppp1pppp/1nb5/2Np4/PB1Pn3/1P3N2/2P1PPPP/1RQB1K1R w KQ - 1 8,h2h4,19,+27
qbrknrb1/p3p1pp/1p3pn1/3p4/1Pp5/P1P3NP/3PPPPB/QBRKN2R b Qkq - 0 7,a8b7,16,-165
2q1r1k1/5pbp/p5p1/3Qn3/8/B3N3/P2PPP2/3R1K2 w - - 0 23,d1c1,19,-13
2krR2q/pp1n4/2p1n3/b2p1b1p/3P4/3N3B/1PP2BQP/1K4R1 b - - 0 25,d8e8,13,+209
q1krbbr1/2p1pppp/1pn5/p7/P1B5/1P3P2/2PPNBPP/Q1KR3R b - - 5 11,e7e6,19,+27
2krrbq1/1pp1pbpp/1p3pn1/3p4/4PP2/1N1P2N1/PPP3PP/1RKR1BQ1 w KQ - 0 9,g1f2,13,-213
2kr2qr/1pp3b1/pn4p1/4np1p/1P1p3P/2PP2PB/bB1KPN2/Q6R w - - 0 17,c3d4,1,-10670
1qk1r2r/pppb1n1p/3p2p1/PPn2p2/2P2P2/3P2P1/3N1N1P/QR3RKB w - - 1 16,d3d4,10,+984
n4kr1/p1nb2pp/2prp3/1p1p1p2/P2P4/2R1P3/2B2PPP/N4KR1 w Kk - 0 25,a1b3,1,-4151
3r4/p7/7k/7P/5K2/2P5/Pn6/8 b - - 2 39,h6h5,1,-12130
2k1rr2/p1pp2p1/bp1n1q1p/4p3/5n2/2PPNP2/PPB2BPP/1K1RRQ2 b - - 13 19,e5e4,19,-77
brkbnqrn/p1pppppp/1p6/8/8/6N1/PPPPPPPP/BRKBNQR1 w KQkq - 0 2,e2e3,19,-7
2k1r3/1p3bpp/p3pp2/4q3/2B1P2P/8/NR1r4/KQ6 b - - 3 31,e8d8,1,-8196
r1b1nkrn/pp1pppp1/8/2p1q2N/5P2/3P4/PPP1P1Pb/RQBBNR1K b kq - 0 6,e5h5,3,-1539
rbbnknrq/pp2pppp/2p5/3p4/3P2P1/2P5/PP2PP1P/RBBNKNRQ b KQkq - 0 3,g7g6,19,+14
r2r4/ppk2q1p/2p3p1/2pn4/3B1P2/5QPB/P1P4P/K2R4 w - - 0 19,d4e5,16,+161
8/3k3P/1p2pQ2/8/1KP5/6P1/P7/8 b - - 0 44,d7c6,1,+12725
1rnqbbkr/pp1ppppp/1np5/8/3PP3/8/PPP2PPP/NRNQBBKR w KQkq - 0 3,c2c4,16,+107
1q4k1/p3r2p/3pPRnQ/2p1nBP1/2p1P3/1P6/P6P/5RK1 w - - 4 33,f5g6,1,+7067
5r2/5rk1/1q3p1p/3p2pP/2pP4/4PR2/1B3PP1/QR4K1 b - - 1 27,f7a7,19,+80
b1r1qrk1/4nppp/p2p1b2/3Pp2P/2p2n2/1PN2NP1/P1BQ1P2/B1KR3R w - - 0 15,g3f4,13,+411
nq1rkrn1/pbp1ppbp/1p4p1/3p4/5PP1/2P4P/PPNPP3/1QBRKRNB w KQkq - 1 6,d2d4,19,+38
nr1qk1rb/pb1ppp1p/1p2n1p1/2p5/4P3/1N1PB1N1/PPP2PPP/1R1QK1RB w KQkq - 0 6,g3e2,19,-48
3r1bk1/1q5p/2p3p1/1n1bNp2/3Pp3/4P1P1/p1Q2PBP/1RR3K1 w - - 0 28,b1a1,19,+11
1rkr4/1bb1qppp/pp1p1nn1/3Pp3/BP2P3/3Q1NN1/P4PPP/B1R2RK1 w q - 0 13,g3f5,2,+1587
3k3r/1p2R1p1/2p2p1p/3r2q1/8/Q2P3P/PPP2PP1/4R1K1 b - - 7 26,d5d7,1,+8377
5r2/7p/5Pp1/3k2P1/8/4RR2/3K2BP/8 w - - 9 53,f3f4,1,+11722
r1bknqr1/p1ppppbp/1p4p1/8/3PP3/2P5/PP2QPPP/RNBK2RB w KQkq - 0 7,g2g3,16,+106
8/k1p5/2P1p3/1r2B2b/1pR2P2/pP1K4/P5P1/8 b - - 7 38,a7b6,19,+85
3r1k2/p1p3pp/1p6/8/2Pn2q1/P3Q1P1/1B5P/2K1R3 b - - 1 27,d4c6,19,-57
6r1/p3pk2/1p1p1p2/5p2/2P2P1B/1P3K2/P6r/3R4 w - - 0 33,h4f2,1,-9297
bn1r1r2/pp2ppkp/2p3p1/8/5P2/1P1NP1P1/P6P/2KR2RB w - - 0 15,g3g4,19,-75
2b1r2k/pp3rp1/6q1/3P3p/2Q2n2/5B2/PP2N1PN/4R1K1 b - - 0 23,c8d7,1,-6006
nbbrqkrn/pp1ppppp/8/8/4P3/p7/2PP1PPP/NBBRQKRN w KQkq - 0 4,b1a2,13,-247
bk1r1r2/p1p1b3/Bpn1qpp1/3pp2p/Q2P4/PPN1PPP1/1BP3P1/1K1RR3 w - - 0 18,e3e4,19,+46
1R6/k1r5/p1p1p1p1/b1P2p1p/P2PpP2/4P1PP/2K5/1R6 w - - 6 39,b8e8,1,+4757
7k/8/8/K2P4/P6p/1r6/1Pn5/8 b - - 0 50,h4h3,1,-12097
6rr/4kp2/3p4/2p1pP1p/1P1pP2q/3PnB2/1Q5P/4R1RK w - - 0 30,b4c5,19,+11
2kr1q1r/pp2pppB/1nbb4/2pp4/8/2P1NPN1/PP1PPBPP/2RK1QR1 w KQ - 1 9,h7b1,13,+406
r5k1/2qnr2p/2p1p1p1/3p1p2/3P2nP/1PN1PNP1/P2Q1P2/2KR1R2 b - - 2 23,c6c5,19,-65
3r1rk1/3qpppp/p1b3n1/1p1p4/1PpBn3/P1P1P1P1/N2PQPP1/1BKR3R b - - 3 13,e7e5,16,-140
nbqrnkbr/pp2pppp/2pp4/8/3PP3/2P5/PP3PPP/NBQRNKBR b KQkq - 0 3,h7h5,19,+75
4k3/pr1pr2p/3R2p1/1p1N1p2/1Pp5/2P3P1/P2KP2P/8 b - - 5 26,e7e6,1,-1960
qrkbb1r1/ppp2ppp/3pn1n1/4p3/PP6/4P1N1/2PP1PPP/QRKBBNR1 w KQkq - 1 5,d2d4,19,+94
6r1/p1k4p/1pp1n1p1/8/2p1nPP1/4P3/PK2P2P/3R3B w - - 0 20,h1e4,16,-136
2kr2rq/ppppbbpp/1nn1pp2/8/3PP3/1NN3P1/PPPB1PQP/R2B1KR1 w KQ - 5 8,d4d5,19,-60
rkrbnnbq/pppp3p/6p1/4pp2/2P2P2/4N3/PP1PP1PP/RKRBN1BQ w KQkq - 0 4,f4e5,19,+4
3r1rk1/pp2pp1p/3pq1pP/2p2P2/n1P1P1n1/1N1PQ3/P3B1P1/1R4KR b K - 0 21,g4e3,13,-389
nr1kqbnr/ppp1ppp1/3p4/7p/3PP1B1/8/PPP2PPP/NRBKQ1NR b KQkq - 0 4,h5g4,19,-18
rkbbqnr1/pp1p1ppp/2p1p1n1/8/2P5/1B1P4/PP2PPPP/RKB1QNRN w KQkq - 0 4,h1g3,19,-30
qnbnrkr1/pppppp1p/8/6p1/8/2P5/P1P1PPPP/Q1BNRRKB b kq - 0 4,f7f6,19,-73
rk1r1bq1/ppp4p/1nn2pb1/3p4/5P2/1N1B2N1/PPP3PP/RK1RB1Q1 w KQkq - 2 10,f4f5,19,+13
2k2r2/pppp3p/2n1p3/4P2p/3PBB2/2P3P1/PPK1b3/7R w - - 2 20,e4h7,19,+4
1b1r1rk1/1p3ppp/1nbppq2/p1n5/2PNP1N1/BP3P2/P1B2QPP/3R1RK1 b - - 10 15,f6e7,13,+245
brnbnqkr/p1pp1ppp/1p2p3/8/8/1P2PB2/P1PP1PPP/BRN1NQKR b KQkq - 1 3,d7d5,19,+24
bnnrkrq1/p3pp1p/1p4p1/2pP4/3b1P2/3N2P1/PPPP3P/BN1RKRQB w KQkq - 2 6,d3f2,19,-129
8/8/2k5/4R3/1B4P1/PKP2P2/7r/8 b - - 2 35,h2f2,1,+10032
rk1bbnrq/pppppp1p/1n4p1/8/4P3/3N2N1/PPPP1PPP/RK1BB1RQ b KQkq - 3 3,d7d6,19,-53
rnq1bnrb/ppk2p2/4pNp1/2pp2Bp/8/2NP4/PPP1PPPP/R1QK2RB b KQ - 3 7,h8f6,16,+125
1k3qbn/pp1r1ppp/2pN4/4P3/8/3P2P1/PP1P3P/RKR1Q2N w KQ - 5 14,h1f2,1,+3376
1rk3qr/pppb1pbp/1n1pp1p1/3Pn3/4PP2/1N2N3/PPP1B1PP/1RK1B1QR b KQkq - 0 9,f7f5,13,+369
3rr2q/1k1pp2p/Npp2bp1/8/5P2/1PPQ2PB/bK1P3P/3RR3 b - - 3 18,a2b3,10,+897
rbkn1rnq/pp3B1p/2pp1pp1/4p3/3PP3/P1B2N2/1PP2PPP/R1KN1R1Q b KQkq - 0 7,f8f7,16,+103
1r1n1bk1/5pp1/4p2p/1q1pP3/p1pP1PP1/P1B4P/1P1Q2K1/1R3R2 b - - 0 32,b5e8,13,+273
r2n1rkq/p4ppp/1pp1pnb1/3pP3/2P5/1P2P2P/PB3PP1/RB1N1RKQ b - - 0 10,f6e4,19,+81
nrnkbrqb/pppp1ppp/8/8/3PPp2/8/PPP3PP/NRNKBRQB b KQkq - 0 3,f7f5,19,-47
rkr2qb1/ppp1b1pp/5nn1/3p4/4p3/7P/PPPPBPPB/RKR1NQ1N w KQkq - 3 9,f2f3,16,-154
n7/2p2R2/1p2r2p/3k2p1/1p2p3/1N2Q3/PPP3PP/2K5 w - - 0 26,e3d4,1,+12449
q2r1rk1/pb2np1p/1ppb2p1/3p4/5P2/1PP2NP1/P3P2P/Q1BRR1KB w - - 5 13,c3c4,19,+2
b1qrknrb/pppppppp/2n5/8/2P5/8/PP1PPPPP/BNQRKNRB w KQkq - 1 2,d2d4,16,+110
qrnnk1br/p1pp2pp/1p3p2/2b1p3/4P3/2N1BP2/PPPPB1PP/QRN1K2R b KQkq - 3 5,a7a5,19,-5
r4r2/pp1kn1bp/2ppq1p1/8/PP2P3/2PN4/2QP1BPP/4RRK1 w - - 5 19,e4e5,10,+442
bqr1knr1/p1bppppp/1p4n1/2p5/4P3/3PN1N1/PPP2PPP/BQRBK1R1 w KQkq - 4 5,b2b4,19,-6
rbknbqnr/pp1pp1pp/2p2p2/8/5P2/4PN2/PPPP2PP/RBKNBQ1R b KQkq - 0 3,e7e5,19,-8
qnrbk1br/p1p3pp/1p3n2/4p3/3pP3/1P3PN1/P1P1N1PP/Q1RBK1BR w KQkq - 2 9,g3f5,19,+37
4N3/1p2b1pp/5pk1/1K6/1Q2PP2/4R3/5q1P/3R4 w - - 1 37,b4e7,1,+7350
k2r4/4Rp2/8/1pPP3p/8/6P1/6K1/8 b - - 0 37,d8d5,16,0
r5k1/p1b3pp/1p2qr2/1Pp5/P1Pp4/R4N2/B3PPPP/5RK1 b - - 1 20,e6e2,1,-9535
b1rbnnkr/p1pp4/4pp2/6pp/1P5Q/1B4P1/P2PqP1P/B1R1NNK1 w Qkq - 0 11,h4d4,1,-6561
brknr2q/p2ppp1p/2p1n1p1/1p6/5P2/1PN3P1/P1PPP2P/2KRRNQB b kq - 0 6,b5b4,16,-205
bb3rkq/p2nn2p/1p1p1pp1/3Pp3/4P3/1P1B1PP1/P2NN2P/B1K1R2Q b - - 0 12,a8b7,16,+149
rk2qr1b/ppp3pp/2np1n2/4pb2/Q7/2NP1NP1/PPP2PBP/RKB2R2 b KQkq - 0 8,a7a5,16,-147
3r1k2/pp2p1p1/5p2/2nnQ3/8/1P2B1Pq/1P1N3P/1B3RK1 w - - 1 23,e3c5,1,+3104
8/1p3p2/2p3pk/1p6/1P4K1/P6P/4B3/1b6 b - - 6 37,b1f5,1,-2914
q1rbnkbr/pppppppp/2n5/8/2P5/8/PP1PPPPP/QNRBNKBR w KQkq - 1 2,b1c3,19,+66
2krrn1q/1pp1b1pp/1pb2p2/4p3/8/1N2NPP1/PPPP3P/1RKBR1Q1 w KQ - 2 10,c2c3,19,-93
1k1rqr2/1ppb1ppp/1pnp2n1/4p3/4P3/2PPB1N1/PP1QBPPP/1K1R2R1 b - - 1 12,g6e7,19,-32
rk1bbnrq/ppppp2p/3n2p1/5p2/4P3/3P2P1/PPP2P1P/RKNBBNRQ w KQkq - 0 4,f2f4,16,+111
2n1rk1r/p4ppp/1p2p3/2pbq3/8/1P6/P1BPPPPP/1Q2RK1R w KQkq - 0 10,h2h4,1,-2371
1qrbbkr1/ppp1pppp/1n1p2n1/8/3PP3/1N6/PPP2PPP/1QRBBKRN w KQkq - 0 4,c2c4,19,+15
1N6/2pk3p/p3p3/P1KpP1p1/3P4/8/1P2b2P/8 b - - 5 40,d7c8,13,-383
1r2k2R/8/1b2p1p1/1p3b2/2p5/1P2N1R1/P3N2P/4K3 b - - 1 26,e8f7,1,+9261
1rkq1nrb/pppb1p1p/1n1pp1p1/8/4PP2/1N1PN1P1/PPP2B1P/1RKQ2RB b KQkq - 6 7,f7f5,19,+82
rbbkqrn1/pppp1ppp/4p1n1/8/2P5/5NN1/PP1PPPPP/RBBKQR2 b KQkq - 1 3,f7f5,19,+56
8/8/8/4p3/2P4P/1P2P1P1/r3kPK1/1QQ5 w - - 13 47,c1d1,1,#+1
1rbknrqb/pppppppp/1n6/8/8/1N6/PPPPPPPP/1RBKNRQB w KQkq - 2 2,d2d3,19,+30
6R1/1nkpbr1p/1p2p2B/8/5P2/rPN1P3/1K1P3P/3R3N w - - 5 26,c3b5,1,+10636
8/4np2/2np1kp1/3p4/3P4/1N2PP1P/3NK1P1/8 w - - 2 40,b3c1,13,+307
2kr2r1/ppp1b1p1/2n1p1p1/3pP3/n2P3q/PNB1N3/1PP3PP/RK2R2Q w Q - 1 13,c3b4,19,-14
4r1k1/2P1r1p1/p3Np1p/2qRnP2/P7/8/6PP/4R1K1 w - - 0 29,d5c5,10,+1366
nrbbnqkr/pp1p1ppp/2p5/4p3/4P3/8/PPPPQPPP/NRBBN1KR w KQkq - 0 3,c2c3,19,+25
r4rk1/p5pp/1p1R4/2p1n3/2P2p1q/4B1NP/PPQ2PK1/5R2 w - - 0 26,c2e4,14,0
3qrrkb/ppp2bpp/1nn1pp2/3p4/3P4/1PP1N1P1/P1NBPP1P/Q3RRKB b - - 0 11,g7g5,19,+18
rqbbknnr/pppp1ppp/8/4p3/4P3/1P6/P1PP1PPP/RQBBKNNR b KQkq - 0 2,g8f6,19,-8
3rn1br/1pk3pp/1p2pp2/1B2P3/Np3P2/8/P1P1Q1PP/3R3K b - - 0 19,d8d5,1,+11135
rk1r3q/p1pp2pp/bpn2p2/2b5/4P3/1PB2PP1/P1PQ1N1P/RK1RN3 b KQkq - 6 18,c5a3,19,-7
7Q/7b/6rk/8/7P/p1P3P1/3PPP2/4BKR1 w K - 4 39,g3g4,1,+11772
rkbnqrnb/p1pp1ppp/1p6/4p3/4PP2/6P1/PPPP3P/RKBNQRNB b KQkq - 0 3,e5f4,19,+57
3rkqr1/b2p1ppp/p2n4/1p5N/1N6/PP2P3/B2P1P1P/3R2K1 b kq - 0 15,d8c8,1,-11836
rb1nkr1q/pb1pp1pp/8/2p3B1/6n1/2PB1PP1/PP5P/R2NKRNQ w KQkq - 2 10,h1g2,19,-25
4r3/k2qprbp/p1p3p1/Pn1p4/RNpP1PP1/2P1Q2P/1P4B1/1K2R1B1 w - - 1 24,e3e6,1,+3362
8/8/8/pp3k2/2p2p2/P2p4/1P5r/2KR4 w - - 0 51,d1d2,1,-11717
1r1r2k1/1B3p2/p2P2p1/2p4p/2b5/1PQ3Pq/P6P/3RR1K1 b - - 0 23,b8b7,19,+58
rbbqk2r/pp3ppp/2p2nn1/4p3/3PP3/4BNN1/PP3PPP/RB1QK2R w KQkq - 0 8,h2h3,19,+30
1k1rr2b/pppn1q1b/4p2p/3pP3/3N1p2/6P1/PPP3BP/2KRRQB1 w - - 0 16,g3f4,19,-29
rbbqk1rn/ppp2ppp/3pn3/4p3/8/1P2P2P/PBPP1PP1/RB1QKNRN b KQkq - 0 4,c7c6,19,+3
1r6/p2kq3/3p4/B1nB1Q2/3p4/1P3PP1/PKP4P/RN6 b - - 5 27,c5e6,1,+11661
8/5ppk/2Q1pbqp/1pPn4/3P4/4BN1P/5PP1/6K1 b - - 0 29,b5b4,16,-291
b3rrkb/pqppp1pp/1p6/6n1/3BN3/1P1PN1P1/P1P2PBP/2Q1RRK1 b - - 0 10,g5f3,1,+2169
4rrk1/p4pp1/2p1qb1p/7Q/P1pP1P2/2Pb2P1/1P2NK1P/2R1R3 w - - 7 24,e2g1,1,-5492
3qk1rb/p2b2pp/3Qnp2/1p1Np3/5P2/3P2P1/PPP1P1BP/R1B2RK1 b - - 0 14,d7c8,1,+10271
1kb2r1r/pp2p3/2p1nppq/2N1P3/2pP1P1p/2P4P/PPB1Q1P1/1K1R1R2 b - - 1 22,e6f4,17,-2
8/p1kn1N2/Ppn5/5p2/2P1p3/1K6/1P6/4R3 b - - 0 37,d7c5,7,0
n3qrkr/pppb2pp/2n5/b3pP2/P2pP1P1/2PP1B2/1P1Q2P1/NN3RKR b KQkq - 0 12,a5b6,13,-341
rkq2br1/pp3npp/2p1npb1/3p4/3P4/2B1P1P1/PPN2PBP/RKQ3RN b KQkq - 2 9,a7a5,16,-138
rn2b1k1/ppp2B1p/3p3B/4p2p/4P3/8/PPP3PP/2K2R2 b - - 0 20,e8f7,3,-1742
1q4r1/p4k2/1p1bpp1p/2pp2r1/3P1N2/2P1PP2/PPQ4P/3R2RK w - - 5 25,f4h3,19,-14
q1br1kr1/pp2p2p/2pn2p1/3pnp2/4P3/1P1P2P1/PQP2P1P/3R1KRB w KQkq - 0 10,b2e5,1,-3605
2k2r2/pppr4/2b4p/4Bpqn/3P4/1P1B2PP/P1P4Q/1K1RR3 b - - 1 22,c6f3,13,+452
2rbbrk1/1pp2ppp/1n6/q2pP3/3P1Q2/2N5/PPP3PP/2RB1RK1 b - - 3 11,c7c5,1,-1642
qbr1bkr1/p2ppppp/1pn3n1/2p5/2P5/1P4N1/P2PPPPP/QBRNBRK1 w kq - 1 5,e2e3,16,+149
rb1n1qkr/pp3ppp/4bn2/3pp3/8/P2P1N2/BPP2PPP/R1BN1QKR w KQkq - 2 7,c1g5,19,-49
2qrk1r1/pp1b4/2pR4/2n5/2P2Pp1/4P1P1/Q6P/5RKB b k - 0 29,d7e6,13,-207
2r3k1/6p1/p3p3/1p1nqpQ1/3N4/P3P1P1/1P3P2/3R2K1 b - - 1 30,d5f6,19,-17
r7/1kp4r/1p2b3/p2p4/2Pqp1pP/6P1/2P1R1Q1/2B2RK1 w - - 0 35,g1h2,1,-2360
2r3k1/p3pR2/1p2n1p1/4N2p/3P4/1P2q3/PK4PP/3Q4 b - - 1 25,e6d4,13,-205
1kn2qr1/p1n4p/1p1pp1p1/5p2/2PP4/1P4P1/P3PPQP/BR3RK1 w - - 1 14,a2a4,1,+2596
q7/p4kpp/1p6/2p5/3p4/1P4K1/P7/8 b - - 1 34,a8e4,1,-12295
b1r1k1r1/p1pnbpp1/1p2p2q/3p3p/4PP2/1P1PN3/P1PN2Q1/B1RB1RK1 w kq - 2 15,e4d5,13,+277
