Position,Move,Depth,Score
1qrknrbb/ppppp1pp/1n6/5p2/8/1N4P1/PPPPPP1P/1QRKNRBB w KQkq - 0 3,c2c3,50,10
8/3k4/7R/1R6/2p5/P1P5/P1K1r3/8 w - - 5 56,c2d1,20,3415
5rb1/pk4pp/3rp3/2N1R3/2Pp1P2/1P4P1/PK5P/3R4 b - - 0 30,b7c7,20,452
2k2rqr/p1pp3p/1pb5/P1b1p1p1/8/2NP2P1/1PP1Q1PP/R2KN2R b KQ - 4 15,f8f2,30,-446
r1r3k1/5ppp/1b2n3/1q1n4/p2P4/Q3P1NB/3B2PP/K4NR1 b - - 1 30,e6d4,20,-2803
rkr2q2/pppp2pp/6n1/3nb3/8/3N1PN1/PPP3PP/RKR2QB1 b KQkq - 1 10,e5g3,50,14
rbnqbrk1/pp1ppppp/6n1/8/2PQ4/3N2N1/PP2PPPP/RB2BKR1 b KQ - 0 5,e7e6,40,-104
qb1rk2r/pp2pppp/2p2nn1/3p4/3P4/5PNP/PPP2PP1/QBBR1RK1 w kq - 0 7,c2c3,50,42
1q3nk1/3r1bpp/1p2p3/pNp1bp2/P1P5/4NBPP/1PQ2BK1/R7 w - - 0 27,a1d1,40,186
nrq2rk1/ppp1b1pp/2npb3/4p3/4P3/1NN2P2/PPPQ1BPP/1R2KB1R w KQ - 6 9,c3d5,50,26
rq2kn2/pb1ppp2/1p2n1r1/2pP1Np1/4P2p/2P1NP2/PP3KPb/RQB2R1B b q - 0 12,h2g3,30,-361
b2r2k1/p1pN2pp/3bp3/2p2p2/1q1Pn3/3BP3/P1Q1KPPP/BR6 b - - 5 17,b4a3,50,0
6r1/p2qbk1p/1p3pr1/3pN3/2pPn3/2P1N3/PP2Q1PP/B4RK1 b - - 9 25,f7e6,20,554
6k1/ppq4p/1n2b1p1/4p3/1b1pPpP1/1P1P1P1P/P4NB1/1Q4K1 w - - 0 23,h3h4,20,-545
bqrbknrn/p1p1pppp/1p6/3p4/4P3/3P4/PPP2PPP/BQRBKNRN w KQkq - 0 3,e4d5,50,4
b2r2rb/p1kn1np1/1p2pp2/3p4/3P4/1P1N1BP1/PBPN1P2/2KR3Q w - - 4 15,c2c4,20,649
8/7p/6p1/7k/r6P/4RKP1/8/8 w - - 3 41,e3e5,50,0
q1rkbnrb/ppp1pp1p/n2p2p1/4P3/3P2P1/8/PPP2P1P/QNRKBNRB b KQkq - 0 4,d6e5,40,-173
6k1/4p2p/3pP1n1/pPqb2Q1/8/5PP1/P5KP/1R6 w - - 0 31,g5c1,30,-208
1rbqk1r1/p2p1p1p/4p3/1p2n3/2n1P3/1NPP2N1/PP2Q1PP/2R2RK1 b kq - 0 15,c4b2,30,-212
1k3r2/pp1nb3/2p5/4p2q/1P1N2p1/1KPP2P1/P4Q2/3R4 b - - 0 32,f8f2,20,-1378
rk2qr2/pb1pbppp/1p3nn1/2p1p3/4P3/3PBNN1/PPPQBPPP/R4RK1 b kq - 1 8,d7d5,50,0
r7/4b2p/1n2k1p1/2p1Pp2/p1Pp1P2/R2K2P1/1P1B3P/R7 b - - 12 29,h7h5,20,424
b1rk2r1/ppp1bp1q/2N1pn2/3p2pp/8/1P1P2PP/P1P1PPB1/BNR2RKQ b kq - 0 9,b7c6,40,117
1r2k1rb/p3p3/2p2pp1/1pqp3p/8/2P1P1Pb/P2N1P1P/R2QR1KB w k - 0 15,e3e4,50,-20
3rr1k1/5pqp/1N2pbp1/8/3nR3/1P2Q1P1/P4P1P/3R2K1 w - - 0 26,a2a4,20,-424
rqbb1rk1/pp3ppp/3p1nn1/3pp3/2P1P3/6N1/PPN2PPP/RQBB1RK1 w - - 0 8,c4d5,50,0
q1br2kb/1pn2p1p/2np2p1/p1p1p3/P3P3/QP1P2P1/2P2P1P/2RKBBR1 b KQ - 0 17,d6d5,20,-539
r1k2r2/pp2n1bp/2ppqnp1/5p2/PB3P2/1P1NP1P1/1QPP3P/2KR3R b kq - 1 15,a7a5,20,-464
qnrbkrb1/pppppppp/6n1/8/8/6N1/PPPPPPPP/QNRBKRB1 w KQkq - 2 2,g3h5,40,158
rkbnqrnb/pppp1p1p/6p1/4pP2/4P3/8/PPPP2PP/RKBNQRNB b KQkq - 0 3,g8f6,50,0
1b6/p4p1p/1p1pBkp1/2p5/5P2/2P3P1/PP4KP/4R3 b - - 0 25,f7e6,30,352
R7/6pp/5k2/8/2K2p2/4r3/PP6/8 w - - 2 36,b2b4,30,-478
rkb1qbnr/pppp1ppp/2n5/1B6/4p3/8/PPP2PPP/RKBNQ1NR w KQkq - 0 5,g1e2,30,-268
brk4b/p1p4p/1p4p1/5p2/5n2/PPP1qPK1/3r2PP/B5RB w q - 0 21,h2h4,10,#-4
1k2r1b1/1p1p3p/2r3p1/2n1q3/1Q2P3/pPP3N1/P1K3PP/R2BR3 w k - 6 17,e1e3,30,-324
r1krn1bn/pp1p2pp/2p5/4bq2/8/2P3P1/PP1PP2P/RBKRN1BN w KQkq - 0 6,b1f5,40,162
3r1rk1/1p3pp1/4p2p/3B4/6P1/1Pb1P2q/1PQ2P2/1R1R2K1 w - - 0 28,d5g2,30,402
1k1r4/1p1nq3/p3pbp1/2p4p/R7/BP2Q1P1/1PP3BP/2KR4 b - - 1 24,f6g5,20,533
qr1nkbr1/ppp2ppp/3pb1n1/4p3/2P5/1PN3N1/P2PPPPP/QRB1KBR1 w KQkq - 2 5,e2e3,50,83
bbnrkrnq/ppp1pppp/8/3P4/8/8/PPPP1PPP/BBNRKRNQ b KQkq - 0 2,g7g6,50,29
1r2nrk1/p1p2p1p/1p1n2pP/3P2q1/7R/1PQ2B1K/P4P2/8 b - - 5 23,d6f5,20,-984
1rk2nbb/pp1p3p/1n6/3p1Pq1/6P1/1N1Q4/PPPK3P/1r3NBB w q - 1 12,d2e2,20,-975
3r3k/pp2p1bp/2p3p1/3n1r2/2BP4/1N2B3/PP3N1q/1Q1RK3 w - - 2 20,c4d5,20,-568
rb2qr1k/p2p2pp/1p1nnp2/2pNp3/4P3/2PP1P2/PP2NBPP/R3QRK1 w - - 3 13,a2a4,50,93
4Q3/p5pk/1p3ppn/3P4/1P3b2/2B5/P4PK1/1q6 b - - 0 30,h6f5,20,-683
bqrk1br1/ppp2ppp/3n2n1/3pp3/4P3/2PP2N1/PP3PPP/BQRKNBR1 b KQkq - 0 5,d5e4,40,-116
1brkqrbn/5p1p/p1p3p1/1p2pP2/P1npP3/1P1N2N1/B1PP2PP/2RKQRB1 b KQkq - 0 10,c4d6,30,248
bbrkrnnq/p1p1pp1p/1p4p1/3p4/3P4/1P3N2/P1PNPPPP/BBRKR2Q b KQkq - 1 4,f7f5,50,67
rbqkb2n/ppppp1pp/8/8/3PP3/2P5/PP4PP/R1QKBrNN b Qq - 0 6,f1g1,20,-802
1k1r2br/1pp3pp/5pq1/3Pp3/Pbn1P3/2N2PP1/1PP4P/R1QK2BR b KQ - 0 17,b4c3,20,-757
bqnrkbrn/p1pppppp/1p6/8/5P2/2P5/PP1PP1PP/BQNRKBRN b KQkq - 0 2,e7e6,50,-22
br3k1n/5pp1/3bpn1p/8/1pN1PP2/3B2N1/PP4PP/B1KR4 b - - 0 23,d6f4,40,-197
1rkb1nrq/ppp1pppp/1nbp4/8/4PPP1/1N6/PPPP3P/1RKBBNRQ b KQkq - 0 4,f8e6,50,34
rb3rkq/1pp4p/p1n3p1/3bpp2/8/1NP2P2/PPBP1BPP/R3KRQ1 w KQ - 0 11,g2g4,40,150
r1k1r3/1p1pb3/p1q1b3/4Q1p1/3P1p1p/2PN1P2/1P2N1PP/R1K1R3 b Qq - 2 20,h4h3,40,-217
bqrk1bnr/pp1pp1pp/5p2/8/2P5/5N2/P1PPPPPP/BQRK1B1R b KQkq - 0 6,c8c4,50,83
8/8/1p3k2/2pr4/5R2/6PK/r7/8 b - - 6 38,f6e5,20,-764
1k1q2r1/p7/1p2P2p/4P1pP/1Br3p1/P7/6Q1/3R2K1 w - - 1 32,d1d8,20,1081
rk2q1r1/ppp1b1pp/1n1n1p2/3Pp3/1P2P3/P2B4/1B3PPP/RK2Q1RN w KQkq - 3 15,h1g3,50,-31
8/3p4/k1p5/pq6/2pQ4/P3P3/1PP2P2/2K4R b - - 4 35,d7d5,20,634
5q2/1kr1p1bb/1rNpP1p1/1p1P1p2/pNp2Pp1/P1P3P1/1P1R1QB1/2KR4 b - - 1 23,b6a6,20,560
2k1r1b1/ppqr1n1p/2pp2p1/4pP2/1PP5/P1P1N2P/5PBB/RQ1R2K1 w - - 1 17,c4c5,20,555
bnnrkrqb/p1pppppp/1p6/8/4P3/1P6/P1PP1PPP/BNNRKRQB b KQkq - 0 2,a8e4,40,-149
1k1rr3/pbpq4/1p3b2/4pPp1/4P1Pp/1PRPQ3/PB2B3/1KR5 b - - 6 25,a7a5,50,-11
2r2rkb/pb1nq2p/1p2p1p1/2pp4/3n2P1/P1N4P/1PPPPQN1/B1KR2RB w - - 0 15,f2e3,30,-383
q1rk1r2/p1pp1b1p/1p3pp1/8/4P3/1PQP2P1/P1P1N2P/1NR2K1B w kq - 2 14,c3f6,20,471
1r2kr1b/p1pppp2/1p6/5bqp/3P4/1P3PP1/P3N1Q1/B4RKB w kq - 0 15,f1d1,20,-496
3kr2r/pRn3bp/2q1b1p1/P1Np4/3Pp2P/2P3Q1/BR3BP1/6K1 w - - 3 28,g3g5,19,#+19
rq1bbknr/pppppppp/1n6/8/4P3/8/PPPP1PPP/RQNBBKNR w KQkq - 1 2,d2d4,50,56
qrn4r/p1p1k1b1/2pp2pp/4pp2/3P4/1PB1nPPN/P1P1P2P/QRN2RK1 w - - 1 13,d4e5,20,423
8/p2pk2p/1p3rp1/8/8/1P1K1PP1/P3P3/2R5 w - - 1 29,c1c7,50,1
3rr3/pp1q2kp/2p2pp1/4Pb2/4BQ2/2P3P1/PP3P1P/3R1RK1 b - - 0 19,d7d1,50,-19
2kr1rbb/pp4pp/2n2p2/N1Q5/8/2R1NqP1/P1PP1P1P/2K2RB1 b K - 6 14,c8b8,20,401
1k3r2/2p4p/pp6/2P5/3B3P/8/PPP5/2KR4 w - - 0 33,c5b6,20,583
r4rk1/ppbnq1pp/2p1p3/3pP2b/1P1P4/P1N3B1/2P1Q1PP/R4RK1 w - - 0 19,e2h5,50,-39
r1kn1rbb/pp3ppp/2pq4/3p4/5P2/5NP1/PPPP3P/RQK2RBB w KQkq - 0 9,b2b4,40,167
2k2rq1/p1r4p/1pn1p1p1/2Qn4/5P2/1NNP2P1/PPP4P/1RK3R1 w KQ - 0 18,c5f2,40,165
1rn2rk1/pb3ppp/1b1pq1n1/1pp1p3/8/1P1NNPQ1/P1PPB1PP/B1KR2R1 w - - 0 12,f3f4,40,-144
bbr2rk1/p3n1pp/1p1q1p2/3Np3/B1PpP3/1Q1P4/P2N1PPP/2R2RK1 w - - 9 16,c4c5,30,456
2q2rk1/ppnbprnp/3p1p2/2pP1p2/2P1PP2/2B2NR1/PP4PP/1BQ2RK1 b - - 0 16,f5e4,30,266
n1rkrnb1/pp1pp1bp/2p2pp1/2N3q1/3PP3/7P/PPP3PB/1QRKRN1B b KQkq - 3 7,d7d6,30,-221
1qr3k1/5bpp/p2p1pn1/3Pp3/n1B1P3/P3BPN1/3Q2PP/2R3K1 w - - 1 20,g3f5,30,416
4Q3/1p4pk/8/p1p2N2/4Pp1q/2P2P2/1P4K1/7R b - - 1 26,h4h1,8,#+4
2kr2rq/bppb2p1/p1n1pp2/7p/PP1P4/2P1PQP1/4N2P/RB2BRK1 b - - 0 13,f6f5,40,103
1rkrb3/pp1np1qp/1np3p1/5p2/5P2/1N3BP1/PPPP3P/1RKR2NQ b KQkq - 1 11,c8c7,50,-97
rnbq1r2/ppp1ppkp/3pn1p1/7P/8/1P2P3/P1PP1PB1/RN1QK1NR b KQ - 0 10,b8d7,40,-107
r1k1nrbq/pp1ppppp/8/2p5/4P3/3N1P2/PPPPN1PB/RBK2R1Q b KQkq - 0 6,f7f5,20,760
nbrknrb1/p2pp2q/1pp2p2/5P1p/3B4/2P5/PP1P2PP/NBRKNRQ1 w KQkq - 0 8,g2g3,50,-22
rbqk2r1/pp1bpppp/2p1n1n1/8/3PB3/2P1N1N1/PP1B1PPP/R1QK2R1 b KQkq - 3 7,e6f4,50,59
1r3r2/3k3p/3n1pp1/1b2p3/4P3/1BP2PP1/P1PK3P/1R3R2 w - - 3 22,f1g1,30,-300
2kr1r1b/pp1p3p/2pn2p1/5p2/PN1Pn3/1PP2QPP/1K6/3R2BB b - - 2 22,d8e8,30,410
qrk2br1/p1p2ppp/1pbp2n1/4p3/4P3/1P2NPN1/P1PP1P1P/QRK1B1R1 w KQkq - 0 9,c1d1,50,-72
2rq1r2/pp1p1n1k/1np1p1p1/5p1p/3PPP1P/1PQP1NN1/P5P1/2R2R1K w - - 2 19,g3e2,50,81
r2bkqr1/1p1b2pp/p2p2p1/2p5/3pP3/P2P2N1/1PP1NPPP/R3KQR1 w KQkq - 0 11,e1c1,50,-106
rknrqbbn/pp3ppp/3p4/2p1p3/4P3/5PNP/PPPP2P1/RKNRQBB1 b KQkq - 1 4,f7f6,40,107
2bnrqkr/pp3ppp/1np5/2B1b3/4p3/1NP5/PP3PPP/1B1NRQKR b KQkq - 1 7,e5d6,50,-26
1k4b1/ppp2pp1/4p2p/1N1n4/P3PP2/2P1QBP1/1P4P1/2K5 b - - 0 24,d5e3,50,11
rk1b1qnr/1p3bpp/1n3p2/p1p1p3/P1Pp4/1P1PPN2/1BB2PPP/RKN2Q1R b KQkq - 0 9,g8e7,50,-86
br6/p1RpN2p/kp3pp1/1N2p3/1PB1P3/1P2RP2/1B5r/1K6 b - - 2 23,a8e4,11,#+7
1q3rk1/2Rppbpp/5p2/p3n3/4N3/bP3P2/P1R1PBPP/1Q4K1 b - - 10 22,d7d5,50,33
1k1r2rq/pppnnpbp/3p4/8/1N1PP1pP/1NP3B1/PP6/1K1R2RQ w - - 0 15,g1f1,30,338
r3r2b/1kp2q2/bp1p1p1p/4p1p1/1BP1P3/2PP1QP1/4BP1P/RR4K1 w - - 1 27,f3e3,30,377
3r4/pp4pk/8/4R2p/2pP1R1P/P1PbQ1P1/6PK/3q4 w - - 3 27,e5e7,20,651
brnbknrq/p1pppppp/8/1p6/3P4/3N4/PPPN1PPP/BR1BK1RQ b KQkq - 3 4,g7g5,40,-200
rk1qn1br/pp4pp/1n6/2b1p2Q/4P3/2PN4/PP4PP/2KRNB1R w kq - 0 11,d3c5,30,270
1k6/1pr1b3/p3b3/3pPnpp/1P1P1p2/PK1B1P1P/3R1BP1/8 b - - 1 32,f5g7,30,-425
nr3qkr/p2pbbpp/1p1n1p2/2p1p3/2P1P3/1P1PN3/P3QPPP/1RNBB1KR w KQkq - 2 8,h2h4,50,42
1k6/pp6/4Q1p1/8/5b2/1PB1p3/P1K1N2r/3r4 b - - 1 27,d1d8,30,253
bbn1r1k1/ppp1rppp/3p2n1/8/PP1P4/4P1N1/5PPP/B1NRQKR1 w KQ - 1 10,d4d5,20,631
br2qbkr/p5pp/Bn3p2/3pp3/1nP5/1P1NN3/P2P1PPP/BR2Q1KR w KQkq - 1 10,d3b4,40,183
bbr1kq1r/pp3ppp/2p1n3/3P1N2/4B3/1P2P3/P3QPPP/B1RN1RK1 b kq - 0 11,g7g6,20,784
1r3rk1/p1p1q1pp/8/1p6/3pb2P/PPbQ2PB/2P1K3/1R4R1 w - - 0 21,b1e1,10,#-6
r7/3r2b1/pk4p1/1pnp1p1p/4pP2/2P1P1PP/RPK1B3/R5B1 b - - 5 27,a6a5,30,-263
5R2/2kr4/2p1b1p1/1pBp4/4p3/4P1q1/1PP5/Q5K1 w - - 2 42,g1f1,50,0
r5b1/pp1k2pp/2p2p2/b7/3B4/3P1PN1/PPR3PP/2KR4 b - - 0 20,g8a2,20,545
rkbqr2b/ppp4p/1n1p1np1/3P1p2/8/1Q4P1/PP1BPP1P/2KRRNNB w kq - 4 9,d2c3,40,-172
4n3/3b4/p6p/1p1pkpp1/4P3/1PN1P1P1/PK2B2P/6N1 b - - 0 26,f5e4,30,275
1q3krb/4p3/Q2pp1p1/3r4/5R2/1p2P3/1P3B1P/R4K2 b k - 1 21,d5f5,20,-426
1r1knb1r/1bp2pp1/1p2pn1p/3p4/1p1P1B2/1q1N1N2/2P1PPPP/1R1K1B1R w KQkq - 0 11,c2b3,30,-291
8/7p/1p6/pk6/4K1P1/8/3b3P/B7 w - - 0 33,e4d5,20,-447
1rnkbqr1/p4p1p/1p2p1p1/2P5/8/1N1N1BP1/1bP1PPQP/3KB1R1 b Kkq - 1 10,f8g7,40,-157
4r1r1/p2nk1b1/3pq2p/2p1p2P/P1P3N1/B2Q1PN1/6K1/4R3 w - - 3 28,g3f5,50,-3
1k6/5p1p/1p6/3bP3/2r4P/3K4/5R2/8 w - - 0 43,f2f6,20,-617
1bnrbrk1/pppn1qpp/5p2/2Ppp3/3P4/1P2BP2/P3P1PP/NBNR1KQR w KQ - 0 8,c1d3,40,-168
7R/pp5p/1npnk3/6p1/3Bq3/2PQ2P1/PP5P/4K3 w - - 0 19,d3e4,20,583
1brn1r1k/pp1pq1p1/1n2Bp1p/2p1p3/2P5/1PNQP2P/P2P1PPB/N1R1K2R b KQ - 0 11,d7e6,50,-61
8/p5pp/1k6/1pp5/8/3nPP2/1r4PP/6K1 b - - 2 37,b2b1,1,#-1
3r4/1pk3p1/2p2b2/P7/4R3/1NP3P1/1P4KP/5R2 w - - 1 30,e4f4,20,660
2kr2qr/pp2n1p1/1npb4/4p1Np/4P3/2B5/1PP2QPP/1bK1RR2 w - - 0 19,c1b1,30,-385
5rk1/p4pq1/6p1/8/4bp2/1rp2B2/K1P4Q/B1R4R b - - 1 36,b3b6,20,-530
1br2rk1/3q1ppp/4n2P/p7/3pB3/1p3P2/PB1PP1P1/1K1RQ1R1 b - - 0 18,b3a2,30,-514
1rq1bbkr/ppp1ppp1/1nn5/7p/3pN2P/1N1P2P1/PPP1PP2/1RQ1BBKR b KQkq - 0 6,e7e5,50,45
8/5p2/3p1Pk1/p3p3/4P1PB/3n4/2r5/3R1K2 b - - 2 41,c2h2,20,-496
rk4r1/ppqbbppp/3ppnn1/2p5/4P3/Q2P1BNP/PPP2PP1/RK1RB1N1 w KQq - 8 10,e1a5,50,-53
1r4kb/1r5p/6p1/p5N1/2p5/6P1/n5KP/B1R5 w - - 0 32,c1c4,20,-748
brkqnnrb/p1pppppp/1p6/8/4PP2/8/PPPP2PP/BRKQNNRB b KQkq - 0 2,a8e4,50,-93
rb3rk1/pp1q1ppp/2p5/2n1n3/8/2P1N1N1/PP1B1PPP/R1QR2K1 b - - 1 12,f7f5,40,-197
bnq1rknr/p1pp1ppp/1p3b2/8/2PB4/1P6/P3PPPP/1NQBRKNR w KQkq - 1 5,d4f6,50,32
1r1bkqnr/pppb2pp/1n6/1Q2p3/4p3/1N6/PPPB1PPP/1R1BK1NR w KQkq - 2 8,d1h5,40,167
rkq1br2/1pp1nppp/4p1n1/3p4/p2P4/4PNN1/PPPQ1PPP/RK1B1R2 w KQkq - 0 8,a2a3,50,0
rk1br1b1/pppqpppp/4n1n1/8/4p3/2P2PN1/PPBP2PP/RKQ1RNB1 w KQkq - 0 6,f3e4,50,22
nrk1rb2/ppp1n2p/2b1qpp1/2N5/3P3P/1NP3P1/PP3P2/1RKRBB2 w KQq - 0 13,c5e6,40,142
2b1r1k1/6qp/3r1p2/p1pPpPp1/1pp1P1PP/2P2Q2/PP2NRB1/7K w - - 0 33,f3e3,40,-172
b1kr4/2p4R/p5p1/1p1pP1b1/3P4/1P4P1/P1N4P/1K1R4 b - - 0 27,d8d7,20,518
3r2k1/p3p1p1/1p4p1/3b4/1Pp5/6P1/P2PPPP1/3R1K1R b Q - 0 15,d8a8,30,441
b1rb1kqr/p1pp1ppp/1pn1pn2/8/3PP1P1/2P2P2/PP5P/BNRBNKQR b KQkq - 0 5,g7g5,50,-68
qrn1k1br/p2pbpp1/4n3/1p5p/2ppP3/3N1PN1/PPP1BBPP/QR2K2R w KQkq - 0 9,d3c1,30,-304
3rr1k1/p1q4p/1n3p2/1pPPpPp1/2n1P3/P1R2B2/4QBPP/2R3K1 b - - 0 27,b6a4,20,542
brqbknnr/p1p3pp/1p3p2/3pp3/4P3/1P1P1N2/P1P2PPP/BRQBKN1R w KQkq - 0 5,e4d5,50,93
r1k2r1b/pqpb4/1pnpn2p/3Np3/5pP1/1PBP1P2/P1P2N1P/R1Q2RKB w q - 1 14,c1d2,40,-248
r2r2k1/pp3pPp/2p1b3/8/2n3NP/2P3P1/PPB2q2/2KRR3 w - - 0 22,g4f2,50,4
