Position,Move,Depth,Score
1rkr3q/ppp1bb1p/1n2p1p1/3pPn2/P2P4/1N1B1N2/1PP2BPP/1R3RKQ b kq - 0 11,h7h5,40,123
bq1br1kr/p4ppp/1n3n2/1pBPp3/8/1PP2B2/P4PPP/1QN1NRKR b KQk - 0 9,b8c8,30,-327
2r5/p2n2k1/2b3q1/1pp1p1P1/3pPnQ1/BP1P3r/P1P2PB1/1K1R2R1 b - - 6 26,h3h2,30,-262
4r1k1/2n3rp/6p1/5P2/1p1N1Pn1/1P4P1/P1P3KP/4R1R1 b - - 0 19,e8d8,50,-18
1rknbqrb/pp3p1p/1np1p1p1/3p4/5P2/PNBP2P1/1PP1P2P/1RKN1QRB w KQkq - 4 8,f1f2,40,115
2r1q3/pk2n3/1p4pp/2ppPn2/3N4/4PP2/PPP1Q1PP/BRK4R w KQ - 0 18,d4f5,20,630
1Q5b/5p1k/2n5/4Pp2/3P1q2/3P1N2/5K1P/6R1 b - - 0 33,c6b8,20,-537
2rk1qr1/1pb1n1pp/2pp1p2/Q1n1p3/3PPP2/2P1N1P1/PP3N1P/2RKB1R1 w KQkq - 1 14,a5a3,40,182
1k1rnr1q/pbp4p/1pn1p1p1/4P1P1/7P/1P1N1N1Q/P1P3B1/2KR2R1 b - - 0 17,e8g7,50,-9
8/8/1p3k2/p2p1pb1/4p3/1PP5/4b2r/4K3 b - - 7 49,e4e3,11,#-2
r2k1q2/1pp1pr1p/3pn1p1/8/6Q1/1PB1R3/1PKPP2P/8 b - - 3 28,e6f4,20,-619
5rk1/3q2pp/p5n1/1p1Q1p2/3P1P2/1B3P2/PPR3PP/6K1 b - - 0 28,d7d5,20,477
2kr1r2/p6p/1p2b3/2p2p2/2P1p1P1/1PB5/P1N4P/1K2R2B b - - 1 24,f5f4,50,0
nbrnqk1r/ppppp1pp/8/3b1p2/3B1P2/8/PPPPP1PP/NBRNQK1R w KQkq - 2 3,c2c4,40,119
1q1r1rk1/pb2pp1p/1p2n1p1/2ppb3/8/1PP2NP1/PB2PP1P/2QR1RKB w - - 0 15,f3e5,50,0
r1nnr1b1/2pN1p1p/3kp1p1/2NPP3/p5P1/2p2K2/P4P1P/3R2BB b - - 0 17,d6e7,40,107
3qrrn1/1p1b2k1/p1p3p1/2PpPp1p/1P1Pn3/3Q1RN1/P3P1BP/2BR3K b - - 1 24,h5h4,30,-242
8/rp6/4p3/1k1pPp1p/pPpP2pP/K1P1P1P1/5B2/3B4 b - - 7 53,b5c6,50,-3
rkbqrnnb/ppppp1pp/8/5p2/3P1B2/8/PPP1PPPP/RK1QRNNB b KQkq - 1 2,g8f6,50,-69
5r2/1p4kp/pPp3p1/P1Pp2P1/3Pp3/4P1K1/7R/8 b - - 2 47,f8f3,30,-312
1nq1kr1n/p3b1pp/1p6/3p1p2/3PpN1P/1P6/P1P2PP1/BK1R1RQ1 b k - 1 16,c8d7,30,312
2r1r1k1/4pp1p/1p3bq1/p1p5/3PRB2/2P3P1/PP2Q2P/4R1K1 b - - 1 25,c5d4,50,0
r1q3k1/5rpp/4p3/1p1n1p2/p1pPP3/2P2P1P/1PQ2KPB/R2R4 b - - 0 22,f5e4,40,-136
1nr1rqbb/p1k1pppp/2p5/3p4/2n5/3N2P1/PPPPPP1P/1NRKRQBB b KQ - 4 6,g7g5,40,166
rnbbkr1q/pp2p1pp/2p2n2/5p2/3P4/5BN1/PPP2PPP/R1B1KRNQ b KQkq - 3 6,d8a5,40,-144
rk4rq/2pp3p/1p1bp3/2Pb1pp1/7Q/4P1P1/PP2NP1P/R4RK1 w q - 0 18,h4h5,20,-631
r2k1r1q/2b1pp1p/1Pbp1n2/8/8/2P2PPP/PPp2Q2/2KRBRN1 w k - 0 15,c1c2,40,-253
r1kqbnrb/ppp2ppp/2n1p3/8/3Pp3/2N3P1/PPP2P1P/R1KQBNRB w KQkq - 0 5,c3e4,50,-47
rkr1nbbq/ppp2ppp/2n1p3/3p4/8/2N3P1/PPPPPPBP/RKR1N1BQ w KQkq - 0 4,e2e4,40,138
r1nq1rk1/bppb1ppp/p2p2n1/4pN2/2PPP3/2B5/PP2NPPP/RB1Q1RK1 b - - 5 8,b7b5,50,19
nrq2kbb/ppB4p/5p2/3p1n2/4p2P/8/PPP1P1P1/NR1NK2B b Q - 0 11,c8c7,20,-1428
k1qR4/2r1pp1b/pQN4p/6p1/4Pn2/2b2P1P/PP4P1/RK2N3 b Q - 1 25,h7e4,7,#+4
6r1/1k4pp/2Pb1p2/3p1P2/3P3P/3R2PK/Nr6/8 b - - 0 34,b7c6,20,-596
2r5/7p/2p2k2/1p2N3/p4p2/5P1P/PP2RKP1/8 w - - 0 41,e5d3,20,525
1n1rnrkb/qpp1pp2/7p/p3P1p1/2PP2b1/5NP1/P2N1P1P/Q1BR1RKB w - - 1 11,h1g2,30,230
1r3rk1/pbb1qppp/1ppnpn2/3p4/3P2P1/1P1NPN1P/PBP1BP2/2KR1Q1R w - - 1 11,f3e5,50,-18
nrbbkqrn/pp1ppppp/8/2p5/4P3/6N1/PPPP1PPP/NRBBKQR1 b KQkq - 1 2,f7f6,50,38
2krq1b1/ppp1n1b1/4p1p1/3pP1Q1/2nP4/P1N3P1/1PP1K2P/N4RBB w - - 7 17,b2b3,50,0
n1rbbkqr/pppp1ppp/2n5/4p3/4P3/2N2P2/PPPP2PP/N1RBBKQR b KQkq - 0 3,d7d6,50,7
3kr3/1pr1p2p/2n4b/p2pNP2/P1pP2q1/Q1P3P1/KPB4P/4R1B1 b k - 2 29,g4g8,50,21
br2nkrq/p2p1p1p/1pn1p3/6p1/2P5/1P1NP3/P3NPPP/1R1B1KRQ b Kkq - 1 10,b6b5,30,-246
8/NQpk3p/1p4p1/5r2/3q1P2/1PP5/PK1Pr2P/3R1R2 b - - 0 24,e2d2,40,-232
4qr1b/p1kp1b1p/1rp1p1p1/Q1N1P1P1/2PP3P/P2R4/8/2K2RBB b - - 2 19,e8a8,20,975
1qnr1bkr/pp1n1bpp/2p2p2/2Ppp3/3PP3/1NB2B2/PP3PPP/1QNR2KR b KQkq - 1 8,c8e7,50,-5
2krbnrq/pp3p1p/1np5/4b1p1/4Q3/1NP1N1P1/PP1B1P1P/1BRK2R1 b KQ - 5 10,c8b8,50,-110
8/1n6/8/ppk1b3/3r4/1P6/R1K5/8 w - - 14 45,b3b4,20,-3472
b1rnkbqr/pppp2pp/2n2p2/4p3/4P3/1PN5/P1PP1PPP/B1RNKBQR w KQkq - 2 4,d1e3,50,0
nr1knqrb/p1pp3p/1p6/5pp1/3P4/1N1N2P1/PPPB1PQP/1R1K2R1 b KQk - 3 9,a7a5,50,6
6k1/p4ppp/1pn5/2q5/3N3n/1P3PN1/P2P2PP/Q3r1K1 w - - 0 19,a1e1,20,-482
q4rk1/p2p3p/1p1N2p1/1Pr1pp2/P1Pp4/3P2P1/B6P/Q4RK1 w - - 0 24,a2b3,30,-364
rkqrb3/ppp2ppp/5nn1/2bPp3/4P3/6N1/PPP3PP/RKQRBBN1 w KQkq - 1 7,g1f3,50,21
r4r2/1pk2p2/2p2Q2/R1N1p1p1/1Pq1B1P1/2PN4/1K1PP3/8 w - - 7 28,f6e7,1,#+2
q3rrk1/pb2b1pp/1p1nppn1/2pp4/4PP2/1P1P1NP1/PBPNB2P/Q3RRK1 b - - 0 12,a8c8,50,-60
6k1/1B4pp/1p3b2/5P2/3n1KP1/1q1r4/1P5P/1Q5R w - - 0 26,b1d3,16,#-13
8/1kp3b1/pp1p2p1/3Pp3/2R1P2p/2P5/PPK3PP/2N2r2 b - - 2 34,f1f2,20,-531
bnqr1rk1/ppppppbp/6p1/2nP4/4P3/2N1N3/PPP2PPP/B1QRK1RB w KQ - 3 6,b2b4,30,279
1r1k1b1q/p1ppp3/1p3p2/5nrp/5NP1/1P2PB2/P1PPK3/BR5R b q - 0 13,f5g3,20,-595
b1rn1k1r/1n2p1pp/2p5/1pP1p3/1P6/1q2P3/2RN1PPP/1B1N1KQR w Kkq - 2 14,d2b3,20,815
3rqkbr/pnn2ppp/1pp1p3/3pP3/3P1P2/1NP5/PP4PP/1BNRQK1R b KQkq - 0 10,h7h5,50,88
rnbkq1rn/pppp1ppp/8/2b1p3/4P3/6N1/PPPP1PPP/RNBKQBR1 w KQkq - 2 3,d2d3,50,3
b1rk1rqb/1pp4p/3ppn2/1P3p2/4NRnQ/8/P1PPP1PP/B1RKN2B w Qkq - 5 10,e4f6,40,196
brn1kbrq/p4ppp/1pp1n3/8/2PP4/3NN3/P4PPP/BR2KBRQ b KQkq - 2 8,g7g6,50,7
6k1/5p1p/1p4p1/2n1K3/P7/5PP1/1p5P/8 w - - 0 35,g3g4,20,-884
5r1k/1b2q1bP/ppp5/4p3/2P1B2P/1P2P1P1/P3Q3/BR4K1 w - - 0 23,b1f1,20,427
r1kr3b/pbpnnpqp/1p1p2p1/8/3PPN2/2N3P1/PPPB1Q1P/3R1RKB w kq - 1 12,d2e3,40,207
nrbq1bkr/ppp1pppp/5n2/3p4/8/6P1/PPPPPPBP/NRBQN1KR w KQkq - 2 3,e1f3,50,3
rknqnbbr/ppp1pppp/8/3p4/3P4/4P3/PPP2PPP/RKNQNBBR b KQkq - 0 2,a7a5,50,0
1bbr1rk1/pp3qp1/1np1pn2/5p1p/3P4/2P3N1/PP2QPPP/NBBR1RK1 w - - 0 11,h2h4,50,-37
qb1rknr1/pppb1ppp/3p2n1/4p3/4P3/1P6/PBPPNPPP/QB1RKNR1 b KQkq - 2 5,b7b5,50,-28
3r2k1/2p4p/p1n3p1/1pb1R1P1/5pP1/P2P1P2/1B5K/2NR3B w - - 1 31,e5c5,20,1179
rk4r1/pp1q1ppp/2pnp1n1/3p4/3PP3/1PQ2PP1/P1P2BBP/R4RK1 b kq - 0 16,f7f5,30,207
r1kbbrq1/pp1p2pp/2p2p2/4p3/2P1Pn2/P1NP2N1/1PK2PPP/3RBRQ1 b kq - 0 9,b7b5,50,-11
2b1rrk1/ppb3qp/1np1n1p1/3pPp2/3P1P2/1P2NNPP/PB4Q1/1B1R1RK1 b - - 0 15,c7d8,40,123
nrknrbbq/pppp1ppp/8/4p3/8/4P1P1/PPPP1P1P/NRKNRBBQ b KQkq - 0 2,f7f5,50,-42
nqbrkb1r/ppp2ppp/4pn2/3p4/2PP4/3BPN2/PP3PPP/NQBRK2R w KQkq - 3 6,c4c5,40,157
b1rr2k1/p4ppp/1p4n1/2q1BN2/2P5/8/P4QPP/1BR2RK1 b - - 0 18,g6e5,30,-250
b1rkrn2/q1p1pp1p/p2p2p1/1p6/3PN3/1P3NP1/P1P2P1P/Q1R2RKB b kq - 0 9,a8e4,50,0
2r2r1k/1p1pp1pp/1q3pn1/p1b2P2/3NP3/P1P3P1/BP5P/2RQ1K1N b - - 0 15,g6e5,20,-423
rknrq1bn/pppp2pp/5p2/2b1p3/4P3/6P1/PPPP1PBP/RKNRQ1BN w KQkq - 1 4,f2f4,50,-24
bbr1q1kr/p2pnnpp/1p3p2/2pp3P/2P1P3/1PN5/P4PP1/BBR1QNKR w KQkq - 0 9,e4d5,30,393
r5r1/ppk1q3/2p4p/2PbPp2/Q2P1P2/2P5/P1B5/2K1R1R1 w - - 3 26,a4a5,30,460
1b2r1k1/pp3q1p/1n3p2/4p1p1/8/BP2PN2/P1R3PP/2R3K1 b - - 1 24,f7g6,20,-568
bb2rrk1/p4qpp/3p1p2/6n1/3P3P/3QP1N1/P4PP1/BB2R1KR b KQ - 0 13,g5e4,50,78
4r3/1p2r1kp/p4pp1/7P/3N4/P2Q1PP1/1q1R3K/8 b - - 1 37,b2c1,20,-464
2q2rk1/b2p2pp/6n1/p1PP1p2/Bp1Q4/3N1PP1/P6P/4R1K1 b - - 0 22,d7d6,30,203
1br2rk1/pp1b3p/1n2n1q1/2p1p1p1/2PpP3/1P1P1PP1/P2NQBK1/1BRN1R2 b - - 2 15,g5g4,20,-489
8/p3Q2p/kpb3p1/3B4/8/4K1P1/PPr4P/8 w - - 2 27,d5c6,20,603
r4rk1/ppbb1p1p/2pp1qp1/4p3/1P2P1PP/2P1NP2/P1BP1Q1K/R4R2 w - - 1 18,h2g2,50,-32
bb1r1k1r/p3pppp/1p3n2/3pN2q/2PPn3/1P1N4/P4PPP/BBQR1RK1 w kq - 3 10,f2f3,30,256
8/6pp/3k1p2/8/3pP3/1B1K1P2/1PP3PP/8 b - - 3 38,g7g5,20,659
qrnbbkr1/ppp2ppp/4p1n1/3p4/8/1NP3P1/PPBPPP1P/QR2BKRN b KQkq - 0 4,e6e5,50,-88
q2r1rk1/2ppP2p/1p4p1/8/2P1b3/1P3NP1/5P1P/3R1RKB b - - 0 21,e4f3,20,-514
1br2rk1/p4qpp/1p2p3/8/2pN4/4P2P/PPQN2P1/1K1R3R b - - 0 19,f7e8,20,417
1r1k2rn/p1p2ppp/3n4/1p2p3/1P6/2PqP3/P2PN1PP/QRBK2R1 w KQkq - 1 11,b1b3,40,-182
8/5N2/1k1pB3/1p1P2p1/1P1K1nP1/8/8/8 b - - 3 46,b6c7,20,660
b1krq1rb/pppp1p1p/4n1p1/4p3/2Pn2P1/1PNP2N1/P3PP1P/B1RKQ1RB w KQ - 3 7,c3d5,50,0
r1k4b/3p2pp/4rp2/1pp1p3/8/qP2P1P1/1QPP1P1P/1RK1R1B1 w KQ - 4 18,e3e4,50,10
2kr3r/pp5p/2p1b3/3p1pp1/2nP4/P2B4/1PP2PPP/2KR2BR w - - 1 16,d1e1,50,10
4k1r1/p2bpp1N/1p3p2/4q3/5n2/1P2P1N1/P5P1/2QR2K1 b - - 0 17,f4h3,20,-1437
rq2k1br/pp1npppp/1bpn4/3p4/5P2/1NPPPB2/PP4PP/RQ2KNBR w KQkq - 3 7,f1g3,50,-47
b1nrkqr1/pp3ppp/2p3n1/2Pp4/3b4/1P2P1N1/P4PPP/1BNRKQR1 w KQkq - 0 8,e3d4,40,182
rnbk4/p2p3p/1ppqn2Q/3NB1p1/2B1P3/1P6/P1PP2PP/2K2r1R w - - 0 18,h1f1,20,879
bbr2r2/p3pk1p/1p1p4/2pPp2Q/2P1P3/1P3P2/P4P1P/1BRK4 b Q - 3 16,f7g8,20,448
4r3/1p1R4/1kp3R1/1p3pPp/1P5P/P4P2/8/K7 w - - 1 44,g6g7,20,740
1k2rr2/1pp3p1/1p1b3p/6qP/8/1N1N1R2/PPP2KP1/1R6 b - - 0 26,g5e3,11,#-6
1qr2rk1/p1p2pp1/2b1P3/1pP1n3/4p2B/1PP5/P3B1PP/1QKR2R1 b - - 0 18,f7e6,50,7
8/1p1pk3/1p2p1K1/8/P2b4/3N4/1Pn5/8 b - - 0 36,c2a1,20,-627
br1krn2/p3pp1p/1ppn2p1/8/4P3/1PqP4/P1PN1QPP/1RNKR2B w KQkq - 3 9,e4e5,50,51
2krr3/pnpq3p/5bp1/3N1p2/2P5/BQ1P2P1/KP3P1P/R7 w - - 12 25,d5f6,40,116
r5k1/p4ppp/1p3n2/2p5/P1P2p2/1P1P4/B2r1N1P/R4K2 b - - 2 23,a8e8,20,-723
b1r1qk1r/p1bppppp/1pn4n/2p1P3/4N3/1P3N1P/P1PP1PP1/B1RBQK1R w KQkq - 3 8,g2g4,50,-22
2k2rr1/p1q5/2nb2Pp/1pp1pP2/3pN3/2PP4/PP6/QRK2BR1 w KQ - 3 23,a2a4,30,413
5k2/pp2np2/2n4p/2p2P2/2PpQ3/P2P4/1P1K3P/8 w - - 1 30,f5f6,20,558
1bq1r2k/6pp/1p3p2/1n1pp3/1NpP4/2P4P/5PPB/QB4K1 b - - 1 23,e5d4,20,-629
4r1k1/1q1p2pp/n4p2/4pP1P/pPb2bP1/P1B5/1QB5/1K1R3R w - - 0 28,c2a4,40,224
qrnk1bbr/pppp1ppp/5n2/4p3/4P3/1N3P2/PPPP2PP/QR1KNBBR b KQkq - 0 3,d7d5,50,48
rk4r1/1pp5/p1bp3b/P4p1q/3np3/R3P1B1/1PP3BP/1K2R2Q w q - 0 18,e3d4,30,-368
r6k/3n1r1p/bp2pN2/3pb1qB/P2p1B2/8/2P4Q/R1K4R w - - 0 26,f4g5,20,527
2krbrq1/bpp3pp/p2np1n1/3pNp2/5P2/P2PP1BN/1PP3PP/RB1K1RQ1 b KQ - 0 9,g6e5,40,-214
br4kr/p1q1bppp/4pn2/2P5/7n/1N3N2/P3BPPP/B1RQ2KR b Kkq - 4 14,b8d8,50,-80
1rk1q2r/ppp3pp/3bnp2/4pB2/8/1PP2PP1/1P5P/1RKNQ1BR w KQkq - 0 13,e1e2,20,485
rqbbnk1r/pp3ppp/4pn2/2pp4/2PP4/1P2PN2/P4PPP/RQBBNK1R b KQkq - 0 5,c5d4,50,21
6r1/3k4/7K/1p1pRP2/pP1P1P2/2p5/8/8 b - - 5 57,c3c2,30,-546
3r1rk1/6p1/p5pp/1p1p4/3R4/2n1PB2/PR3PPP/6K1 b - - 3 27,a6a5,50,-19
rq2k1r1/pb3ppp/3p4/PPpPpN1B/4Pn2/8/5PPP/RQ2R1K1 w kq - 1 19,b5b6,30,329
k1r1n1q1/Bbp1ppbp/p4np1/3p4/5P2/3P2P1/PPP1P2P/RK1RN1Q1 w KQ - 2 13,a7d4,30,-269
1nrnkbrq/p1ppppp1/bp5p/8/4PP2/2NP4/PPP1B1PP/BNR1K1RQ b KQkq - 0 5,g7g5,50,-48
4r3/4p3/1P1p4/2pP1kpp/6PB/2PP1P2/1P6/4R1K1 b - - 0 26,h5g4,20,588
4k3/3p2pp/8/1B1P4/8/1Q3P2/KP1q2PP/8 w - - 4 37,b5a4,20,625
br2q1n1/1n1pk1bp/1Q1P1p2/1Bp1pPp1/4P1P1/2B2N1P/P1P5/1K1R3N b - - 0 17,e7f7,30,437
1k1r2r1/ppp4R/3p4/2n1p3/P7/1PPP1QP1/2K1P1q1/N6R b - - 2 26,g2f3,50,-25
br2kbrq/ppp1nppp/2np4/8/5P2/1P1N4/P1PPP1BP/BR1NK1RQ b KQkq - 2 6,e7g6,30,292
1b3k2/p1r2np1/1pbp1p1p/3P3P/8/1P2R3/P4PP1/BB2RK2 b - - 0 19,c6b5,20,489
rk3qr1/1pp4p/p1n1b1p1/4Np2/Q3n3/4P1P1/PPP2P1P/RKBN2RB b KQkq - 0 12,c6e5,50,5
bbrnnkqr/p4ppp/1p2p3/2pp1N2/8/1P1N4/P1PPPPPP/BBR2KQR w KQkq - 0 5,a1g7,30,229
n1qrkrbb/ppp1p2p/5np1/3p1p2/3P1P2/1NP3P1/PP2P2P/1NQRKRBB w KQkq - 3 6,b1d2,50,0
1r1k1r1b/pqppp3/1p1n1npp/5p2/3P4/1PP2N1P/1P2PPP1/1QKR1RBB w kq - 0 9,f3e5,40,191
n1kr1r1b/p1q1pn2/1pp2p1p/8/2NPQPp1/1N4P1/PP2P2P/4KRBB b K - 2 17,f7d6,50,32
1rbq1bkr/ppp1ppp1/1n6/3p2Bp/3P2nP/6P1/PPP1PPB1/NR1QNRK1 b kq - 4 6,f7f6,50,28
nrkqrbbn/ppp1p2p/8/3p2p1/3PPp2/1N3P2/PPP1N1PP/1RKQRBB1 b KQkq - 1 6,e7e6,40,128
2k2r2/p1ppp1q1/1pb5/6np/3bP3/P1NPN1P1/1PP3B1/1RK1Q3 w - - 1 22,b1a1,30,-376
1r2r1k1/1b2q2p/8/1pppP1p1/p4B2/2P2PP1/1PN1K2P/5R1Q w - - 0 27,f1g1,20,-545
qbr2rkn/p2p2pp/1pp1b1n1/4p3/3P1p2/1PP1PPN1/P4BPP/QBR2RKN w - - 0 9,g3h5,50,0
6k1/3q2pp/p2bb3/1p2p3/1P1pP3/P2n2N1/3Q2PP/6BK w - - 0 26,d2d3,30,-447
rkb1qnrn/ppb1pppp/2p5/3p4/3P4/2P5/PPB1PPPP/RKB1QNRN w KQkq - 1 4,h1g3,50,28
r1kbnn1r/pp1pp1pp/2p1b3/5p2/1P3q2/3PN1P1/P1Q1P2P/R1KBN1BR b KQkq - 0 7,f4b4,20,-466
1rkb3r/ppp1p1n1/3p1p2/7p/nP2P2P/4QPB1/2KP3R/q2B1N2 b kq - 4 18,g7e6,20,-796
8/7p/2p5/p2P4/P1k5/2P2R2/1KP2B1P/8 w - - 0 34,d5c6,16,#+8
8/1R4Q1/5pkp/4p3/3bP3/8/6P1/7K b - - 0 37,g6h5,8,#+5
r1krb3/ppp5/1nn1q3/3pb1pp/8/N3N1P1/PPP4P/R1KRB1QB w KQkq - 0 13,c2c3,30,-367
8/k5pp/8/p5P1/1pp1p2P/8/1PPKN3/8 w - - 0 41,d2e3,20,428
2r2r1b/pk2p3/1p1p2pp/5p2/3p1P2/PPP1P1PP/2KR3B/3R4 w - - 0 22,e3d4,50,-2
1kn2qbr/r2pnppp/p3p3/1pN1P3/P3NP2/3B2Q1/1PP3PP/RK5R b KQk - 0 15,f7f5,20,508
rb4kq/1p1b1rp1/p2n1p1p/P2QpP2/1P6/6PB/1P1PP2P/2R1KRB1 w K - 3 17,g1c5,40,-177
bnrbnqkr/ppp2ppp/8/3p4/3P4/1P6/P1P2PPP/BNRBNQKR b KQkq - 0 4,d8g5,50,-49
4rrk1/p4pbp/1p1p2p1/3Pnb2/2P2N2/1P4P1/P3R1BP/4R2K b - - 2 24,f5g4,20,-592
2r1kbbr/pp1p1ppp/1np1n3/4q3/4P3/1N3P2/PPP3PP/1QRNKBBR w KQkq - 1 6,g1e3,50,-33
3q1rk1/p1p2p1p/1p1p2bQ/3Pp3/2P1P3/1P4P1/P5BP/5RK1 b - - 1 24,d8e7,50,4
5r2/p6k/6pp/1p1PPn2/1PpR4/8/P4PPP/4R1K1 w - - 1 29,d4d1,20,599
r2qnkr1/pb1p1pbp/1pn3p1/2p1p3/4P3/2PP1PB1/PPNN2PP/R2Q1KRB b KQkq - 1 8,d7d5,30,-201
8/3k1R2/1p4p1/6p1/1P4P1/7P/6K1/4B3 b - - 1 56,d7c6,20,3653
bbr3r1/p2p2kp/1p2qpp1/8/3QPnN1/1P3PN1/P4KPP/1BR2R2 b - - 2 14,h7h5,40,-160
bbrqnk1r/ppp2ppp/4pn2/3pP3/3P4/5P2/PPP3PP/BBRQNKNR b KQkq - 0 4,f6d7,40,116
rkb1r2b/pn1n1q1p/1pp1p1p1/3p1pP1/3P1P2/2N1P3/PPPB1QBP/RK2RN2 b KQkq - 4 10,b7d6,50,-65
2r5/p6p/6p1/2p2pk1/2P1b3/1P1N2PB/P1KR3P/1R6 w - - 8 31,b1e1,20,866
b3r1k1/p3q2p/1p1R2pP/2p1B3/Pn2P3/1P1P2P1/8/1B1R1QK1 w - - 3 32,d3d4,20,830
1n2r1b1/7p/3kp1p1/4R3/1P1r1P2/PKp3PB/7P/2N1R3 w - - 5 35,b3c3,20,525
r2r2k1/p1n2b1p/3npNp1/P4p2/Q7/2P1N1P1/1P1BPP1P/1R3RK1 b - - 0 16,g8g7,20,1167
3r2k1/pp4p1/4N1p1/3p4/2n1pp2/2P3q1/PPP5/7K b - - 3 42,f4f3,10,#-8
rkbr1bq1/pp2np1p/2pp4/4pP2/4Pn2/3P1N2/PPP2NBP/RKBR2Q1 w KQkq - 3 11,c1f4,40,195
rnnkbrq1/pppppp1p/6p1/8/4PP2/1N6/PbPP2PP/RN1KBRQB b KQkq - 1 3,f7f5,30,-347
1k2r3/pp2p2p/q1r3p1/4Qp2/3P1P2/1P4P1/P2R3P/1K1R4 b - - 1 24,c6c7,50,0
8/7p/2pk4/4p1N1/3pP2P/1PbK1P2/6r1/7R b - - 3 35,d6c5,30,-320
2nr1kqr/bpp1pppp/p2p4/1b6/2PP4/1P1NPP2/P5PP/1B1RBKQR b KQkq - 0 9,b5d7,40,158
2k1r3/pppp3p/5p1b/5P2/q7/2PQ4/PK5P/R2RrN2 b - - 5 24,e8e2,20,-792
1k1r3r/1p5p/1npp1pp1/1n2p3/4P1P1/2P3P1/1PKP4/R4R2 w - - 0 23,f1f6,20,-688
b1r1r1k1/6qp/ppp1n1p1/3p1p2/1P1P1P2/P3P3/B1P1NQ1P/R3KR2 b K - 5 17,e6c7,40,-184
nbbrknrq/pp3ppp/2p5/3pp3/8/1P4P1/PBPPPP1P/NB1RKNRQ w KQkq - 0 4,d2d4,50,-72
nqrkbbrn/pp1ppppp/2p5/8/3P4/1N6/PPP1PPPP/1QRKBBRN b KQkq - 0 2,b8h2,30,-361
q7/pk3pp1/1pp1p3/8/4RP2/3P4/PPQ5/2K5 w - - 0 27,e4e1,20,519
4bB2/2r5/R7/2p2p1k/2P2Pp1/1P5P/P5P1/6K1 b - - 2 41,h5h4,20,476
5r2/p1pr1pkp/1pn3p1/4pn2/7P/2PP2P1/PP2NPK1/3RN1R1 w - - 1 17,e1c2,50,-45
r1nk1nr1/1pqp3p/2p1p1b1/p1P3p1/2NPB3/2P3P1/P3PP2/RQNK2R1 b KQkq - 0 11,g6e4,40,136
8/7p/k5p1/3p1pP1/PP1P3P/2K1P3/5P2/8 w - - 3 42,b4b5,20,834
8/6p1/6R1/4PPk1/4K1P1/8/P7/4b3 b - - 6 52,g5h4,20,4067
bb1nrrk1/pp3p1p/5Pp1/4p3/2Pp1nq1/1P1P2N1/P5PP/BBQNRRK1 w - - 1 11,d1f2,50,7
rkr1b1nq/ppp4p/3pn3/4p1b1/4Pp2/2BP2PN/PPPN1P2/RKRB3Q b KQkq - 1 8,g5f6,50,53
qrb1krn1/ppp2p1Q/5bn1/3pp3/8/1P3N2/PBPPPPPP/1R1BKR1N w KQkq - 2 6,h1g3,50,54
1rbk1b1n/pppp2pp/1n3p2/2P5/4P3/1r1q4/1P1P1QPP/2B2RKN b q - 2 10,b6a4,20,-1239
1B1br1k1/1p1n1ppp/p1p2n2/2qp1N2/4P3/1PP2P2/1PBQ2PP/1R3R1K b - - 0 16,d7b8,30,453
1r3rk1/pq1n1bbp/1p1n1p2/3ppP2/8/1P1NN1B1/P2PPR1P/Q1R3KB b - - 5 16,b8c8,50,-37
r2r2k1/ppb2p1p/6p1/3R1nB1/8/2P5/PP2NPPP/3R2K1 b - - 4 17,d8d5,30,238
8/7p/8/5p2/2n2P2/2k5/1p5P/1R1K4 w - - 0 43,d1e2,20,-668
3r2k1/5bpp/2p2p2/pp6/4P3/2Pq2N1/PP4PP/4QRK1 w - - 0 23,b2b3,40,-136
1rkr4/p1pp3p/1p1qp1n1/5p2/2N1nP2/1PPN2P1/P2PQ2P/R4RK1 b kq - 2 14,d6d5,50,-23
nb1rk1n1/pb4p1/1pq4r/3p1p2/2p1NN1p/2P4P/PP2QPP1/1BBR1RK1 w q - 0 16,e4g5,20,648
rkb5/pp1p4/2p2p2/7B/4PB2/5P2/PPK3n1/R7 b q - 0 19,g2f4,20,-467
b1rq1krb/p2n4/1pppn1p1/7p/2PpPp2/1P3PP1/P1N1N1BP/B1RQ1RK1 w kq - 0 13,c2d4,30,304
1b1rnrk1/3q3p/2pNb1p1/1pP1B3/p3B1P1/5P1P/P2Q4/2R2RK1 w - - 5 30,f1d1,40,248
qrk4r/ppbppbpp/2pn1pn1/8/3PP3/2PNBPN1/PP4PP/QRKB3R b KQkq - 2 7,d6c4,50,-53
1kb1rn2/p1q1r1p1/1p1bp3/5p2/3B1P1P/2P2RP1/PP2Q1B1/1K2R2N b - - 0 27,e6e5,50,14
2r2r2/2pq2k1/1p3bb1/p2p4/2PPpPpp/P3P3/2N1Q1B1/3R1RK1 b - - 0 28,g6f5,20,-522
r4rk1/5pbp/3p2p1/4p1q1/pB6/2P2Q1P/P2P1PP1/2KR2R1 b - - 0 20,f8c8,40,-204
br1n1rkb/p4p1p/1p1p2p1/2qBPp2/1NP2P2/1P4P1/P6P/B2RQRK1 w - - 3 16,f1f2,30,329
