Position,Move,Depth,Score
4rr1k/1bb1N1p1/p4p1p/1p1pB3/1Pn5/PB2P3/5PPP/RQ1R2K1 b - - 0 26,c4e5,20,+516
2k1r3/1qp1p3/3p4/8/Q1R1R3/2K5/1r5P/8 b - - 4 37,b7b5,30,-432
2nrr1k1/p4p1p/qp4p1/3b4/1B3R1P/4P1p1/PQPP2P1/2KR3B b - - 10 19,a6a2,30,-211
r1bqk1rb/1ppppp1p/p3n1p1/1n6/3PP3/2N1B3/PPPQ1PPP/1K1R1NRB b kq - 7 7,b5c3,50,-48
1k1r3b/1p1r4/pP6/2pp2pp/4p3/B3PPP1/4Q2P/1RR3K1 w - - 0 31,a3c5,20,+612
3r4/4kp2/1p2pNn1/1n1pP3/3r2p1/P5P1/1P3P1P/1N1R1RK1 w - - 0 25,d1d4,50,+7
r2r2k1/p1b2qpp/Pp1pppn1/2n5/1BB1P3/1P3PN1/1P3QPP/R2R2K1 b - - 4 17,g6f4,50,0
nbrq1knr/pp1pp1pp/2p2p2/7b/3PP3/8/PPP1KPPP/NBRQB1NR w kq - 1 4,g1f3,50,-2
rkqnbnrb/pppp3p/6p1/3Npp2/2P5/6P1/PP1PPP1P/RKQNB1RB b KQkq - 1 4,d8c6,50,-16
rkbrn1nq/pppp1ppp/4p3/8/4P3/3P1P2/PPP3PP/RKBRNBQ1 b KQkq - 0 4,a7a5,40,+157
n1br1rk1/pp1p1ppp/8/2q1p3/4n3/1B3N2/PPP2PPP/NQ1R1RK1 w - - 2 10,d1d5,50,+21
1r3rk1/p2nqppp/1p1bpn2/2p5/3P4/1N1BP3/PP1BQPPP/1R1K3R w KQ - 0 13,b1c1,50,-29
2kr1bqr/ppp3pp/2b1n3/4p3/2B5/2N5/PP3PPP/2KRB1QR w - - 1 14,d1d8,50,0
bqrnkr1b/p2ppp1p/1p3np1/2p5/8/2P2NP1/PP1PPPBP/BQRNKR2 w KQkq - 0 5,c3c4,50,-53
2k5/2P1N3/PP3P2/8/4K3/4B3/8/5r2 b - - 2 67,c8d7,2,#+2
1nbr1rkb/pp2qp1p/2p1p1p1/2P5/P2P1P2/1NP2BP1/3R1BKP/2Q3R1 b - - 4 19,b7b6,50,+110
nr1q1rk1/p1bp1ppp/1p4n1/2p5/2P1B3/1P6/PBN2PPP/1R2Q1KR w KQ - 3 12,e1d2,50,0
bnrb1rkq/ppp2ppp/5n2/3p4/7P/1P2P3/P2P1PP1/BNRBKRNQ w KQ - 1 6,g2g4,30,+244
2k5/ppp5/8/7N/4p3/2R5/PPK4P/7r w - - 3 29,h2h3,30,+375
1r1kr3/3n2pp/2p2p1q/3p4/4nN2/2P2bPP/PP1PP3/RB1K1RQ1 w Q - 0 20,e2f3,30,+226
nr3rk1/pp3p1p/1q1pp1pP/1b6/4P1n1/1BB5/PP3PP1/1RQ3KR w KQ - 0 15,c1f4,30,-212
r1kn2rb/pp1b1p1p/3B2pq/3pPP2/8/4N3/PPPP3P/R1K2QRB w KQkq - 0 14,h1d5,20,+548
4rb2/1k3b1p/2p3p1/Ppn2p2/3p1n2/2P1NPN1/1KB3PP/R5B1 w - - 0 22,c3d4,30,-409
4rrk1/p2b1pp1/1p4n1/3p2qp/2nB4/1NP2Q1P/PP4P1/1R1B1R1K w - - 2 21,f3h5,50,-2
8/6kp/1p2Nbp1/3p4/pn1P4/4P1B1/2q2P1P/5QK1 b - - 0 42,g7f7,30,-272
b4r2/p2p2kp/5qp1/2pB4/2P5/4Q1P1/P2P1P1P/4RK2 b - - 0 22,a8d5,40,+120
4n2k/4qrpp/3b2n1/5p2/1p3P2/2p1P1N1/2Q2NPP/2BR2K1 b - - 1 31,e7b7,30,-344
2kr3r/1ppp2pp/p1n2p2/b7/2N1PP2/8/B5PP/3K2BR b - - 3 24,d7d5,20,-477
brknnrqb/ppp1pppp/8/3p4/8/1P4P1/P1PPPP1P/BRKNNRQB b KQkq - 0 2,b7b6,50,+50
b4rk1/1p1Rb1pp/1q2p1n1/4p3/4P3/2P3P1/2QN1P1P/3R2K1 w - - 2 30,d1f1,30,-258
rq1nkr1b/pp2pp1p/2p2np1/3p1b2/1P1P4/2P2NP1/PQ2PP1P/R1BNKR1B b KQkq - 2 6,f6e4,50,-7
rnk3q1/pppbb1pp/4p1n1/4P3/8/4PBB1/PPPP3P/RNK2Q2 b Qq - 2 10,b8c6,30,-288
3r4/1bp2pkp/pp3p2/2q5/1nP3P1/1P3N1P/PK1RB2Q/8 w - - 0 29,d2d8,20,+441
8/k5pp/1p4n1/6q1/4n3/pP5P/P2RK1PB/8 b - - 5 36,g5d2,6,#-4
bnrnkrqb/p1pppppp/1p6/1P6/2P3P1/8/P2PPP1P/BNRNKRQB b KQkq - 0 4,a8h1,50,+25
5rk1/ppp4p/3p2p1/3np1N1/6P1/P3R1P1/1PP3PK/8 w - - 0 25,e3b3,30,-338
2kr1rqb/pppb1ppp/1nn1p3/2Np4/3P4/2N1P1P1/PPP2P1P/RK2BRQB w KQ - 2 7,f2f4,50,+64
3n2q1/2k2b1p/1p1n2p1/5p2/p2N4/2P1PBP1/P1PN1P1P/RK4Q1 b Q - 3 14,d8e6,20,+491
1r1r2k1/pp1P1bpp/8/1Np2p2/1nP2b2/1P1R1B2/P4BKP/3R4 w - - 1 28,d3d6,50,+77
rbbk1r1q/p1pp1p1p/4pp2/1p6/2nP4/3N1N2/PP3PPP/RBBK1R1Q b KQkq - 1 7,c8b7,40,+205
b2r1rk1/p2q1ppp/1p6/2p5/2Pb4/1P3P2/P1BN2PP/2Q1RR1K w - - 4 21,c2e4,50,-20
nnrkqB1b/pp4pp/2p1b3/3pp3/8/6P1/PPPPP2P/NNRKQR1B w KQq - 1 7,f8d6,20,+439
3r2k1/p6p/1p1n2p1/2p2p2/3q1N2/1P1P2P1/P1P2R1P/2Q1R1K1 b - - 2 22,d8e8,20,+528
q2brknr/pb1p1ppp/1pn5/2pNp3/2P1P3/1P1P4/P4PPP/Q1BBRKNR b KQkq - 3 6,h7h5,50,+26
rqb2knr/pp3ppp/4n3/2bpP3/B7/4BN2/PP3PPP/RQ2KN1R w KQ - 0 10,b2b4,40,+166
1r5r/p1pk2bp/2pp1q2/3b1p2/5Pp1/2P1P3/PP1QNBPP/R1R3K1 b - - 4 18,a7a5,40,-199
brnnqkrB/pppppp1p/6p1/8/8/1P6/P1PPPPPP/1RNNQKRB b KQkq - 0 2,g8h8,50,+31
rnk1q2r/ppp1bppb/2npp2p/8/4PPP1/3P3P/PPP4B/RNKNQB1R w KQkq - 0 7,f1g2,50,+41
rkb1nqr1/pp3p1p/4n1p1/2p1b3/3pPN2/3P2P1/PPP4P/RKB1NQRB w KQkq - 0 9,e1f3,50,+37
1r2krq1/1b1pp1p1/pp3p2/7p/3P1P2/1PP1N1P1/P4Q1P/2KR3N b k - 1 19,g8h7,30,-204
2r3rk/p1p2p2/1p5p/7n/3P1P2/1PB5/P1B3QP/2K5 w - - 1 23,d4d5,20,+712
2brk2N/p3p1p1/5n2/2pP1nN1/2P2P1q/1P6/P5QP/1B2RRK1 b q - 0 19,h4h8,20,+534
3r2kb/pnq2b1p/2p1p1p1/1pn1Pp2/5PP1/2P1N3/PPQN1B1P/R1K4B b Q - 1 17,c5d3,20,-416
rkbn2nr/p1p4p/1p1b2p1/3P1p2/8/4P3/PPP3PP/RK3BNR w KQkq - 1 13,a2a4,20,-607
rb1nkq1r/pp1p2pp/1np5/4p3/2b1P3/8/PPPNNPPP/RB2KQBR b KQkq - 1 7,f8b4,30,-416
8/1p5p/p1b5/4kpp1/8/4K1P1/7P/8 w - - 0 42,e3d2,19,#-43
2k1r2b/p1p4p/1p2R1p1/5p2/2PP1P2/1PB5/P6P/1K1R4 b - - 0 20,e8e6,50,+4
8/r5pp/2P5/4pPP1/1P1pPn1P/5k2/7K/8 b - - 1 50,a7a2,8,#-5
rqk1b2r/ppbpp2p/4n1p1/2p2p2/4nP2/1P2P1P1/P1PPN1BP/RQK1BN1R b KQkq - 0 8,e4f6,50,+82
8/6kp/5r2/6p1/2B1P3/3P4/1PP2PP1/5KR1 w - - 0 35,f1e2,20,+617
6k1/p4p1p/1p4p1/2p5/1P3P2/3P1nPK/PQ1Pq2P/8 w - - 5 25,b2e5,10,#-6
q1r1k2n/pp4pp/4np2/2pbr3/3p1QP1/1P4N1/P1PPPN1P/1BR1KR2 w KQq - 4 14,f4e5,30,-385
rbnn1krq/pp1bpp1p/2p3pB/3p4/3P4/2P3P1/PP2PP1P/RBNN1KRQ b KQkq - 3 5,f8e8,50,+16
1b1r2k1/pp1Q2pp/4n1p1/6Pn/8/1P5P/PB3P2/N4K1R b - - 0 23,d8d7,20,-591
rbbknnqr/pp2p1pp/2p2p2/8/3PB3/2P5/PP3PPP/R1BKNNQR w KQkq - 0 5,a2a4,50,+16
b3rk2/p6r/q1p1p1pp/2Pp1p2/P1n5/2PBPP2/6PP/2B1R2K b q - 7 24,a6a5,20,-762
8/5k1p/r3npp1/2pN4/1r6/6P1/P2P1P1P/K2RR3 b - - 0 29,b4a4,50,0
bbrkqrnn/p1pp1ppp/1p6/4p3/4P3/6N1/PPPP1PPP/BBRKQRN1 w KQkq - 0 3,c2c4,50,+23
bqrnkr2/pp1pppbp/5np1/2p5/2P5/1P2N1PN/P2PPP1P/BQR1KR1B b KQkq - 3 5,f6h5,50,+47
brknrbqn/pppp1ppp/8/4p3/5P2/1P6/P1PPP1PP/BRKNRBQN b KQkq - 0 2,e5f4,50,-40
r5n1/2b2brk/5ppp/p1p1pPP1/PnPpP2P/3P2N1/1qBB2N1/3QK1RR w - - 5 34,c2b1,40,+237
1k1rnrb1/pqb1n1p1/1p2p2p/3pPp2/Q2P1P2/4BNP1/PP2BN1P/R4RK1 w - - 2 15,a4a3,20,+472
8/2pk4/3n2p1/3n1q2/1PpP4/2P2P2/5R1P/6RK w - - 0 35,g1g4,20,-616
5Q2/8/3p1k2/2p1p3/1p1n4/1P1q4/P7/2K5 b - - 1 41,f6g5,17,#-21
1rk5/2ppr1pp/1p1nq3/4N3/R1PP4/1PQ3P1/P3B1P1/1K6 b q - 0 18,c7c5,30,-374
3bk2r/4p1pq/2p2p2/r1Bp1n2/3P3p/1P2P2P/2PQ1PP1/1R1B1K1R b KQ - 0 18,a5a2,40,+134
br1r2k1/p4pp1/1pq4p/4pPb1/2P4n/3BNP2/PB4PP/1R2QR1K w - - 1 19,e3d5,30,+215
rkrnb1nb/pp4qp/2p1ppp1/3p4/4PP2/2BP2P1/PPP4P/RKRN1QNB b KQkq - 1 7,g7d7,50,+95
rnb2kqr/ppb2ppp/2p5/3p4/3P4/3N1P2/PPP2QPP/R1BB1K1R b KQkq - 1 8,h7h5,50,+13
1r1bkqbr/ppp3pp/1n1n4/4p3/3P4/1N6/PP4PP/1RNBKQBR w KQkq - 0 9,f1f8,50,+36
bbr1k3/pp1p1Qp1/2n3n1/2p5/2P1p3/1P3PP1/P2PP2P/B1RNK1RN b KQq - 0 9,e8f7,20,+448
r1kr1b1q/1pp4p/1n1nb1p1/3p1p2/p2PpP2/N1P1P1P1/1P1N1B1P/R1KR1B1Q b Kk - 5 13,c7c6,30,-305
qrkb1rbn/pppppppp/5n2/8/2P5/1P6/P2PPPPP/QRKBNRBN b KQkq - 0 2,e7e6,40,+112
1r1bkrn1/p1p1pp1p/1n1p2p1/1p1q4/3P4/1P6/PBP1NPPP/NK1RR2Q w kq - 0 11,e2c3,50,-25
1qrb1r1k/p1p1ppp1/4n3/1pPp4/b2P4/2B5/PPBNPPPP/1QR3KR b KQ - 0 10,a4c2,50,0
nnrkrbbq/ppppp1pp/8/5p2/5P2/6P1/PPPPP2P/NNRKRBBQ b KQkq - 0 2,a8b6,50,+29
qr1n1n1r/pppkNp1p/3p2p1/8/8/3P4/PPP1PPPP/QRK3RB w KQ - 1 8,b2b3,30,+329
rkr3bq/1p5p/1p1np3/4Pp2/1Pp5/2P2B2/P2P3P/RKR2N1Q b KQkq - 0 13,h8e5,40,-161
2n1r3/p1p1rk1p/1p1p1b2/2PP4/1P1P2pp/6P1/P3N1K1/1RB1R3 w - - 0 32,g2f2,20,-467
rq3rk1/p4bpp/2p3n1/4p3/2P5/5PB1/PPB3PP/RQK1RN2 w KQ - 0 14,b2b3,20,+423
r2qbrk1/pp3p1p/2p1n2p/8/8/P1N5/1PP2PPP/RB2Q1KR b KQ - 0 13,c6c5,50,0
1qrknbbr/ppppp1pp/1n3p2/8/4PP2/1N6/PPPP2PP/1QRKNBBR b KQkq - 0 3,e7e5,50,+19
1rknbnr1/qppppp1p/8/p5p1/P3P3/2P1b1P1/1P1P1P1P/QRKNB1RB w KQkq - 0 6,d1e3,50,+95
qrknnbbr/p1p3pp/1p3p2/3p4/3P4/2NN4/PPP2PPP/QRK2BBR w KQkq - 0 6,a2a4,50,-8
rqbn1rkn/ppp1bppp/3p4/8/2PP4/3B2N1/PP3PPP/RQBNK1R1 b KQ - 2 6,h8g6,50,-19
nrb1kbqr/pppppppp/4n3/8/8/1N6/PPPPPPPP/1RBNKBQR w KQkq - 2 2,f2f4,40,+135
4r1k1/p5pp/1p3p2/1P2p3/2pn4/4PK1P/1r4P1/8 w - - 4 31,e3d4,15,#-9
4rr2/pp3pkp/2pn1Np1/3p2q1/nP6/PN1P2P1/2P1P2P/1R1Q1RK1 w - - 4 17,f6e8,40,+189
5rk1/4p2p/2p2bP1/2Pp1p2/4qP2/pP4P1/P1R1BB2/1K2R3 b - - 0 29,f6c3,30,-413
brk1rbQ1/p2p2pp/2p2pn1/1p2p3/4P3/5P2/PPP3PP/BRKNR2N w KQkq - 2 9,g8h7,20,+504
r5kr/ppbq1pp1/5pnp/3p1N2/3P4/2PB1Q1P/PP3PP1/R5KR w KQkq - 2 13,a1e1,30,+238
rbknbrnq/pp1p1p1p/2p3p1/4P3/4P3/2P5/PP1P2PP/RBKNBRNQ b KQkq - 0 4,h8e5,40,+124
b1n3kr/1ppp1ppp/1b2r3/p2Np2B/4P3/Pn1N3K/3P1P1P/6R1 b k - 3 15,g8f8,20,-658
1rk1rn2/p1pq3p/3p4/4pP2/2Q5/1PN3P1/P4R1P/B2R2K1 b - - 3 20,e8d8,20,+540
8/7p/Rk3bp1/8/P7/1PP2NP1/1K6/7B b - - 2 45,b6a6,20,+548
rbbknr2/pp2ppp1/2p2n1q/3p3p/2P5/1P1N1N1P/PB1PPPP1/RB1K1R1Q b KQkq - 1 6,h5h4,50,-55
3r4/8/1pp3k1/p7/2PPpr2/1P3b2/P4R2/1Q4K1 w - - 0 37,f2f3,50,0
r7/2p4p/2kn2p1/8/1P6/4r1P1/PK5P/2R5 b - - 9 32,c6b7,20,-640
r2k1r1b/p4b2/2pqp1p1/1p1n1pPp/2n2P1P/1PPN1NB1/P1QPP3/2KR1R1B b kq - 0 16,c4b6,30,+335
1rnq1rk1/3b1pbp/pn1p2p1/1p2p3/2p1P3/2NP2P1/PPPB1PBP/1RNQ1RK1 w - - 2 12,a2a3,50,-12
2r5/2P4R/1p3k2/6p1/P1P1pp2/5p1P/5K2/5N2 b - - 3 39,c8e8,30,+452
1rn2qkr/ppp3pp/2b5/3Bp1b1/8/2P3P1/PP3PQP/NRN1BRK1 b kq - 0 10,c6d5,20,+499
1rbqknrb/ppp1p2p/1n6/3p1pp1/3P4/1P2P1B1/P1P2PPP/NR1QKNRB b KQkq - 0 5,f8g6,30,-212
bbrk3r/p1n1p1pp/1n2Pp2/1ppp1P2/6P1/1P1P1NQq/P1P4P/BBRK1NR1 b Qkq - 2 12,h3g3,30,-287
rbbqk1nr/ppp2ppp/3p4/4p3/3PPn2/5QN1/PPP2PPP/RBB1K1NR w KQkq - 0 5,c1f4,40,+140
rnnqbkrb/ppp1pp1p/6p1/3p4/5P2/2P3P1/PP1PP2P/RNNQBKRB b KQkq - 0 3,e8c6,50,-2
r2qrbk1/1b3p1p/1p2n1p1/1p1pP3/1NpP1P2/P3BBP1/1P1Q3P/1R3RK1 b - - 0 19,f7f5,40,+119
n1qrk2r/p2nbbpp/1p1p1p2/1BpN1P2/4P3/1N6/PPP3PP/2QRK1BR b KQkq - 2 10,a8c7,50,-19
6r1/3Q1k1p/pp3p2/8/5P2/1P2b2P/P5P1/7K b - - 3 34,f7f8,20,+528
5r1k/p6p/1p3n2/5B2/2p4P/2P2q2/P4B2/1Q2rKR1 w - - 0 25,b1e1,50,0
rkbbnrq1/pppp2pp/4p1n1/5p2/4P3/3P1P2/PPP2NPP/RKBBNRQ1 b KQkq - 0 4,a7a5,50,-41
2krr2b/ppp2q1p/2bp2p1/3Np3/P2nQP2/1P2N1P1/1BPP3P/R4RK1 b - - 0 14,d4e2,20,-481
1k2r3/p1p4p/qnpp4/5p2/3Q1P2/2P3P1/1R3B1P/1K6 w - - 6 29,c3c4,20,-469
8/4n3/1k6/p6R/Bp2K3/3P4/8/8 b - - 9 52,b4b3,20,+699
8/5pk1/rp3np1/7p/5P2/PR4PB/P6P/6K1 w - - 5 26,h3f1,50,+9
rbqnbnkr/p3pppp/3p4/2pN4/8/1PN5/3PPPPP/RBQ1B1KR b KQkq - 0 6,c8b7,40,-151
6k1/1p1pR1pp/b7/p1n5/1r1q4/1P5P/5QB1/1R4K1 w - - 0 27,e7e8,1,#+1
bbr2k2/p7/2p1p2r/1pPP1p2/2n5/2BQ2R1/P3PPK1/1Bq5 w - - 0 26,c3g7,20,-476
nqbbrnkr/pp3ppp/8/8/1PppP3/6N1/P2P1PPP/NQBBRRK1 w kq - 0 7,d2d3,40,+177
rqnk3n/pppp1ppb/7p/b3r3/4P3/2PBBP2/PP4PP/RQNKR2N w KQq - 0 8,f3f4,30,+258
bbrqkrnn/p2ppp1p/6p1/2p2B2/1pP5/5NN1/PP1PPPPP/B1RQKR2 w KQkq - 0 5,f5e4,50,-90
4r1k1/p1p2pbp/1p4p1/4p3/2P5/1P2nPP1/PB3R1P/R5K1 w - - 1 22,a1e1,30,+298
3rN1bb/p1kn3p/8/5pP1/5P2/3P1B2/P1P2B1P/2K1R3 b - - 0 22,c7b8,20,+526
rbnkrnb1/ppppppqp/6p1/8/8/1N4NP/P1PPPPP1/RB1KR1BQ w KQkq - 2 4,c2c3,30,-225
rbkq3r/ppp1ppp1/5n1p/3p2n1/3P4/2PN1PB1/PP2P1PP/R1KQ1N1R b KQkq - 3 7,c7c6,50,+83
rq1nnrk1/pp2p1bp/2p3p1/4Pb2/2PP4/2Q3N1/PB3NPP/R3KBR1 w KQ - 3 14,g3f5,50,+91
rknrqnbb/ppppp2p/6p1/8/3PQ3/1N6/PPP2PPP/RK1R1NBB b KQkq - 0 4,a7a5,50,-126
8/p4q2/1p4kp/2pbQ1p1/8/1P5P/PB4P1/6K1 b - - 1 32,f7e6,50,0
brnbkrqn/p1pp1ppp/1p2p3/8/8/1P4N1/P1PPPPPP/BRNBKRQ1 w KQkq - 0 3,e2e4,50,+2
br3rk1/p1p1bppp/1p2p1n1/q7/PNPP4/4P3/2BQ1PPP/BR3RK1 w - - 1 13,d4d5,50,-3
qnb1nbkr/p1p1pppp/8/1p1r4/8/3P4/PPP2PPP/QNBRNBKR w KQk - 0 4,b1c3,50,+50
3n1rkb/1pp1pq1p/3p1pp1/3P4/4PP2/1NPQ2P1/PP5P/1RK2R2 b Q - 0 16,f7e8,30,+395
8/p4rk1/1p3pp1/7P/4Pp1P/2q1N3/P3Q1K1/8 w - - 0 32,h5g6,20,-487
bb1rnqkr/p3nppp/1p2p3/8/2pP4/1P3N2/P3NPPP/BB1R1QKR w KQkq - 0 8,b3c4,50,-13
rq1bk1rn/p2p1p2/1p2p1p1/2p5/4Q3/2P2P2/PP1PP1PP/R1N1KRB1 b KQq - 0 8,f7f5,40,+113
8/8/1p1bk3/pPp5/4P1R1/3P1K2/1PP3P1/6q1 w - - 3 45,f3e2,20,-609
brkbqnr1/pppp1ppp/6n1/4p3/8/4P1P1/PPPP1P1P/BRKBQNRN w KQkq - 0 3,a2a4,50,-20
2bk2rb/2n2q2/1rB1p3/pp1p1p1p/3P1Np1/1PP1P1P1/P1N2P1P/2KR1QR1 w k - 0 15,c3c4,40,-106
rbkrb1q1/pppp1pp1/4n1n1/4p2p/4P3/2P5/PPBPNPPP/R1KRBNQ1 b KQkq - 1 5,d7d5,50,-3
bk1rr3/2p4p/1p1p1q2/6p1/5p2/1PPK1PP1/3N2BP/R3R3 b - - 3 23,e8e1,20,-763
r2knrn1/pp2q2p/2p3p1/3pNb2/8/2P4P/PP3PPQ/RBB2RK1 b kq - 2 12,f5b1,30,+302
r1bnkr1n/1pppp1pp/p3q3/5p2/5P2/3PQ1P1/PPP1PN1P/RB1NKR2 b KQkq - 2 6,e6e3,50,+12
rkr2q1b/pppp3p/3n4/5p2/8/3P2PP/RPP1PB2/1KR1N1QB b Kkq - 0 11,c8e8,20,+446
8/R4p1p/8/2P3P1/1k4P1/1B4N1/P6P/2K5 b - - 0 41,b4c5,17,#+15
3B4/7p/p3k3/1p1p4/1P1Pb2P/2P1K1b1/P7/8 b - - 0 31,g3e1,20,-542
8/7p/6p1/2k5/2p1KPP1/2P1R3/7P/2r5 b - - 2 42,c1g1,30,+428
8/2p2qkp/2B3p1/5p2/1p1r1P2/1Q4P1/PP2R1KP/8 b - - 1 27,f7b3,20,+452
6r1/pr3k1p/1p1p2p1/3P4/1nP2P2/4NP2/PP5P/2KR2R1 w - - 1 27,a2a3,30,+292
rk1b1q1r/2p1p2p/2ppPp2/2Pn1Pp1/p2P4/5N2/PP4PP/RK2BQ1R b KQkq - 2 14,g5g4,30,+257
r2q1k1r/ppbb1ppp/1npp1n2/4p3/3P4/1PPN1N2/P1QBPPPP/RB3K1R w KQkq - 0 8,d4e5,50,+73
1k1r4/ppb2b2/2p2p2/2Npn1p1/8/1PPNPP1r/PK3B1P/3R3R w - - 0 24,d3e5,40,-123
2krn2r/pbbnq3/1ppp2p1/4p1Pp/4Pp1P/1PPP1N2/P1B1QP1N/B1KRR3 b - - 1 17,b6b5,50,+56
2kr2b1/ppqr2bp/2p1n1p1/3pPp2/4nP1P/3NPNP1/PPP1Q3/1K1RR1BB b - - 0 15,h7h5,40,-134
rkqrnbbn/ppp1p1pp/5p2/3p4/3P4/5PN1/PPP1P1PP/RKQRNBB1 b KQkq - 0 3,e7e5,50,+12
qbnrbkr1/p2ppppp/6n1/1p6/3pP3/2P3N1/PP3PPP/QBNRBKR1 w KQkq - 0 5,c3d4,50,+10
rknnbrqb/1ppppp1p/8/p5p1/P5P1/8/1PPPPP1P/RKNNBRQB w KQkq - 0 3,a1a3,50,+10
1rbbqknr/ppp1pppp/1n6/8/3PP3/8/PPP3PP/NRBBQKNR b KQkq - 0 4,e7e5,50,-23
2r3rb/3qkN1p/1p3np1/4p3/pP2n3/3Q2P1/PBP4P/2KR3R w - - 2 24,f7e5,30,-393
2brr1k1/p5p1/1p6/3PB3/4P3/1P3p2/P4Pp1/1B1RR1K1 b - - 0 30,e8e5,30,-507
q1bb2kr/ppp2ppp/3n4/3P2r1/4p3/1P2P3/P2N1PPP/Q1BB1RKR b KQk - 0 10,c8h3,30,-344
rnbbkr1q/ppp2p1p/4pnp1/3p4/8/1PN1P1P1/PBPP1P1P/R2BKRNQ b KQkq - 1 5,f6e4,50,+31
r1bbk1qr/pppp1ppp/2n3n1/4p2B/4P3/2N1N3/PPPP1PPP/R1B1K1QR b KQkq - 5 4,g6f4,50,+23
r1bk1bqr/pppp1ppp/3n4/4p3/4P3/1nN5/PPPP1PPP/R1BKN1QR w KQkq - 0 6,a2b3,50,+11
b1rk1r2/p2n3p/6q1/1p3pp1/4B3/1P4P1/PBPP3P/2RKNRQ1 b KQkq - 0 14,a8e4,30,+201
nnbrkqrb/pppppp1p/6p1/8/3P4/8/PPP1PPPP/NNBRKQRB w KQkq - 0 2,a1b3,50,+30
3r1b1r/1kpN1p2/p6p/1p6/1P6/3P1B1Q/q1P4P/1R1K2R1 b Q - 3 22,b7a7,30,+394
rkrqb1nb/pppp2pp/8/3Qp3/8/6P1/PPP1PP1P/RKR1BN1B b KQkq - 1 6,c7c6,30,+401
qbnrknbr/pppp1ppp/8/4p3/8/1P6/P1PPPPPP/QBNRKNBR w KQkq - 0 2,a1e5,40,+166
rn1b1k1r/3pp1pp/2p1qp2/pp6/3PP3/1NN2P2/PPP2KPP/2R2Q1R b kq - 0 14,a5a4,50,-75
rknn1brq/ppp2ppp/8/4p3/4P3/1PN5/1PP2PPP/RK2BBRQ b KQkq - 0 6,f8b4,50,+24
r4n1r/1P1pkp1p/2n1p1pq/8/2P5/4N1P1/P3PP1P/1QR2RK1 b - - 0 14,a8b8,30,+335
3rb1r1/1B2k1pp/1p2pb2/2p5/2P3n1/5N2/PP1Q2P1/K7 w - - 1 23,d2e2,20,-506
b1qbrnkr/p1np2pp/1pp2p2/4p3/4P3/1P2N3/PQPPNPPP/B2BRRK1 b kq - 5 7,c7e6,40,+193
qnbrk1rb/pp2pp1p/2p1n1p1/3p4/4P3/2P1N1P1/PP1P1P1P/QNBRK1RB w KQkq - 0 5,e4d5,40,+118
8/1p4kp/2n1r1p1/p1p5/2P5/3Pp1P1/PPN5/5RK1 w - - 0 26,f1b1,30,-396
4rrk1/p5pp/1p2q3/2bN3P/2p1P3/1P3nPK/P1P1QNR1/5R2 w - - 10 25,f2g4,30,-301
rqbbk1r1/pppp1ppp/3n4/8/P2PPn2/4N1N1/1P3PPP/RQBB1RK1 b kq - 0 9,e8f8,20,+462
r1kr4/1pb2bpp/2qn1p2/p2p1P2/P2P4/1PQBB3/K3N1PP/R2R4 b kq - 0 17,d8e8,50,-2
r1bnk1r1/qppppp1p/6n1/6p1/1p6/2P1N1P1/PB1PPPBP/Q2NK1R1 b Kkq - 0 7,b4c3,30,-328
n2r1rk1/ppn2bpp/2pN1p2/8/3P1P2/PN4PB/1PP4P/2K1R1BR b - - 0 16,d8d6,30,+241
2rkr2n/p1pp3Q/4Bp2/1q2p1p1/2n5/bP1R2P1/P2PPP1P/N2KR1BN b Kkq - 0 10,c4b2,40,-151
rnbbkrnq/pp2pppp/2p5/3p4/3P4/2N5/PPP1PPPP/R1BBKRNQ w KQkq - 0 3,e2e4,50,+18
8/3k1n1p/p3b1pP/1p2p1P1/2ppP3/1P1P4/P1PB1K2/6N1 w - - 0 36,d3c4,40,-208
b2k2rn/bp1p2pp/p3n3/4Q3/3P4/5PP1/PP2P1P1/B1RBK1R1 b KQ - 0 14,g8e8,20,+612
2krr3/pp1p4/1np2b2/3B2p1/5qP1/1NP2Q2/PP1N3P/2KRR3 b - - 0 22,e8e1,50,-38
1nq2rk1/p3p2p/5bp1/1r3p2/2PP1P2/3PQ1P1/Pp3B1P/1R3RK1 b - - 0 17,b5b7,30,-428
qrknr2b/2p2p1p/1pb1p1p1/p1B1P3/8/4NNPP/PPP2P2/QRK4B w Qq - 0 13,b2b4,20,-533
bb4kr/pn2prp1/1p1p1np1/2pP4/2P1N3/1PQ5/PB3PPP/2RN2KR w KQk - 8 13,e4g5,20,+557
3n1rk1/1p5p/p1pN2p1/2Pb4/1P2B3/P7/6PP/4R1K1 b - - 1 23,d5e6,40,+195
4r3/1pkn3p/1ppp1qp1/2n2p2/r3PP2/3PK3/4B2P/2R3RQ w - - 0 20,g1e1,20,-844
8/1p6/1kp4p/p4R2/P6r/1B6/1PP3KP/8 b - - 1 38,h4g4,20,+471
r1bbnkqr/ppp1pppp/2n5/3p4/8/1P2P3/PBPP1PPP/RN1BNKQR b KQkq - 0 3,e7e5,50,-10
1bbqrnkr/pp2pppp/1np5/3p4/3P4/1P2N3/P1P1PPPP/NBBQR1KR w KQkq - 0 4,c2c4,50,-70
8/8/4k1p1/4p1P1/4PnKP/8/8/8 b - - 1 41,e6d6,20,-759
