Position,Move,Depth,Score
8/5rk1/1r6/3Q1p1p/1P1P1P1P/3K2P1/8/8 w - - 0 42,b4b5,20,+469
rkrbqnbn/ppppp2p/6p1/5p2/4P3/5PN1/PPPP2PP/RKRBQNB1 b KQkq - 0 3,f5e4,50,+28
2rnkbbr/p1pp1ppp/1pn1q3/3Np3/8/8/PPPPB3/QNK2R2 w kq - 4 13,e2c4,20,-893
3q3k/2p3b1/1p2Q1pp/8/p7/5NP1/P4P1P/4R1K1 w - - 0 28,e6g6,19,#+16
4nrk1/2q1pp1p/2Pn2p1/2p1N3/1pP5/rP2Q1PP/5PB1/1R2R1K1 w - - 3 25,e5d7,20,+527
r1n1kr2/p3np1p/1p2p1p1/2p1P3/2q2P2/5RP1/P2P3P/1R1QK1N1 w k - 0 13,g1e2,20,-486
r1q1b1rk/2p1b3/2Pp1n1n/p2Pp2p/Pp2Pp2/1P1Q1PpP/4N1PK/2RBB1RN w - - 0 28,h1g3,40,-239
1brkbnrq/p1p1pp1p/6p1/Bp6/2pP4/P1P5/BP2PPPP/N1RK2RQ b KQkq - 0 7,h8f6,50,-9
3r1rk1/ppqnbpp1/1nb4p/4p3/2P1N3/4Q2P/PP2BPP1/N2RBRK1 w - - 0 14,a1b3,50,-132
1knrq1rb/p1N2p1p/np1p1Pp1/3Pp3/4P1P1/P5N1/1PP4P/B1KR1R2 w - - 0 19,c7e8,50,-90
r2Qq3/kpp2r1p/4b3/p2pP1B1/5P2/P7/1PP1R1PP/2KR4 w - - 3 27,d8e8,30,449
rb1kr1bn/1p3q1p/1np3p1/5p2/p2Pp1P1/P1P1P3/1PB1N2P/2KRRQBN b kq - 2 12,f7a2,20,-596
2q3k1/pbrn1pb1/1p2p1pp/3p4/3PnN1P/1P2PNP1/PQ3PB1/B1R3K1 w - - 7 21,c1c7,50,-10
2r2b2/3bpr1k/1Q3n1p/2P2Np1/6P1/5P2/2R4P/3RK1NB w - - 11 32,d1d7,20,+1103
6k1/p4p1p/1p1q2p1/2n1r3/3p4/6P1/P2Q1PBP/4R1K1 w - - 0 28,g2f3,20,-425
q3rrk1/b2b1ppp/pnp1n3/1p2P3/3P4/1PN3B1/P1BQN1PP/4RR1K b - - 6 21,c6c5,30,+479
brnk1brq/pppppp1p/5np1/8/8/1P3N2/P1PPPPPP/BRNK1BRQ w KQkq - 0 3,f3e5,50,+34
1n1qk1br/pp1p2pp/1n2Pp2/8/1b2P3/2N5/PP3PPP/N1Q1KBBR b Kk - 2 8,g8e6,50,-33
rnkrqb2/pp3npp/2p1b3/3pp3/8/2N3P1/PPPPQPBP/R1KR2BN w KQkq - 0 8,f2f4,50,-13
br3rk1/ppp1qpbp/3n1np1/8/4P3/1P1P1NP1/PBP1N2P/1R1KRQ1B b KQ - 2 10,b7b6,50,87
q2rnrk1/pp2pppp/2p3n1/2PpP3/5Pb1/1P2P3/P3N1PP/QB1RBKR1 b KQ - 2 11,f7f6,50,+33
1k1r4/ppp1bpp1/7p/2n1P3/7P/1P3B2/P1K3P1/4B3 w - - 3 28,e1b4,20,-617
1k1rr3/p2b1n2/2pp1pp1/7p/2PNPP2/1P4P1/1K1R2BP/R7 b - - 0 30,h5h4,50,+44
bqnbrnkr/p2ppp1p/1p4p1/2p5/4P3/1P4N1/P1PP1PPP/BQNBRRK1 b kq - 1 4,e7e5,50,+97
8/pk3p1p/1ppB3b/2P5/3PN3/4n3/PP4rP/1K2R3 w - - 1 26,d6e5,50,0
bn1q1krb/p1p1pp1p/1n1p2p1/8/8/2BP2P1/PPP1PP1P/RNNQ1RK1 b k - 1 6,c7c5,30,+257
6r1/pp2R3/1kp4q/3pP3/3P4/P1P5/1PB3p1/K5Q1 b - - 1 34,h6h1,20,-4152
3rr1k1/bpq2ppp/4p1n1/p6Q/2P1RN2/BP4P1/P4PP1/4R1K1 b - - 2 19,d8d2,50,-103
5k2/1b4p1/p4rQN/2q5/2p4p/7P/P5P1/1B5K w - - 2 37,g6f6,20,-4048
2kr1rb1/pp4pp/5b2/q1p5/1n1p3P/1P3B2/2PQ2P1/1KN1RRB1 b - - 1 26,d4d3,20,-730
rknnrbbq/pppppp1p/6p1/8/4P3/2N5/PPPP1PPP/RKN1RBBQ b KQkq - 0 2,e7e5,50,0
nrbkq1rn/pppp1ppp/8/2b1p3/4P3/2P5/PP1P1PPP/NRBKQBRN w KQkq - 1 3,a1c2,50,91
1k1r2r1/pp2p3/1bp5/3pP1Qp/3P3N/2P5/PPb3P1/1K3RR1 w - - 0 23,b1c2,50,+1
qrn2k2/ppp2p1p/6p1/3p4/b7/PP2N1P1/4PPBP/QRN3KR w KQ - 2 13,a1h8,14,#+11
5r2/p3k1pp/1b6/4p3/3P1n2/1Q6/PP3PPP/2R1R1K1 w - - 0 31,e1e5,12,#+11
4R3/8/8/3k1pp1/3p2r1/3P1K2/3P4/8 w - - 32 73,e8d8,30,-455
2r2r1k/p5p1/1p6/5p1p/3R1P2/1BPQ2P1/PP5q/2K5 w - - 0 30,d3d1,40,-249
1bb1rkrq/ppp1pp1p/1nn3p1/3p4/3P4/1NP2P2/PP2P1PP/1BBNRKRQ w KQkq - 0 5,c1h6,30,+253
nbqrbkr1/ppp1pppp/6n1/3p4/3P4/1NP5/PP2PPPP/1BQRBKRN b KQkq - 0 3,c7c5,50,0
3r1rk1/pp1b1p1p/1n1q2pb/3P4/5PP1/2Q4P/P2RN3/B4RKB b - - 4 21,f7f6,50,+36
6k1/2r2p1p/4p1p1/2n5/2P5/6P1/5P1P/R3R1K1 w - - 3 28,a1b1,30,+282
rk1r1bnq/pb1ppppp/1ppn4/8/8/2PP2P1/PP2PPBP/RKBRN1NQ w KQkq - 1 5,a2a4,40,+126
8/p5pp/2Q5/kp2P3/2p2P2/P5P1/1P5P/1KB2q2 w - - 2 33,c6c7,20,+671
rbkr1qn1/ppp2ppp/2bp2n1/4P3/4P3/2P2N2/PP3PPP/RBKRBQ1N b KQkq - 0 5,d6e5,50,+23
rb1k1nrq/pb2pppp/1p3B2/2pP4/6P1/1P6/P2PPP1P/RB1KNNRQ b KQkq - 0 6,g7f6,50,19
r3k1rb/pbpp1ppp/1pn1p3/2q5/3nPPP1/2NQ4/PPPP1N1P/R1B1K1RB w KQkq - 6 8,a2a3,30,-228
q1r1nkbr/1p5p/1ppp1p2/5N1B/4Pn2/3P4/PPP4P/Q1R2K1R b KQkq - 0 15,f4h5,20,-618
8/8/pp2k2n/2p5/P1P1NKP1/1P6/8/8 w - - 3 32,a4a5,20,+498
rb1B1rk1/pppq1bpp/3pn3/3npp2/8/1PPP3P/P3PPP1/RK1NQ2R b - - 1 15,d7d8,20,-948
2r1krbb/ppqpp2p/2p1n1p1/P4pP1/5P2/1N2n2P/1PPPP3/1QRNKR1B w KQkq - 0 9,d2e3,30,-249
8/pp6/2p1nk2/2P3p1/1PB2P2/P3K2P/8/8 b - - 0 40,e6f4,50,0
1r1krn1b/p1pq1ppp/5n2/1p2p3/8/QP1PN1PP/P1P2P2/BR1KR1N1 b KQkq - 3 9,d7c6,50,+62
7q/p1Q4p/3n2p1/2N2p2/5k2/4N3/P3K1PP/8 w - - 0 25,c7d6,8,#+7
b4rk1/p4r1p/qp4p1/8/2Q1P3/1P4P1/P1P4P/1K1RRN1B b - - 0 19,a6c4,20,563
3rr3/k4p2/5b2/BQ1p2p1/3P1n2/1P3P2/P2R1K2/8 b - - 3 36,d8b8,20,+610
r1k3rb/p2qp2n/npp1bpp1/3pP2p/3P1P2/1NN3P1/PPP2BBP/R1KQ2R1 w KQkq - 0 13,a2a4,40,+146
rnkqbbr1/ppp1pppp/6n1/3p4/3P4/4P3/PPP2PPP/RNKQBBRN w KQkq - 1 3,c2c4,50,25
1kr5/1p4pp/3Rn3/4pp2/2P5/1Q6/PP3PPP/1K6 b - - 0 27,e6c5,20,+578
5nk1/p1n1ppp1/1pQ5/7p/3r3P/5PR1/P2rBPPK/8 b - - 7 21,c7e6,30,-230
rbkr1nnq/1pp3pp/p1b2p2/3p4/5P2/2P3P1/PP1P1B1P/RBKR1NNQ w KQkq - 0 7,b1f5,40,+144
r1nkq1b1/pp4pp/2pb1rn1/2Bpp3/4P3/2P2PN1/PP1Q2PP/RBNK1R2 w KQq - 4 9,c1d3,50,-66
8/6pk/7p/p4b2/R7/KP6/P6r/8 b - - 5 39,f5b1,20,-788
rbqkrnb1/pp1p1p1p/6p1/2p5/7n/P2PP1N1/1PP2R1P/RBQK1NB1 b Qkq - 1 9,d7d5,30,-253
1qrnkbbr/p2ppppp/1pn5/8/2PP4/1P3P2/P5PP/QNRNKBBR b KQkq - 0 6,h7h5,50,0
b1rqk2r/ppp2pbp/2np1np1/1B2p3/3PP3/2P2N2/PP2QPPP/BNR2RK1 b kq - 0 7,e8g8,50,17
nr1knq2/p1pp4/1p3p2/6p1/8/1N1N2P1/PPP1PB2/2K4Q b - - 0 15,f8f7,30,-327
1rn1k1b1/1p1n1pp1/4p3/7r/Q1PP4/1P2NP2/6PP/5RK1 b - - 0 18,b7b6,30,+266
rkr3b1/pp3q2/1npp3b/4np1p/P4N2/2NP2P1/1PPQ1B1P/4RRKB w kq - 0 16,a4a5,30,+386
rk1bqr2/ppp2ppp/3p1nn1/4pB2/8/2P2N2/PP1PPPPP/RKB1QR2 b KQkq - 0 6,e5e4,50,-30
nqrbkr2/pp1ppbpp/5pn1/2p5/2P5/1N2P1N1/PP1P1PPP/1QRBKRB1 w KQkq - 2 5,f2f4,50,75
2kr4/1qp4p/4PPp1/1r1p4/p1p3P1/2P1Q3/bbKR3P/N2R2B1 b - - 1 30,b2a3,20,-853
b1r2kr1/pp5p/1bp4q/5p2/5Pn1/1P4P1/P1P3BP/B1KRR1Q1 w kq - 4 18,g1f1,30,+303
8/p3n1RR/3kP3/8/2p1K3/2P3P1/P3r3/8 w - - 2 41,e4f3,20,+658
1k1r1n2/pp6/6pq/3n4/3BN1p1/1PP3P1/1P4QP/1K2R3 b - - 2 24,g6g5,30,+424
rqnbbnkr/ppp2ppp/3p4/4p3/4P3/3PN3/PPP2PPP/RQNBB1KR b KQkq - 1 3,a7a5,50,+7
r1nnkqbr/pp1pp1pp/2p2p2/8/2PPPb2/8/PP3PPP/RBNNKQBR w KQkq - 1 4,c1d3,40,-114
8/7p/3N1k2/p2p1P2/1p1P4/1P3K2/P7/8 w - - 1 49,f3f4,20,+692
r2b2k1/ppp1nR1p/2n1Q3/6P1/6P1/1P1PK3/1q5P/6B1 w - - 5 19,f7e7,8,#+3
b1r1r1k1/b2pqppp/p3n3/1pp1p3/2P1P1Q1/1P1PNP2/P5PP/BBR2R1K b - - 1 14,a7b8,50,-19
rq1knrnb/pbpppp1p/1p4p1/8/8/2P2NP1/PP1PPP1P/RQBKNR1B w KQkq - 1 4,a2a4,50,0
2krr3/ppb5/2pqn3/P2p4/1P2pp2/4P1pP/2PQ2K1/RB3R2 w - - 0 23,e3f4,20,-1019
3r2k1/p2P1ppp/1p4n1/8/8/1P4N1/P6P/3R2K1 w - - 1 28,g1f2,30,-362
rk1bnnrq/1b1ppp1p/6p1/p7/1p2P3/3PNB1P/PP3PP1/RKB1N1RQ w KQkq - 0 8,a2a3,50,51
2b2rk1/1p3nqp/5pp1/2pNp3/2P1P3/P2B1P2/5NPP/1n3RK1 w - - 0 22,f1b1,20,-551
2krr3/p1p3qp/1p1p2p1/n2Ppp2/1PP2P2/2Q1PNP1/P6P/2KR1R2 b - - 0 16,a5b7,40,208
bbr2rk1/p4ppp/1pnq1n2/2p1p3/2P5/2NPPN2/P3QPPP/BBR2RK1 w - - 1 10,c1e1,50,0
nr2bbkr/p1qp1ppp/1p1np3/8/3BP3/1N3P2/PPP3PP/1RNQ1BKR w KQkq - 3 7,h2h4,50,26
bbrnkrn1/pp4qp/2pp1pp1/8/2PNPP2/1P4P1/P6P/BBRNKR1Q b KQkq - 0 8,b7b5,30,+212
n2r4/pk1q3p/5bp1/1p6/2p1PP2/8/R1Q4P/1KR3B1 b - - 0 24,a8b6,50,-34
6b1/6Rp/1k6/4Np2/1p1B1P2/1P5P/1KP5/8 b - - 3 33,b6a6,15,#+5
3q1kr1/p1n1ppbp/1pn3pB/3p4/8/2NP1NPb/PPP1PP1P/R2QK1R1 w k - 2 9,d1d2,30,+264
r1kbbrqn/ppp4p/2np2p1/4pp2/4PP2/2NP2N1/PPPB2PP/R1KB1RQ1 b KQkq - 0 6,h7h5,50,+12
bbrkn1rq/pp1p1p1p/2p1n1p1/4p3/4P3/1P2NNP1/P1PP1P1P/BBRK2RQ b KQkq - 1 5,b7b6,50,-3
r2kr3/2p1qp2/4p2p/p1nBN1p1/8/6P1/PQ2PP1P/3R1RK1 b q - 0 26,e6d5,20,+710
8/3r2kp/1p1p2p1/p1p1p3/6P1/7P/4q1B1/5R1K w - - 2 37,f1f3,20,-979
1b2q1kr/p3npp1/1p2r2p/2pnp2P/7N/1P1PB3/P1N1PPP1/3RQ1KR w KQk - 5 14,e3c1,50,-30
1r1bk1qr/ppp1pppp/5n2/2Ppn2b/3P4/BP6/P1N1PPPP/1R1BKQ1R w KQkq - 0 9,d4e5,40,+107
1k1r1nrn/pp4pp/4ppb1/3P4/2Q1Pq2/5B2/PP4PP/2R1KNRN b - - 1 14,f8d7,30,-401
rk4q1/ppp2n2/3p1n1p/3Pp1p1/2P1P3/6PP/PPBQ4/RK4R1 b KQq - 0 17,f6d7,30,376
2qrnk1r/pp2p2p/2p5/3n1p2/3PpPpN/1PP1B1P1/P1Q1P2P/2KR3R w kq - 2 15,e3f2,50,0
qrk1bbr1/pppp1ppp/2n3n1/4p3/8/3P1PP1/PPP1P1BP/QRKNB1RN b KQkq - 0 4,b7b5,50,-65
b1rkrnqn/3p2pp/1p3p2/p1p1b3/2P1P3/1PB2P2/P5PP/1BRKRNQN w KQkq - 1 8,f1e3,50,+28
nqrkbbr1/pp1p1ppp/4p1n1/2p5/2P5/1N2P1N1/PP1P1PPP/1QRKBBR1 b KQkq - 1 4,d7d5,50,+35
1k6/1n5p/8/8/8/1P2P1N1/2KP3P/5R2 b - - 3 33,b7c5,20,+3298
r1nqkbbr/ppp2ppp/2n5/8/3PP3/6P1/PP5P/RNNQKBBR b KQkq - 0 7,f8b4,50,0
8/4k3/1P2p3/2KbP3/8/1P6/7p/8 b - - 0 51,e7d7,20,-3523
bnqnrrkb/p2p1p1p/1pp3p1/4p3/4P3/1P2N1P1/P1PPNP1P/B1Q1RKRB b KQ - 1 6,c6c5,50,0
rqk1rbb1/pn1p2pp/1pp2pn1/4p3/4P3/4BPP1/PPPP1NBP/RQKNR3 w KQkq - 0 7,c2c3,50,-64
1br5/p7/1p2kpn1/4p3/Q2pP3/1PrP1P2/P1B5/1K2N3 w - - 2 33,b3b4,40,-220
bbrnqkrn/pppp2pp/5p2/4p3/2P5/1P6/P2PPPPP/BBRNQKRN w KQkq - 0 3,b1h7,30,+263
4r1kn/pp5p/6p1/5p2/1P2r3/2P1N1P1/P4KP1/R1BR4 w - - 2 20,e3d5,20,+490
bbqrnknr/p2ppppp/8/1p6/2p1P3/8/PPPP1PPP/BBQRNKNR w KQkq - 0 4,a2a4,30,-232
5R1k/p5bp/8/1p1pP1Bp/2pP4/P5PP/1P6/6K1 b - - 0 38,g7f8,30,+481
8/7p/3k2p1/3P1p2/PP3P2/5BPK/1b5P/8 b - - 0 36,b2d4,20,+455
rkq2nr1/ppp2pp1/4p2p/1bPp2b1/3P1n2/2B1N1N1/PPBQPPPP/RK4R1 b KQkq - 6 8,h6h5,50,+23
1q3rk1/p2n1pp1/4p2p/1p1pP2Q/3P4/3P1N2/PP4PP/5RK1 w - - 0 19,g2g4,50,0
8/pk6/1pp2p2/5Bp1/3P1rP1/2P5/PP6/2KR4 b - - 3 33,a7a5,20,+518
rkrnqnbb/pp1pp2p/2p3p1/5p2/1Q3P2/3P2P1/PPP1P2P/RKRN1NBB b KQkq - 1 4,a7a5,50,-67
2r5/p1kq3p/1p4p1/2pB1p2/5P1Q/1P1P2P1/PKP1r2P/3R1R2 b - - 0 16,d7d5,30,+378
2krrbbq/ppp3pp/3p1n2/3P4/3BP3/2NB4/PPP3PP/RKR4Q w KQ - 3 11,h1f1,20,+401
r1k1rqnb/ppp1pp1p/2b3p1/8/4P3/2NP2P1/PPP2P1P/R1KRBQN1 b KQq - 0 6,f7f5,40,+111
2r1qr1k/p1R4p/1pn2B2/2pp4/2P5/1P3P2/P2PPP1P/1BR1QK2 b Q - 0 13,f8f6,20,+544
rnqkrbb1/1ppp2pp/5p2/p3p3/3PP3/2PBnP2/PP2R2P/RNQK3N w Qkq - 0 8,c1e3,30,-239
5rk1/2p3p1/1q1pb2p/p7/3nP2P/2NP2P1/PP1R2B1/2KQ4 b - - 5 26,e6a2,20,-499
qnbr1krb/pp1np2p/2p3p1/5p2/P2p1P2/1P3BP1/1NPPP2P/QNBR1RK1 b kq - 1 10,b8a6,50,+9
3br1k1/ppp2pp1/8/3q4/7p/2PnBN1P/PnB2PPQ/1R4K1 b - - 2 19,d5a2,30,-340
rbnqbknr/pppppp1p/6p1/8/3PP3/8/PPP2PPP/RBNQBKNR b KQkq - 0 2,c8b6,40,+131
2krr1b1/b1qn2p1/p1pp1p2/1P5p/1P1pP3/2PQNP2/1B3NPP/R4RK1 w - - 0 17,c3d4,30,+450
b1k4r/3n2pp/8/p2pp3/PpnP3P/1K4PR/N1P1PP2/3R4 b - - 1 20,e5d4,20,-477
3rnkbr/p5p1/1pp2p2/3p1q1p/NPn1pP2/2P5/P1NPP1PP/QB1R1RK1 w kq - 0 13,d2d3,50,+9
1b1rkrbq/1p1ppp1p/1p6/2p2Pn1/2P5/1N1N4/PP1P2PP/1B1RKR1Q b KQkq - 0 10,f7f6,30,-213
q1nb1rkr/1bp2pp1/1p1p1p2/8/P1P1P2p/P2P1P1P/2Q3P1/2NBNRKR w KQkq - 0 11,d3d4,50,-68
3r4/p7/1p2P2k/3p4/3P3P/6K1/PPP3r1/8 w - - 0 39,g3g2,20,-544
qnkrb1rb/pp3ppp/2p1n3/3p4/4P1P1/8/PPPP3P/QNRKBNRB w KQ - 1 6,e4d5,50,0
5rkq/2p5/2b1pnpp/r4p2/2p2P2/2P3PN/p1B1P2P/K1B2RQ1 w - - 2 24,c1b2,20,-580
3r4/1prP2kp/p7/8/3R3P/1P6/8/7K w - - 1 41,d4b4,20,-693
r4r1k/bpq1n1pp/p4p2/3p3b/P2P3N/Q1P3P1/B2B1P1P/R3R1K1 b - - 4 17,f8e8,50,+98
brnnkbrq/ppp2ppp/3p4/4p3/2B1P3/4N3/PPPP1PPP/BRN1K1RQ b KQkq - 1 3,b7b5,50,-19
b4rk1/3nbq1p/1n1p1pp1/2p3P1/pp1NPP1P/1P5B/P1P5/BK1R2RQ w - - 0 19,h3e6,20,+633
qnr1bkr1/p4ppp/1p4nb/3p4/2PB4/1B4R1/PP3PPP/QN3KRN w Kkq - 0 10,a2a4,40,-205
r1nkbqrb/p1p1pppp/1pn5/3pP3/3P4/5P2/PPP3PP/RNNKBQRB b KQkq - 0 4,f7f6,50,-79
qnrkrnbb/p1pppp1p/1p4p1/8/8/4N3/PPPPPPPP/QNKRR1BB w kq - 0 3,f2f4,50,-3
b3qrk1/p4npp/3b4/2pn4/p1Pp4/3N4/BP1PQ1PP/B4RK1 w - - 0 17,e2e8,30,-451
8/4Q2p/p3PN2/1pk1pP2/2p5/6P1/1P4KP/2q5 b - - 3 32,c5b6,20,+1445
rkrn4/pp3b1p/4p1p1/1q2Pp2/2p2P2/P5P1/1PRb2BP/RK4BQ w Qkq - 0 16,a3a4,20,-416
r3r1k1/pp3ppp/2p3n1/3n2N1/1P1P4/6N1/1P1B1PP1/R5K1 b - - 1 17,g6f4,20,-482
1r3rk1/p4ppp/8/2p4P/1pK1bq1B/1P6/P7/3Q4 b - - 2 33,e4f5,8,#-3
4rq2/ppk5/2p2p1p/5p2/3R1P2/2N4P/PP1K2b1/2Q5 w - - 0 22,c1g1,30,-276
r6r/bkp2N2/p5R1/1p1Pp2n/4P2p/2PB4/PPK4P/R7 w - - 5 27,f7h8,20,514
8/8/2b3pR/2kp1pP1/4p3/1P2P3/3PB3/3K4 b - - 1 29,c6e8,20,+628
2kr2r1/qppn1n1p/p2pp1p1/5p2/PP6/3P2P1/2PNPPBP/QR3RK1 w - - 1 13,a4a5,30,+323
2kr2n1/ppp5/4rpp1/7p/2n1P2P/2B5/PPP2PP1/RK1BR3 w Q - 0 17,b1c1,40,+167
1qnbrkbr/ppppp1pp/1n3p2/8/3P4/1N5P/PPP1PPP1/NQ1BRKBR b KQkq - 0 3,e7e5,50,-39
1n1b1k1r/ppp2ppp/8/3b4/8/8/PPPP1PPP/N1B1R1KR b K - 1 9,d5a2,30,+279
brqbn1kr/pppppppp/6n1/8/8/1P2P3/P1PP1PPP/BRQBNNKR b KQkq - 0 2,h7h5,50,0
3r2k1/4q1pp/6n1/1P3p2/P1bNpP2/bB2B1P1/3P1Q1P/5RK1 b - - 3 22,d8d4,30,335
rknbn1bq/ppp1p2p/3p4/6p1/3P4/3NP3/PPP3PP/2KRNBBQ b q - 1 7,h8f6,50,0
6k1/p1p2pp1/5q2/1p6/1P2p3/2P5/PK1r4/8 w - - 1 28,b2c1,3,#-2
5r2/p3Q1pk/1p2q1Np/2p2p2/2P5/1P2P3/P5PP/B3RRK1 b - - 0 24,e6e7,20,+1280
rk1rn3/pp5p/1n1ppbp1/2pP4/8/1N4B1/PP1P2PP/RK1R3B w KQkq - 0 14,d5e6,50,+6
br3bk1/pp3pp1/4n3/2pp3P/3P3P/1P1B1QP1/P2q4/B3R1KR w Kq - 4 18,e1f1,20,525
r4rk1/pp2qpp1/4nn1p/2PpbB2/1P2p2N/8/P3QPPP/1RB2RK1 w - - 4 14,g1h1,30,-240
r6k/p5pp/2qb1p2/2r1p3/3pQ3/P7/B1P2PPP/1R3RK1 w - - 4 23,e4c6,50,+1
1rbbkrq1/ppp2ppp/1nn5/3ppP2/8/1N2P1N1/PPPP1QPP/1RBBKR2 w KQkq - 3 7,e3e4,50,+39
1kr5/p3bpp1/1r2p1q1/Q1p1R1n1/2Pp3p/BP4P1/P4PBP/5R1K b - - 1 25,h4h3,30,-296
4kr2/1p4pp/p1p1p1b1/3pP1q1/1Q1Pp3/2P1P1P1/PP4BP/4R1K1 w - - 2 23,b4b7,30,+360
1r4k1/pp3ppp/1q6/2bp1P1Q/2p5/5P1P/PPP1rNP1/5RKR b K - 0 19,c5f2,2,#-4
r1kr4/7p/2p1n1p1/pp2pp2/8/1P1PbP2/1PP2NPP/RK1B1R2 b kq - 1 25,b5b4,40,-216
1qr2rkb/ppp1n2p/3pp1p1/4Pp2/3PbP2/2B2NP1/PP1N3P/Q1R2K1B b - - 0 13,e4d5,30,-366
r4k1r/pp2p2b/2pq1p2/3p2pp/3P4/2PNPP1P/PP3KP1/R2Q3R b kq - 1 16,h5h4,50,-11
b1kr1r2/1npp1pq1/pp4p1/3Pp3/1PP1P1p1/2N1Q1P1/P3R2P/1K1R1N1B b - - 1 26,f7f5,20,+419
bn2rrkb/p4ppp/1p1p3q/2pP4/2P1P3/1P3BP1/P1Q4P/BNNR1RK1 w - - 2 15,c1d3,20,+509
2qrbbkr/pp2p1pp/4n3/2P2p2/3P1P2/2N3P1/PP1PNBBP/QR3RK1 w k - 2 13,b2b4,20,+719
bb3rk1/p4pp1/1p1qp1p1/3n4/8/1P2P1N1/P3QPPP/BB1R2K1 b - - 2 14,f8d8,50,0
b1r1kqr1/p1p3pp/1p4n1/2p2p2/4pP2/1PP1P1N1/P2PN1PP/b1KR1QR1 b kq - 0 12,e8d7,40,-162
8/p5pp/3k2b1/1Bppp3/8/2P1K3/PP4PP/8 w - - 0 29,b5a6,30,-451
1bkr3r/pp1qp3/1nnpbp2/2p2Npp/4P2P/1NPP2PQ/PPB5/3R1KBR b K - 3 14,b6a4,30,-326
qb1r1rk1/p2p1ppp/1p3n2/4p3/2P4n/1P3PN1/PQ3PP1/1BBR1RK1 w - - 0 11,c1g5,30,+396
5qkr/p2ppppp/bpnb4/n7/3P4/1PN2P2/P1NQP1PP/Br3RK1 w k - 3 13,f1b1,30,-365
rkbr1q2/ppn2pbp/2p1pnp1/4p3/5PP1/3P1N1P/PPP1N3/RKBR1Q1B w KQkq - 0 9,f4e5,30,+218
rkqbb2r/1pp1pppp/5nn1/p2p4/3P4/B4NN1/PPP1PPPP/RKQB3R b KQkq - 1 5,h7h5,40,-182
3R1rk1/1q5p/5Bp1/1p2Pp2/1Np2n2/2P2Q2/PP4PP/6K1 b - - 2 31,b7f3,20,+543
rk2r3/pp1n3p/1bp2ppB/8/1nP2P2/PP2PNPb/3P4/RK1BRN2 b KQkq - 0 14,h3f5,40,-174
2nr1rkq/b4pp1/5n2/pppbp3/7p/1PPP1P2/PBBNN1PP/3RKRQ1 w KQ - 2 13,c3c4,50,0
1rkr4/2ppp2p/1p4b1/p7/3qP3/1P1N2P1/P1K4P/3RRN1B w kq - 0 20,f1e3,20,-531
2r5/p4p1p/1p3k2/3b1P2/6P1/1P3pK1/P7/1B2R3 b - - 2 24,h7h6,40,-274
nqbrkbr1/pppppppp/6n1/8/2B1P3/8/PPPP1PPP/NQBRK1RN b KQkq - 2 2,c7c6,50,-89
8/8/8/8/PP6/5pk1/Q5p1/2R3K1 w - - 1 56,a2f7,11,#+7
1rbq1rk1/pp3p2/1np3p1/3P3p/5P2/1NP1NR1n/PP4KP/1RBQ3B b - - 1 13,c8g4,30,264
1br2rk1/pp1q1bpp/2p3n1/2Bpp3/2n1P3/1NP2PP1/PPBQ3P/2KR1R1N w - - 6 13,d2e2,50,-44
bbqr1rk1/pppn1n1p/3pp1p1/8/2PPN3/1P4N1/P4PPP/BBQR1RK1 w - - 1 9,e4g5,20,+488
8/2b5/5k2/2pPp1p1/2P1Kp1p/5P1P/5BP1/8 b - - 7 45,c7b6,20,496
1k1rr3/p5bp/bp1n1pp1/3P4/3RPP2/P3N1PP/1P6/1K1R3B w - - 9 25,e3c2,30,-323
3r1rkb/pp3p1p/2p1pnp1/3q2B1/3P3P/1BP2PP1/PP4K1/R2QR3 b - - 2 16,d5d6,50,+14
rnnkqrb1/ppppp2p/6p1/5p2/4P3/2P5/PPP2PPP/R1NKQRBB w KQkq - 0 4,g2g3,50,+57
2krr1bq/ppPp3p/2p5/2P2P2/2n1p2P/1PN5/P3Q3/N1KR1R2 b - - 0 22,h8c3,20,-933
r1krb3/ppq2pp1/2p1pn1p/3p3P/2PP2n1/3BPNP1/PPQB2P1/2KR1R2 w kq - 4 14,e3e4,50,-11
2k5/p5pp/1p3p2/8/P1b1P3/8/1KP3PP/2N5 w - - 0 28,b2c3,40,-260
1rk2rb1/ppp1b1pp/1n1p1pq1/8/3QP3/1N3PP1/PPP1B2P/2KR1RB1 b kq - 2 11,b8a8,40,+171
nqb1rr2/ppp1ppk1/3pn1p1/7p/3PP2P/1P2N3/P1P2PP1/NQ2RBKR w KQ - 2 8,d4d5,50,67
qrkrbb1n/ppppp1pp/5n2/5p2/5P2/5N2/PPPPP1PP/QRKRBB1N w KQkq - 2 3,b2b4,50,+17
rkn5/ppp2Q1p/5np1/8/8/2q3P1/P1P2P1P/RKNR4 w KQq - 1 13,d1d3,30,359
brn2qkr/p2p1pp1/1b3n2/1p2p3/1PpBPP1p/2P4P/P2P1QP1/1RNBNRK1 b kq - 0 9,e5d4,20,-761
1k2r3/r1q2ppp/2pRp3/2B5/p1P5/8/PP3PPP/1K1R1Q2 w k - 1 25,c5a7,20,689
brkrnq1b/ppp2p1p/3p1np1/4p3/3N4/3N2P1/PPPPPP1P/BRKR1Q1B w KQkq - 0 5,d4b5,50,0
