Position,Move,Depth,Score
qr2k1r1/pb1n2bp/1pp1p1pn/3pPp2/3P1P2/2P1N1P1/PP1B1NBP/QR2K1R1 w KQkq - 3 14,f2h3,16,190
8/6p1/6kp/8/8/6P1/5rKP/4q3 w - - 2 43,g2h3,2,#-2
brknr2q/p2ppp1p/2p1n1p1/1p6/5P2/1PN3P1/P1PPP2P/2KRRNQB b kq - 0 6,b5b4,16,-205
1n1rknr1/pqp1pp1p/1p4p1/3p4/2PP4/1P4P1/PQ2PP1P/1N1RKNR1 b KQkq - 0 7,c7c6,18,13
nqbrnbkr/1ppppp1p/6p1/8/pPP5/8/PBQPPPPP/N2RNBKR b KQkq - 1 4,f8g7,19,63
rkr1qnbb/ppppp2p/2n3p1/5p2/8/2NP2N1/PPP1PPPP/RKR1Q1BB w KQkq - 1 4,f2f4,19,-81
r1q2bk1/6pp/2n1np2/1p2p3/1P2P3/p1PQpP1N/P5PP/B1R3K1 w - - 2 26,c1d1,10,-2207
1qnk3b/1pp3p1/7p/2npp3/6Q1/3PP3/PPP3PP/1R1KR2B w KQ - 0 16,e1f1,10,2316
rn2krbq/pp1ppp1p/2p3p1/8/4P3/1Pb3P1/P1P1NP1P/R1KB1RBQ w kq - 0 8,e2c3,19,-89
1rbk1b1r/ppp1p1pp/3p4/8/2B5/1NP1P1P1/PPNB2P1/1R1K2QR b KQkq - 0 11,c8g4,8,10030
5r1r/pnk4p/2p5/2n1pP2/3pP1RQ/P2P4/KBPq4/8 b - - 2 33,d2c2,10,-3101
b2k1r2/p5pp/n1r5/2p1P3/3p4/P2PnN1B/2PK2PP/B3R1R1 b - - 0 18,e3d5,19,75
2krr3/pp1q2bp/2p3b1/5p2/1B1p1N2/P2Pn1P1/1PPR1Q1P/2K1R2B w - - 11 20,d2e2,19,-30
1rkrb1qb/p1n3pp/Ppp1np2/3p4/3PpP2/1N2N1P1/1PP1P2P/R1KRB1QB b Kkq - 1 9,g7g6,19,-69
2k1r3/ppp1q2p/2n3pP/4p3/PP2Pp2/5N2/2PQ1PP1/1K1R4 w - - 0 34,c2c3,19,4
2kr4/1pb1q1pp/n7/p2ppb2/P7/1PP5/K1BNPB1P/2R3Q1 b - - 1 20,f5c2,19,-94
1r1b1kr1/p1ppp1p1/3n1n1q/1p5p/5N2/1P3QP1/P1PP1P1P/BRN2KR1 b KQkq - 3 9,g7g5,19,-6
1rn1k1r1/p1p1ppqp/1p4p1/8/2P5/1P2N1P1/3PPPQP/1R2K2R b kq - 0 11,e8d7,19,60
2r1kqr1/ppp2ppp/2np2n1/4p3/4P3/3P2N1/PPP1NPPP/2R1KQR1 b Kk - 0 8,f8e7,19,-17
q7/5pkp/4p1p1/3rP3/3pBP2/2r1nKP1/1Q5P/1R4R1 w - - 2 40,f3f2,10,-614
brk2q2/ppp4p/6p1/5pP1/4n2P/1P1r1N2/PK1P1P2/1R1R3Q w q - 0 17,f3e5,10,-1333
8/7k/1K2R1R1/1N1p2p1/3P2P1/8/1q5P/8 w - - 1 53,e6c6,10,2586
bnr1k1qr/p4ppp/1pn1p3/2b5/4P3/1P1B4/PQP3PP/BNRNK2R w KQkq - 3 9,d1f2,16,-108
4r3/3k3p/4p1p1/r2pR3/P2P2P1/1P5P/8/4R1KB w - - 1 37,g4g5,10,3197
1b1r1k1r/npp1pqpp/p7/5p2/2PPnP2/1P3Q2/P3N1PP/N2RBRK1 w kq - 5 14,e2c3,16,185
b1qrknrb/pppppp1p/2n3p1/8/3P4/2P5/PP1NPPPP/B1QRKNRB b KQkq - 1 3,d7d5,19,23
1nr2rk1/p1pp1p1p/1p2pqp1/8/5P2/1P4P1/P1PPQ2P/1NR1KRNb w KQ - 0 9,d2d3,13,-298
1rk2nqr/ppp2p1p/1n6/3P1bb1/2P2pp1/1N6/PP2B1PP/K2RBNQR b kq - 4 12,g5f6,16,124
rnbbkqrn/pp2pppp/2p5/3p4/8/1P6/PBPPPPPP/RN1BKQRN w KQkq - 0 3,f2f4,19,11
bbqnrkrn/p1pppppp/1p6/8/4P3/3P4/PPP2PPP/BBQNRKRN b KQkq - 0 2,c7c5,19,-80
3r1k2/b1R5/p4pp1/1p1p4/3P4/1PP3NP/P4PPB/4R1K1 b - - 0 20,d8e8,10,7497
q1r2rk1/pp2bppp/1n1p4/2pPp3/P1P3Pn/1PN1PP1b/4K3/Q1RBB1RN w - - 0 13,e1h4,10,482
brk1rq1b/1p2pppp/p2p1n2/8/3pPP2/PP1P2P1/2P1N2P/BRK1RQ1B b KQkq - 1 10,e7e5,13,205
qr3rk1/pb1p3p/1p2pBp1/1Pp3n1/2P1P1B1/3P2b1/P4PPP/QR3RK1 w - - 0 15,f2g3,10,1284
qbrkbrnn/p3pppp/8/1ppp4/4PP2/6N1/PPPP2PP/QBRKBRN1 w KQkq - 0 4,b2b4,19,49
8/p4N2/1p2k3/8/P1P2p2/1P3pbP/8/5K2 w - - 0 40,f7g5,19,35
nrb1nkrb/ppp1pppp/8/8/2q5/3PQ3/PP2KPPP/N5RB b kq - 0 8,c4a2,9,-5610
2kr4/p2pb2q/1pp1p3/4P3/3P4/2P5/PP3P2/RB1K2R1 w KQ - 0 18,b1h7,10,5725
1brknqbr/pppp1ppp/1n6/8/4p3/1PP5/P2PPPPP/NBRKNQBR b KQkq - 0 4,f8e7,19,-71
qnn1brkr/ppp1bppp/4p3/3p4/3P4/2NNP3/PPP2PPP/Q2BBRKR b KQkq - 0 4,h7h5,19,22
b1rnkb2/p2p1pp1/4p3/1pp5/7r/1P3PqN/P1PPP1B1/BQR2RK1 b q - 0 11,f8d6,10,-2690
3r4/pkp1Q2p/1q4p1/8/3r4/7P/PP4P1/2R2R1K b - - 0 24,d8d7,19,6
8/p3k2p/1n3Rp1/2Npp1P1/7P/1P1P4/PKP5/7r b - - 1 36,h1h4,13,229
2krqn1B/pp3b1p/6p1/8/3Np3/5P2/PP4PP/RK1Q3B w Q - 1 16,h8f6,13,451
rnk1qrbb/pp5p/2pp1pp1/4p3/3nPP2/2NPN1P1/PPP4P/2KRQRBB w kq - 3 8,c3e2,16,147
1rbkr1nq/ppp1ppbp/1n1p2p1/8/3PP3/1N2B1P1/PPP2P1P/1R1KRBNQ b KQkq - 2 5,e7e5,19,6
2r3k1/5ppb/1q3b1p/1p3P2/4Q1N1/P1P2R2/1P5P/5R1K w - - 2 27,f1d1,10,628
rn1bbrk1/ppp1q1p1/6np/3p4/4pP2/3P2NN/PPPB2PP/R1QB1RK1 w - - 0 12,d3e4,16,204
r1k2rq1/1b5p/1p2p1p1/p1pp3P/7Q/PPN5/1BKN1PB1/6R1 b - - 0 23,g8f7,10,1004
8/p5p1/kp1Q3p/2p2q2/8/2P5/1P2Qp2/2K5 b - - 3 48,a6b7,10,1733
2kr2r1/ppbp3p/2p1pqp1/1n6/3P1P2/2PN2P1/PP1NQ2P/2KR2R1 w - - 0 17,d2f3,15,69
1kbrr1qb/ppp4p/6p1/4Np2/3PpP2/1PP1Q1P1/P6P/RK1R3B w KQ - 4 16,b1c2,19,-82
r7/1p1bp2R/2p1k1p1/3pPp2/p2P4/P1P1P1P1/1P1B4/3K4 b - - 0 33,c6c5,19,-10
r1krb2b/p1p3qp/1pp3p1/5p2/5P2/P1N5/2PPP2P/R1KR2NQ w KQkq - 0 13,g1f3,10,-567
3k4/pp2b3/2p4p/4R3/3P2B1/2P3rP/PPK5/8 b - - 4 30,g3g2,19,41
rk2bqrb/1pp2p1p/2n1p1p1/pn1p4/P2P4/1P1NP1P1/1BP2P1P/RK1N1QRB b KQkq - 0 8,b5d6,19,51
bbqr2n1/p2pkp1p/1p4n1/2p1p3/1P2P3/2P2P2/P2P2PP/1BQRKRNN w KQ - 1 7,h1g3,10,497
8/p1kn1N2/Ppn5/5p2/2P1p3/1K6/1P6/4R3 b - - 0 37,d7c5,7,0
brk1r1nq/p1pp3p/1p2nbp1/4pp2/4P3/1P1P1PP1/P1P1N2P/BRKBRN1Q w KQkq - 1 7,b3b4,16,-101
nbrqkrbn/p3pppp/1ppp4/8/3PP3/6N1/PPP2PPP/NBRQKRB1 w KQkq - 0 4,c2c4,13,230
1R6/k1r5/p1p1p1p1/b1P2p1p/P2PpP2/4P1PP/2K5/1R6 w - - 6 39,b8e8,10,2452
r1k1n1br/p2pp1pp/q1p1np2/8/2pPPN2/1P3PN1/P1K3PP/RB1Q2BR b kq - 0 9,e6f4,10,-425
rkbqr2b/pppp1p1p/4nnp1/4p3/4P3/3PN3/PPPBNPPP/RK1QR2B b KQkq - 5 5,a7a5,19,-12
qrb1n1kr/p1p2ppp/1p1p4/4p3/3PP3/2P3P1/PPB2PP1/QRB2RK1 w kq - 0 10,b2b3,16,149
r1b1qnkr/pp3ppp/2n1p3/3p4/3P1b2/2NBN1P1/PP2PP1P/R1B1Q1KR b KQkq - 0 7,f4c7,19,10
3rr1q1/kbb3pp/pp3p2/2PPp3/P2n4/B1NB2P1/5P1P/2RR1QK1 w - - 1 26,a4a5,10,540
q2rb1kr/1pbn1pp1/1p2p3/3pP2p/3P4/1P1B1P2/PQN1N1PP/3R1RK1 b kq - 1 15,d8c8,16,148
b3r1k1/p4pq1/4n1p1/3pb2p/3N2nP/4P2Q/PBR1NPP1/1B4K1 b - - 8 20,e6d4,10,-787
r1nnqkrb/5ppp/1p1p4/1P1bp3/3p4/B2N4/2P1PPPP/R2NQKRB w Kk - 0 10,g2g4,16,-161
brnnkr2/p1p1pp1p/5qp1/1p1p4/4P3/1PP2PP1/P2P3P/1RNNKRQB b KQkq - 0 6,f6b6,19,35
8/8/3p3p/1k1P4/p3N2P/1pK5/8/8 b - - 5 55,h6h5,19,0
qrb2rkb/p5p1/4nnQp/1p1pNP2/4P3/6P1/1PPP3P/1RBN1KRB b KQ - 0 13,e6d4,16,-110
rnb1kq1b/pp1p3p/2p1r3/4p1p1/5pP1/1PNPP3/P1P1QP1P/R1BNK1R1 w KQq - 0 9,c3e4,19,-42
1r4k1/2p1pbb1/2qpn1pp/1rp5/p4P2/P1PPBNP1/NPR1Q2P/2KR4 w - - 0 19,c1b1,13,-310
1kr2q1r/pp3ppp/4P3/n2pP3/3P1NP1/2P1BN1B/1K5P/3R4 b - - 0 26,a5c4,10,-5341
3r3k/1p1q2bp/2p2pp1/3np3/2Q2P2/N2P2P1/1P4BP/1R2R1K1 w - - 4 27,g2d5,10,2220
1r3rkq/pb5p/1p2p1p1/3Pbp2/N1P5/PP1Q2P1/1B2nP1P/RK1R4 w Q - 0 26,d3e2,13,410
8/k1n3pp/3b1p2/1p1Nn3/pPp2B2/P1P3P1/6BP/1K6 w - - 10 43,d5c7,19,-28
3rnrk1/p3pq1p/5pp1/2Nn4/3P4/2P4R/PP3PPP/NBb2RK1 w - - 0 14,f1c1,10,-2329
5k2/8/3b1p2/5B2/4P1Pp/5P1K/4R2P/8 b - - 2 43,f8e7,9,5940
r2kn1bB/p3b3/3p1p1p/6p1/2q5/2NN1P2/PPPQ2PP/R4RK1 b q - 1 16,e8c7,10,3975
rnnbkrbq/pQpppp1p/6p1/8/8/6P1/PPPPPP1P/RNNBKRB1 b KQkq - 0 2,c8b6,16,184
1k1r4/pbq3p1/1pn2n1p/2p4P/B1P5/4PN1Q/P4PP1/BR4K1 w - - 0 22,h3f5,13,304
nnqbrkbr/pppppp2/7P/8/8/8/PPPPP1PP/NNQBRKBR b KQkq - 0 3,d7d6,13,205
2k4r/ppp3pp/8/8/8/2qPpP2/P5PP/4RR1K b - - 0 26,h8e8,10,-5742
1k1r1r2/p1p1b3/bp5p/1N4p1/P3B3/2PP2P1/5P1P/1K1R1R2 w - - 1 25,b5d4,16,398
q1nr1rk1/pppp1bpp/5p2/3Pn3/4P3/P1P2P2/6PP/Q1NRKBBR w KQ - 1 10,c3c4,19,40
4r1k1/pp5p/6p1/8/3B4/2PR2P1/Pr5P/5RK1 w - - 0 35,d3f3,10,3192
rbknb1qr/pp1p1ppp/2p3n1/4p3/4P3/5PN1/PPPP1BPP/RBKN2QR b KQkq - 1 4,a7a5,19,29
r1k1brqn/bppppppp/p1n5/8/8/5PN1/PPPPPBPP/RBKN1RQ1 w KQkq - 3 4,f2a7,18,71
8/kpppR3/p4p2/8/5q2/2P5/PP1K4/8 w - - 2 32,d2e2,9,-4763
bbrnkqrn/pppppppp/8/8/8/4P3/PPPP1PPP/BBRNKQRN b KQkq - 0 1,c7c5,19,-8
nqbrkbrn/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/NQBRKBRN w KQkq - 0 2,c2c3,19,51
nrbq2kr/ppppp1bp/5np1/5P2/5P2/8/PPPPP1BP/NRBQN1KR b KQkq - 0 5,d7d5,19,-22
r1k1r3/pp5p/3p4/5R2/8/1P2p3/PK5P/R3N3 w - - 1 21,f5f7,10,1636
r1kbb1qr/ppp2p1p/2n1p3/3p4/3P1P2/2N3P1/PPP4P/R1KB1NQR b KQkq - 0 8,b7b6,19,-63
rnqknb1r/pp1p2pp/4bp2/2p1p3/4P3/3P1Q2/PPP2PPP/RN1KNBBR b KQkq - 3 5,d7d5,16,-176
rknbrnbq/pppppp1p/6p1/8/8/4PB2/PPPP1PPP/RKN1RNBQ b KQkq - 1 2,e7e5,19,-58
r2qk1br/1pppnppp/p1n1p3/8/4PN2/P1P2P2/2PP2PP/R2QKBBR b KQkq - 0 7,f7f6,19,27
6k1/pq4p1/4b2p/p2pBpQ1/1b1Pp2P/6P1/B3PK2/8 w - - 0 30,g5d8,10,-615
nq1rnbkr/ppp1pppp/8/7b/2pPP3/5P2/PP4PP/NQBRNBKR w KQkq - 1 5,f1c4,19,100
br1k1b1r/pp1nppq1/2pn4/3p2p1/3P2P1/1N1N1PQ1/PPP1P1B1/B1KR2R1 b q - 7 13,b7b6,19,55
4r1k1/1R1nq2p/2R5/3r1p2/1p1PpPp1/1Pn1P1P1/P2Q2BP/6K1 w - - 4 30,c6c7,19,22
br1bnkrq/p2pnppp/1p2p3/2p5/7P/Q7/PPPPPPP1/BRNBNRK1 w kq - 0 5,b2b4,19,67
1nbqrbkr/pppppppp/1n6/8/2P5/8/PP1PPPPP/NNBQRBKR w KQkq - 1 2,e2e4,19,35
4r1kq/2p2rb1/p1np2p1/1p5p/1PbPP3/P3Q1P1/1BNR2NP/4R1K1 w - - 4 31,d2f2,19,-84
2k1r3/1r1p2pp/2p2p2/1q2pP2/1p6/1P1P1P2/P1Q4P/R1K3R1 w Qk - 0 24,g1g7,16,-206
2r2k1Q/p4pp1/1p2p3/2q5/2P5/1P4P1/P4PK1/7R b - - 9 29,f8e7,16,121
qr3krb/p4p1p/1pnp2p1/8/3p4/1N1P2P1/PPQ1PP1P/2RN1KR1 b Kkq - 1 11,b8c8,19,-62
1rbb1rkq/ppn1pppp/4n3/2pp4/3P4/2P1P1N1/PPNB1PPP/1R1BK1RQ w KQ - 0 7,h2h4,19,9
r1krb1nb/pppnq1pN/3p1p2/4p3/8/2BP4/PPP1PPPP/RNKR1Q1B w KQkq - 0 6,g2g4,13,-213
7Q/7b/6rk/8/7P/p1P3P1/3PPP2/4BKR1 w K - 4 39,h8f8,6,#+6
1bn3kr/p3ppp1/1p2n3/7p/2P1b2P/1PB5/P4PP1/2NQ2KR w Kk - 0 13,h1h3,10,1051
8/p3b3/3p2k1/2p1pRp1/P1P1P3/1P1KB1P1/8/3r4 w - - 1 42,d3c2,19,-45
b3k3/p7/1b2p3/1PN4q/1P1Bppp1/3Bn3/P3Q2P/4R2K w - - 0 30,d3e4,19,23
bnqrkn1r/pppppp1p/6p1/8/8/1P6/PQPPPPPP/1N1RKNRB b KQq - 1 3,f7f6,19,67
2r2nk1/6pp/3qn3/6b1/3P4/1pPB4/1P2N1PP/5R1K w - - 0 30,e2g3,8,-6994
2k4r/pp1n4/2p1b3/3pPp2/3P1RpQ/3PP3/PP2N1B1/1K6 b - - 0 25,h8h4,19,7
1q1nrrkb/pp2pp1p/3p1np1/8/3PP3/1b2N1P1/PP3PBP/1QB1RRK1 w - - 0 11,a2b3,19,65
5rkq/pp3rp1/6B1/3Q3p/8/2P2NbP/PP6/3R2K1 w - - 0 25,g6f7,5,#+6
r4br1/1knq4/1pp1p1p1/p2pP3/P2P4/1QP3N1/1P1B1RPP/2K2R2 b - - 1 23,f8e7,16,158
rnknqbbr/pp1p1ppp/4p3/2p5/4PP2/2N5/PPPP2PP/R1KNQBBR b KQkq - 1 3,d8c6,16,149
r1knbrnb/qp5p/p3p3/2p2p2/NP6/3PpN2/P1P2PPP/RQK2R1B w KQkq - 0 11,a4c5,10,-1281
1b3k1r/pp1q1bpp/5p2/4p3/2rp3P/8/P1Q1PPPB/1BR2K1R w KQk - 0 15,c2d2,10,-595
nqrb1k2/p3n3/2bp2r1/2p5/8/1NP2N1Q/PP1BPPPP/2R2K1R b KQq - 4 12,a8b6,19,69
8/8/7p/1pkP3P/5pK1/5Q2/P7/8 b - - 3 51,c5d6,8,#+8
rknnqb1r/pp1p1ppb/4p2p/8/3PP3/2N2P2/PP4PP/RKN1QBBR b KQkq - 2 6,d8c6,16,144
rb1knr2/ppp3pp/3p2n1/4pq2/2Q1N3/5P2/PP1P2PP/RB1KNRB1 b KQkq - 0 7,c7c6,10,1248
rbqknrb1/pppppppp/6n1/8/3P4/4P3/PPP2PPP/RBQKNRBN b KQkq - 0 2,c7c5,19,-94
2krqb1r/pbp4p/1pn2n2/5pp1/4p2P/PPN1P1P1/1BP1NPB1/2KRQ2R b - - 0 12,g5g4,19,86
bbr2rk1/p2p1qpp/1p2npn1/4pN2/2P5/1P4N1/PB1QPPPP/1BR2RK1 w - - 8 11,f1d1,13,207
5r2/p7/1p1k4/2p2p2/8/8/P1K5/3R4 b - - 5 41,d6c6,9,-4829
2k1br2/pp4pp/2n1p1n1/8/3r4/4N1N1/PP2PPP1/2KR2Q1 b - - 1 13,d4a4,13,394
nb1r1rk1/p1p3p1/qp2p1p1/4Pp2/b1PP1P2/PN2B1N1/2Q3PP/3R1RK1 b - - 2 18,b6b5,19,14
1b1r2r1/p4ppp/1p1k4/1Bpp1n2/4Pp2/1PP4P/P4PP1/B3RRK1 w - - 0 20,e4f5,10,1965
8/r6p/5Kp1/2k2p2/5PP1/p7/7P/R7 b - - 0 48,f5g4,10,-3060
5r2/1p6/2k5/p1p5/P3RB2/1P1P2P1/2P2PK1/8 b - - 1 40,c6d7,9,5500
8/B4k1p/6p1/5P2/6P1/8/PP6/2K5 b - - 0 33,g6f5,9,7271
8/6N1/1b5p/p7/1pK4P/8/7k/8 w - - 1 45,h4h5,10,-691
2kr2r1/ppnq2pp/6b1/2bpR3/8/6P1/PPNQ1PBP/1R4KN b - - 1 15,c8b8,16,-173
rbbknrq1/ppp3pp/5pn1/2Ppp3/8/1P4P1/PB1PPP1P/RB1KNRQN b KQkq - 0 5,c7c6,19,-91
1Q6/2pkp3/3p4/pp5p/5P2/1P1P4/P2P1B1q/4KR2 w K - 0 21,b8b5,10,3986
b1q1r2r/pp1n1nkp/3pppp1/3B4/1PP5/P1N1N1P1/1Q2PP1P/4RKR1 w KQ - 0 13,d5h1,19,39
br1qk1rb/p6p/1p1nn1p1/2p1p3/3pP3/1P1P2P1/P1PNN2P/BR1Q1RKB w kq - 0 12,h1g2,19,-18
2k2r2/p2rp2p/1p1pq1p1/8/2P5/1P2B3/P2KR3/8 w - - 2 31,e3h6,10,-7812
1qrnkbbr/pppp2pp/1n3p2/4p3/4P3/1N3P2/PPPP2PP/1QRNKBBR w KQkq - 0 4,d2d4,19,11
1k1rr3/p1p2ppp/Pp2p3/1P1nb3/4N3/B2q1P2/3PR1PP/1RQK4 w Q - 2 23,a3b2,10,-680
rbnkr1bq/pppppp1p/4n1p1/4P3/8/2P3P1/PP1P1P1P/RBNKRNBQ w KQkq - 1 5,h1b7,10,770
1k5r/p1bR1pN1/1pQ4p/2p3p1/5P2/1PP2p2/P6P/BK1n4 b - - 0 25,h8c8,7,#+8
1rq2rk1/ppp1bbpp/1n6/2NPp3/4Pp2/2N1n3/PPP1BBPP/2KRQ2R w - - 14 18,f2e3,19,-31
rk1q1br1/pp2pn1p/2p1b3/3p2p1/2n5/3P4/PPP2PPP/RKB1NBRN b KQkq - 0 8,c4a3,10,-6770
brqknnrb/ppp3pp/3p1p2/4P3/4P3/6P1/PPPP3P/BRQKNNRB b KQkq - 0 4,d6e5,16,10
2kr3r/ppqn1ppp/4pn2/2p5/b1Pp4/PN1P2P1/1PQNPPBP/1R3RK1 w - - 3 15,c2c1,16,-168
rk1br1b1/pppq2p1/4pnp1/8/2pP1P2/6N1/PP1Q2PP/2KRRNB1 w kq - 2 11,d2c2,19,-103
5rk1/5ppp/1q1p4/1NnPp3/P3P3/2QnBPP1/7P/5RK1 b - - 2 26,b6a6,19,82
2r1brk1/3q2pp/3Pppn1/2P1P3/1P6/5N2/5PPP/1RQ2RK1 w - - 0 22,b4b5,16,222
qbrknrb1/p3p1pp/1p3pn1/3p4/1Pp5/P1P3NP/3PPPPB/QBRKN2R b Qkq - 0 7,a8b7,16,-165
1nBkqrbb/p1pppp1p/1n4p1/8/8/6P1/PPPPPP1P/NNRKQRB1 b KQk - 0 3,d8c8,13,299
r1k1qnb1/ppp4p/2nrp1p1/3p4/Q4P2/2P3P1/P1PP3P/1RKR1NBB w Kq - 2 9,a4b5,13,263
nbrq1rk1/ppppnbpp/5p2/4p3/1B2P3/1N1P1PN1/PPP3PP/1BRQ1RK1 b - - 2 7,b7b6,19,-10
bb5r/p1p2kpp/1pN5/3P4/5Pq1/1P2Pn2/P4KN1/BBR4R b - - 6 19,a8c6,19,81
rn1bqkbr/pp2ppp1/2p4p/3pP3/2nP4/1P1N1P2/P1P3PP/RN1BQKBR b KQkq - 0 6,c4b6,16,108
1k1r2r1/pb6/1p1p4/2pPqp1p/2P1p2P/1PN1PpP1/P1Q2P2/1KR3R1 b - - 2 24,b7c8,15,-5
3r2k1/6pp/p4p2/1p2p3/2p1P2P/Q1N2P2/P2r1KPB/8 w - - 3 30,f2g3,10,1226
qrkb2br/p1p1pppp/1p2nn2/3p1N2/5P2/1P1N1B2/P1PP2PP/QRK3BR b KQkq - 4 7,h7h5,19,14
rkqnn2r/1p2p1b1/5p2/2p3pp/2B1PP2/5N2/PQP2BPP/R2R2K1 w kq - 0 14,f4g5,10,591
8/7p/8/2P2pP1/P4R2/2K1P1P1/4kP2/3q4 b - - 0 41,d1d5,19,-58
1r2k1rb/2p1pp2/q3b1pB/pp1n4/P2p3P/Q2P1PP1/1PPNP3/2KR2RB w - - 0 13,d2e4,19,-28
2kr2r1/pp6/2q5/2Np3p/1P1ppbP1/2p2n2/P1P1QBRP/3R3K b - - 0 25,h5g4,10,-1520
1rk1r3/1pp2ppb/1q3b1p/p3n3/4N3/1NP5/PPBPQ1PP/2KRR3 b kq - 0 14,f6h4,13,348
r1b3k1/1p4rp/5q2/1p1pN3/2pP4/1P2P3/P1B1QP2/1K1R2R1 b - - 1 28,c8f5,10,1095
6k1/ppp1q1pp/1n1p4/N2Pp3/4P1Q1/2P5/PP4PP/5rK1 w - - 0 20,g1f1,19,-5
bqrb1rk1/pppppppp/5nn1/8/1PP4P/6N1/P2PPPP1/BQRBKRN1 b KQ - 0 4,g6h4,19,-107
brqnnkr1/ppp2pbp/3p2p1/4p3/2P5/1P3NP1/PN1PPP1P/BRQ2KRB b KQkq - 0 5,b7b5,19,-39
2q1rr1k/pp3ppp/1np5/2n3P1/5BB1/1P5P/P1P3Q1/3R1RK1 b - - 3 27,c5e6,13,211
r2kq2r/bppb1ppp/p3p1n1/3pP3/P2P1P2/2P3P1/2B4P/R1BKNNQR w KQkq - 1 11,e1d3,10,1121
rk1r2b1/p3q2p/Qp2p1p1/2ppPp2/5P2/P1N3P1/1PP2B1P/R1K1R2B w KQ - 4 14,a3a4,9,4142
1rkbbnrn/1ppppp1p/q7/p5p1/8/3PP3/PPP1BPPP/QRK1BNRN w KQkq - 0 4,h1g3,19,52
brq2rk1/ppp2ppp/2nb1n2/4P3/2P5/3BPN2/P4PPP/BRQN1RK1 b - - 0 9,c6e5,10,1205
rkr2bb1/pp4pp/3n1pn1/2Np4/3P4/5PN1/PP4PP/RK1R1BB1 b KQq - 3 10,b8c7,18,-10
r7/1kp4r/1p2b3/p2p4/2Pqp1pP/6P1/2P1R1Q1/2B2RK1 w - - 0 35,e2e3,10,-1198
1r3rk1/qbNn2bp/1p1p2p1/p2Npn2/8/1P3P2/PBPPB1PP/QR3RK1 b - - 2 17,b6b5,19,27
4r3/2bn1kpp/rp2qpn1/2Pp4/PQ6/1P2PNN1/6PP/R4RK1 b - - 0 22,f7g8,10,-771
bb1r4/p2pN1pk/1p5q/2p2r2/2P4P/1P6/P3PP2/B2RK1QR w KQ - 3 17,e7f5,10,2979
r1kr1n2/pp2n2p/2p1q3/5p2/4p2P/2B3PQ/PPKN4/RB1R4 w kq - 0 17,a2a4,13,291
nbr2rk1/ppq1pn2/2p2pp1/8/2PPPP1p/4B1N1/1P4PP/1BRQ1RK1 w - - 0 13,d1g4,10,1359
r2krn2/pp1ppppb/7p/3q4/5P2/2PBQ1P1/PP2P2P/2KRR1B1 b kq - 5 15,h7d3,19,59
8/1p6/1p1k4/5p1p/PPPKp1p1/6P1/7P/8 w - - 1 33,d4e3,10,-611
qn1rkrnb/ppp1pppp/8/3p1b2/3P4/6P1/PPP1PP1P/QNBRKRNB w KQkq - 1 3,b1c3,19,44
bk1r2r1/p2n4/1p2qn2/3p1Np1/3PppP1/1P6/P1PNBR1P/1K1R2Q1 b - - 0 22,e4e3,10,-427
b2qrr1b/p5nk/1p1p3p/2pPppp1/4P3/1P1P1NPP/P2Q1PB1/B1R1R1K1 w - - 4 19,c1b1,19,97
qrnkbrnb/pppppp1p/6p1/8/3P4/6P1/PPP1PP1P/QRNKBRNB b KQkq - 0 2,h8d4,16,-110
2rknr2/p3p1pp/1p1Nqpn1/8/2PB4/1P6/P5PP/2KRNRQ1 b kq - 0 12,e8d6,19,-45
2kr2rb/1pp4p/4b1p1/2q1np2/p1Pp1P2/3P2P1/PPN4P/1KBR1QRB b - - 0 18,e5d7,19,-2
2kr3b/r6p/1pbqn1p1/p2p4/P2P4/4PQN1/2P2PPP/R1KRB2B w KQk - 1 15,g3e2,13,224
qr1knr2/ppp1p2p/4bpp1/3p4/6N1/1P1P3P/PQP1PPP1/1R1K1B1R b KQq - 2 11,a7a5,19,-68
nk1r4/pp1p3p/8/8/2Q2P2/1P2nBP1/1q2P2P/5RK1 w - - 4 21,c4e4,10,1050
7q/2r1kpbp/3p1np1/2n5/2r1P3/2PQ2PB/P4P1P/2RR2K1 w - - 4 25,d3d6,2,#+2
nrqbkn1r/ppppp1pp/5p2/8/4P3/1P6/PP1P1PPP/1RQBKNBR b KQkq - 0 3,f8e6,19,9
4rrk1/R6p/1p2pbpq/2p5/2P1Q3/1P6/5PP1/3N1RK1 w - - 1 27,d1e3,19,-10
r4rk1/pppbq1p1/3pp1p1/3n4/4NPP1/3P4/PPPB3P/1K1R1QR1 w - - 6 16,e4g5,10,410
2rbnkbr/p1pppppp/1n6/1q6/8/5P2/PP1PP1PP/NQRBNKBR w KQkq - 1 4,a1b3,19,79
8/8/3kB3/p3p3/2Pp2PP/1P1N4/P3K3/8 b - - 0 43,d6e6,10,6320
8/3n4/p3k1pN/1p1n4/1P1B4/2PP1KpP/8/8 w - - 0 44,h6g4,19,25
2kr2nr/p1p2ppp/1p2p1n1/8/2Pb4/1P1P2B1/P2K2RP/8 b - - 5 21,g8f6,8,-9599
r1bqknr1/p5pp/5pn1/1p1pp3/2p1P3/1P4N1/PB3PPP/RB1Q1RK1 w kq - 0 10,e4d5,13,215
r1nknrb1/pp1p3p/5pp1/8/2p1P3/4qN2/PPQ3PP/R1NK2RB w Qkq - 2 11,g1e1,10,-459
