Position,Move,Depth,Score
2n1nk1r/p5pp/bp3p2/4q3/3R4/1P1B1P2/P3N1PP/5KQR b Kk - 0 17,a6b7,10,+992
3r1rkb/p1q2b1p/2n3p1/5p2/2P1pP2/4P1P1/4NBBP/1RQR2K1 w - - 3 23,g3g4,19,+16
2brrq2/kp3p2/pbp3p1/4P2p/1P5P/P1BN1PP1/2KR2Q1/4R3 b - - 0 29,c8f5,16,-131
1b2bqkr/4pppp/1p6/p1p1P3/P2Q4/B1n5/2B2PPP/N1Nn2KR w Kk - 0 14,d4d2,16,-371
qnr5/pp1k1pbn/8/2Pp2p1/7p/1P2P3/P2P1PPP/1NR1K1BR w KQ - 1 16,h2h3,9,-6496
2krn1rn/1bp1q1pp/1p1bp3/p2pN3/P2P1P2/3B2N1/1PPBQ1PP/RK4R1 w KQ - 0 12,d3h7,13,+230
4k3/pP5p/4p2P/6r1/4bK2/1P5r/P3N3/8 w - - 0 37,b7b8q,10,+2769
3k1rb1/ppq1pppp/6n1/3p4/Q1n5/1PP2PP1/P2PPBP1/1BR1KR2 b KQ - 0 10,c4a5,10,+1786
qn1bk1nr/ppp2ppp/4b3/3p4/8/2NP1N2/PPP2PPP/Q1BB1K1R b K - 3 6,c7c5,19,+81
bbrqn1k1/p4rpp/1p3pn1/3ppN2/2P5/BP1N4/P2P1PPP/1BRQ1RK1 w - - 0 11,d1g4,19,+63
r1bbkq1r/pp4pp/2np1n2/2p1pp2/2P5/1PNPPN2/PB3PPP/R2BKQ1R b KQkq - 0 7,f8f7,19,-57
n4rk1/pbp2p1p/1p1pq1p1/nP6/N1P5/2Q1P1P1/P2P1P1P/N3RKR1 w KQ - 2 15,d2d3,16,+166
2k3r1/2pr1p2/1pb2n2/p3p3/3pP1PP/1P1P1P2/q1PBBQ2/2RK1R2 w - - 0 22,g4g5,13,+389
3r4/pk2b2p/1pr2p2/6P1/P2p3P/1q1p4/1B1P4/2K1RR2 w - - 0 33,c1b1,4,#-4
1r4k1/6pp/2Q3b1/3P2b1/8/P7/2P3PP/2KR1R2 w - - 3 31,d1d2,10,+4949
8/bB4kp/3K2p1/4pp2/4P3/5P2/6PP/8 b - - 0 43,g7f6,11,-4
r2bnrbq/1kp1pppp/1p6/3p4/5PP1/8/PPPPP2P/RKNBNR2 w KQ - 0 5,e2e3,8,-7396
2kr3r/ppp5/1n3p1p/1q3P2/6P1/1N6/PPPP2Q1/2KR3R w - - 0 18,d2d3,16,+162
bnqbr1kr/ppp1p2p/4n1p1/3pPp1B/3P4/8/PPP2PPP/BNQ1RNKR w KQkq - 0 5,h5f3,19,+51
2krr1q1/ppbb1ppp/2p1p3/3n4/3PB3/2P2N2/PP1B1PPP/1K1RRQ2 w - - 1 16,f3e5,19,+79
r4r1k/p3pppp/1bb4n/2p1p3/1p1n1PP1/1P1P3P/PBPN3R/1RK1Q1N1 w Q - 0 17,d2c4,10,+2934
nqbrnkrb/ppppp1pp/5p2/8/8/1N2P3/PPPP1PPP/1QBRNKRB b KQkq - 1 2,c7c6,18,-3
1n1rk1r1/p1p2p1p/1p2b1p1/4q3/7P/1P3P2/P1P1B1P1/2NRK1RQ b KQkq - 1 13,e5g3,13,-286
bbrnnkrq/p1p1pppp/3p4/2R5/8/8/PP1PPPPP/BB1NNKRQ w Kkq - 0 4,c5c1,19,-1
8/2B1k3/4B2p/Pp6/4b3/1P6/3P4/2K5 w - - 1 29,e6c8,10,+5338
3r2r1/pp2kp1p/n3p1p1/5b2/Q1P2b2/PN6/1q3P1P/1N1RR1K1 w - - 0 19,c4c5,10,-1790
8/1p1kp3/2p5/KpBbPp1p/4pP2/PP2P3/2P4P/8 b - - 1 31,d7c7,13,+214
rk1q2rb/1p1b1p1p/p2pp1p1/2p5/Pn1nPP2/3PN1P1/1PPBN2P/RKQ1R2B w Qkq - 2 13,e2d4,16,+112
rkn1b2q/pp3p1p/2p1p1p1/8/5P2/bP1rP1P1/P1P4P/RK1RB1NQ w KQq - 0 11,c2c3,10,-3943
1k2r2r/ppp2pq1/3p4/3P3p/4R3/1PP2P1Q/P5P1/2R3K1 b - - 0 21,a7a6,16,-103
nnrbbqkr/pppppppp/8/8/5P2/8/PPPPP1PP/NNRBBQKR b KQkq - 0 1,d7d5,19,-16
6rr/1bbnk3/p3p3/4n3/2N1P2p/P2PQ2P/1PP5/3R2RK b - - 8 28,e5c4,16,+155
2krr3/1pb1qpp1/p1p3n1/P3p2p/4Nn2/3P2N1/1PPB1PPP/R2QR1K1 w - - 0 17,g3h5,19,-58
1kb5/2p1q2p/1p6/p2pPBn1/3P1NP1/P3Q3/1P6/2K5 b - - 2 35,c8e6,16,+110
2krr2q/p2p1p1p/bp4p1/8/2P5/1P3P2/PN1RB1PP/bKR3Q1 b - - 4 20,a1b2,19,-4
rqkrnnbb/ppp1p2p/3p2p1/4Pp2/3P1P2/8/PPP3PP/RQKRNNBB b KQkq - 0 4,c7c5,16,-120
rbbkq1r1/pppp4/4npn1/4pNpp/4P3/1P2N3/PBPP1PPP/RB1KQ1R1 w KQkq - 0 7,c2c3,19,+81
4r1k1/p5pp/1p1Q1p2/1P2n3/P3R1q1/6N1/7P/1R4K1 b - - 3 30,e5f3,13,+253
8/3k3p/1p4pB/8/1p6/1P6/PK6/8 w - - 0 44,b2c2,10,+833
rbnk1rbq/4p1pp/1pQn1p2/p7/5P2/1N4P1/PPPPP2P/RB1K1RB1 b KQkq - 0 7,a8a6,19,-14
1kr4r/1p1q1ppp/3p4/p2Pp3/P2pP2P/1P4P1/3P1PK1/1QR2R2 w - - 3 19,c1e1,19,+28
3r1rk1/pbq1p2p/4n1p1/1pp1b3/2PpN3/1P1P1P2/PB2P1P1/Q1KRNR2 w - - 0 17,c4b5,13,-245
1k2Q2b/1q5p/1B2p1p1/5p1n/NP3P2/6P1/2P4P/2K5 b - - 2 28,b7c8,10,+926
5r2/1p1R1pk1/2p1p1pp/2P1b3/1q1nBP2/3Q2P1/P6P/2B3K1 b - - 2 26,b4e1,16,-146
2br2k1/p3ppbp/1p4p1/1n6/3NP3/1PQ1BPP1/P2R2BP/6K1 b - - 0 25,b5c3,19,+24
r5k1/2pq2bb/4p2p/1PBpN1p1/r4P2/P2P2P1/3KR1BP/Q7 w - - 0 29,e5d7,19,+64
2brkbr1/ppppppp1/2q5/7p/2PBN3/PP1P4/n1N1PPPP/3RKBRQ b KQkq - 2 12,d7d5,10,+624
1r3rk1/1b2qp1p/1p4p1/pnp5/4P1P1/1PP4P/PKN2Q2/3RR2B w - - 0 20,c2e3,19,+24
2k3rr/1nnqb3/1p3p2/p1p1pP1p/2Pp3P/PP1P2PN/3N1Q2/B3RR1K w - - 0 24,f2f3,16,-119
rk1bq2r/pb1ppppp/1pp1nn2/8/8/2PPNN2/PPB1PPPP/RKB1Q2R w KQkq - 0 6,a2a4,19,+18
rkq1bn1r/ppbppppp/2p2n2/8/2P5/3P1NN1/PP2PPPP/RKQBB2R b KQkq - 4 4,a7a5,19,-1
rknrqbbn/ppp1p1pp/5p2/3p4/3PP3/8/PPP2PPP/RKNRQBBN w KQkq - 0 3,e4d5,19,+39
1rkb2r1/p1ppppp1/1p6/6Qq/BP3n2/2PnNP2/P2P3P/BR1K2R1 b kq - 4 11,h5f3,10,-486
2kr1bqr/pbnn1pp1/1pp1p2p/3pP3/3P3P/PNN1B1P1/1PP2PB1/2KRQ2R w - - 1 14,h4h5,16,+107
5rk1/6p1/8/N2Rp3/2pb1pP1/5P2/PP5P/1K6 w - - 2 34,a5c4,10,+1472
r2qr1k1/5ppp/1p6/3Q4/P7/1P6/2P2PPP/2RR2K1 b - - 0 26,e8e1,10,-1997
1rb2rkb/qpp1pp1p/pn1p1np1/8/3P4/BPQ1PBP1/P1P2P1P/2KRRNN1 w - - 3 9,a3b2,19,+17
rb3rk1/p1p2p1p/5qp1/2pp3P/5P2/1PP1n3/P2QP1P1/RB2BRK1 b - - 6 17,e3f1,13,-307
1k1rr1bb/pnn1p2p/1p1p1pp1/2p2P2/4P1P1/1N2N3/PPPP3P/1RK1R1BB w Q - 2 14,c2c4,19,+37
2r1br2/1p1pkpbp/q3pnp1/p3Bn2/2P5/1P1N1NPP/P3PPB1/QR3RK1 w - - 1 13,e2e4,10,+1141
nn1brkrq/pp2p1pp/2p5/8/4b3/1NN5/PPPB1PPP/4RKRQ w KQkq - 0 9,c3e4,10,+863
1k1r4/p6p/1p6/4p2P/4r3/1P6/1B1p4/1K3R2 b - - 1 42,e4e1,10,-7095
bbrq1rk1/p2ppppp/1p4n1/2p5/2P1Pn2/3PN1N1/PP3PPP/BBRQ1RK1 w - - 5 7,b2b3,16,-144
q1nrbknr/pp1ppppp/2p5/8/5b2/8/PPPPPBPP/QBNR1KNR w KQkq - 0 3,g1f3,16,-189
rnkbnrbq/pppppp1p/6p1/8/3P4/3N4/PPP1PPPP/RNKB1RBQ b KQkq - 1 2,h8d4,16,-137
r2r2k1/5pp1/N3p2p/8/2npRP2/3N4/P4RPP/7K w - - 1 26,a6c5,13,+443
rk1nqnrb/pp3ppp/2p5/4N3/8/3P2P1/RP2PP1P/1KBNQ1RB b Kkq - 0 7,g7g6,10,+2448
rn3krq/pppb1ppp/8/3pbp2/3P2P1/8/PPP1P2P/RN1B1KRQ w KQkq - 0 9,d4e5,13,-313
brn1krqn/p3pppp/1b1p4/1pp5/4PP2/1P4N1/P1PP2PP/BRNBKRQ1 w KQkq - 1 5,d1e2,16,+171
r4rk1/ppb2qpp/1np1ppn1/8/4P3/P3BPN1/BPP2QPP/R4RK1 b - - 2 12,g8h8,16,+119
8/8/1p6/1P6/1P1K1k2/5ppp/8/8 w - - 0 64,d4d5,10,-6117
rk1rqn2/ppp1ppbp/5np1/3p4/3Pb3/1P2NNP1/PBP1PP1P/RK1RQ2B w KQkq - 5 7,a2a4,19,+58
2k5/ppp2p1p/4p1p1/6P1/3PP3/2q5/P7/2nK4 w - - 2 29,a2a4,7,#-6
3k4/3r4/1p2Q3/8/P7/6P1/3p1PK1/q7 w - - 0 40,e6b6,13,-255
b2r1rk1/1pnqb1pp/pn1p1p2/2pPp2P/P1P1P3/1PNNQ3/4BPP1/B2R2KR b KQ - 2 12,f6f5,10,+484
3r4/pp2pkp1/8/8/3PPP1n/4K3/PB3Nb1/R7 w - - 1 18,f2d3,13,+266
r1rq2b1/pkp1p1bp/6p1/2pp4/3P1PP1/5N1P/PPP1Q3/RKR3B1 b KQ - 1 16,c5c4,19,+36
q1rkrnnb/p1pppppp/1p6/8/8/5NP1/PPPPPP1P/BQRKRN2 b KQkq - 1 3,g7g6,19,+13
2b3k1/pp3pPp/2p5/2b1r3/3NP3/P1P5/1K3R2/7R b - - 0 30,e5e4,19,-84
1r1r3k/p3b1pp/5pn1/3Q4/P7/3Nq3/2P1BRPP/5RK1 w - - 3 23,d5a2,19,-44
b2rk1qr/pp1n1pbp/1npp2p1/8/3pPP2/2N3P1/PPP1NQBP/B2RK2R w KQkq - 0 9,e2d4,13,+203
3rnrk1/p4pp1/1p3q1p/2p5/2PpP3/1P3PP1/P4K1P/BB1QR3 w - - 1 22,a1b2,16,-199
nqnbrkbr/ppppp1pp/5p2/8/8/2P5/PPBPPPPP/NQN1RKBR b KQkq - 1 2,c7c5,19,+13
1rkqrnnb/pbp4p/1p1p2p1/4pp2/3P4/1P2NNP1/P1P1PPBP/BRKQR3 w KQkq - 0 7,d4e5,19,+40
r1k3qr/pppb4/2np1p2/6pp/4P2P/2N2PB1/PPP2QP1/R1K4R b KQkq - 0 15,b7b6,19,-32
3q1rkb/p2r1p1b/1pp1p2p/6p1/1P1PN3/2P1Q1P1/P4P1P/3RR1KB w - - 0 17,h2h4,19,+26
nnrkbbr1/pppppp1p/6p1/8/3PP3/1NN5/q1P2PPP/2RKBBRQ b KQkq - 1 4,a2a3,13,+399
r4rk1/4qnp1/p1pp3p/P3pb2/1P5P/3PQ1N1/2P2PB1/2KR3R b - - 1 21,f5g4,19,0
b2qrrkb/p2n1p1p/1p1np1p1/2ppN3/3P4/1P2P1P1/P1P1NP1P/B2QRRKB b - - 1 9,c5d4,19,-38
r2knr1b/p1p2ppp/1p1pqn2/8/2PB4/1P2Q1P1/P3PP1P/1R1KNRN1 w KQk - 0 8,e1g2,19,+3
1b3rk1/5p1p/6p1/pN6/P1P1N3/8/5PKP/4R3 b - - 0 26,f8c8,10,+2176
rnk1nrbb/pppqp2p/3p2p1/5p2/5P2/2N2NP1/PPPPP2P/R1KQ1RBB w KQkq - 2 5,d2d3,19,+28
2r4r/pp2bk2/3q1p2/4p2p/3pPPb1/P2N2P1/1P2Q1BP/R4RK1 w - - 1 19,g2f3,16,+201
r2kb1rq/pp2npbp/2p1pnp1/8/3PB3/2P2QP1/PP1B1P1P/RNN2RK1 w kq - 5 10,c1d3,13,+269
1B6/5b2/Pn6/1B3k2/2p1p3/4P3/2P1K3/8 w - - 3 58,e2d2,10,+1561
1br2r1q/p2k4/1pp1b1B1/3np1Bp/6nP/1NP2NPQ/PP3P2/2R1R1K1 w - - 1 18,h3g2,13,+235
rqkrnbb1/ppp1pppp/6n1/3p4/3P4/4P1N1/PPP2PPP/RQKRNBB1 b KQkq - 2 3,a7a5,19,0
3r1rbk/6p1/pp4q1/4R1Np/1P1P1p1P/P4P2/1Q4P1/R5K1 b - - 4 25,g6d3,13,+414
nrqbk1br/pp1ppppp/4n3/8/3p4/2P1P3/PP3PPP/NRQBKNBR w KQkq - 0 4,c3d4,19,-21
bqrb1rk1/pppppppp/5nn1/8/8/1P3NN1/P1PPPPPP/BQRB1RK1 b - - 6 4,e7e6,19,+8
2k2rn1/p3pp1p/1pq3n1/2p5/2P3b1/1PQ3P1/PK3R1P/1B1rBRN1 w - - 6 14,h2h3,19,+60
4brk1/pr3ppp/1pp5/3ppq2/Pn6/1P2PPBP/3N2P1/R3QRK1 w - - 6 22,e3e4,13,-383
3R4/P7/1P6/3Pk3/7p/r6P/4NKP1/8 b - - 2 47,a3a6,9,#+9
r5k1/p5pp/1p1qpr2/3p1p2/4n3/1NPQP2P/PP3PP1/R4RK1 b - - 3 19,g7g5,19,-6
6k1/3r1pbp/6p1/3q4/1p6/P4NP1/3Q1P1P/3R2K1 b - - 1 32,d5d2,10,-3290
2k2r2/pp2r2p/2p3p1/2P5/2BPN1b1/4K3/PP6/R7 b - - 0 32,f8f3,10,-4156
rk1r1bbq/ppppp3/1n4pp/5p2/3PnPP1/3BPN2/PPP4P/RKNR2BQ w KQkq - 0 7,d3e4,19,+39
2r1kbbr/pppp1ppp/1nn2q2/8/4P3/2N1Q3/PPP2PPP/N1R1KBBR w KQkq - 3 6,f2f4,19,+4
bbrnqkr1/pp1ppppp/6n1/2p5/2P5/1P6/P2PPPPP/BBRNQKRN w KQkq - 0 3,g2g3,19,+33
1rk1n1qr/p1ppppbp/1pn3p1/1N6/8/3N2P1/PPPPPPQP/BRK4R b KQkq - 5 6,f7f5,19,-58
bbnrnkrq/p4ppp/1p2p3/2p5/2P1P3/5N2/PP3PPP/BBNR1RKQ b kq - 0 6,d8d1,19,-81
bqr2rk1/p1p3pp/1p1ppnn1/5p2/2PP4/1P2PB2/P2N1PPP/BQR1K1R1 w KQ - 0 10,f3a8,19,-30
b1nr1rk1/p3pq1p/1p2nppP/8/2p4Q/BPb1P1N1/P3KPP1/1BNR2R1 w - - 0 14,h4c4,19,-2
1nqr1rkb/5ppp/5n2/1p2p3/3p4/1PP2BP1/PB1P1P1P/Q1KR1R2 b - - 0 12,g7g6,10,-2612
1k3qr1/pppr1b1p/6p1/3p4/2nbpPP1/2N3BP/PPPP2R1/1KR2Q1B w - - 2 16,b1a1,10,-588
qrknn1bb/p6p/1pp2pp1/4p3/4P3/4NN1P/PPP2PPB/QRK4B w Qq - 0 10,g2g4,19,-1
qrk2rb1/p1b3pp/1p1n1pn1/2p5/3pPP2/1P1N2N1/P1PB2PP/QRKB1R2 w KQkq - 1 11,d1g4,16,+193
2b2rk1/q5p1/2pbp1p1/p2p4/Pp3P2/1Q6/1PP1N1PP/3RR1K1 w - - 0 23,g1h1,19,-87
8/p1p5/Pp1p3r/1P2p3/2P1Pk1p/3P3R/5K2/8 b - - 3 53,f4g5,16,-183
nnrbqrk1/pp4pp/2p2p2/3p4/4p3/1PN1PB1P/1PPP1PPB/2R1QK1R w KQ - 0 8,f3d1,19,-28
nr3rqb/ppp1kppp/2b1p3/3p4/8/3N1PP1/PPPPP2P/N1KR1RQB b - - 0 6,g7g6,16,+103
2r1kbrn/ppB2ppp/1n6/8/3P4/6N1/1PP2PPP/Nb1K1BR1 w K - 1 9,f1b5,19,-1
r1qkrn2/1p2pp2/3p3p/2p1nPp1/2P1P3/P1QP1PN1/1P5P/1R1KR2B b KQk - 4 14,f8d7,19,-13
3r1rk1/1p1bbqpp/nnpppp2/p2P4/2P1PP2/1PN1B3/P1N1BQPP/3R1RK1 b - - 0 12,b6a8,13,+318
8/1R5p/2p1kppb/4p3/4P3/1P3PN1/2PP2PP/3KR3 b K - 0 24,h6f8,9,+7722
2krrbq1/pp1b2pp/1npp1pn1/4p3/3PP3/2PB1PN1/PP2NBPP/RK2R1Q1 w Q - 0 10,a2a4,19,+42
r2krnb1/pppq3p/2nppbp1/5p2/4PP2/2NPN1P1/PPPQ3P/R2KR1BB w KQkq - 2 8,a2a4,16,+133
6k1/2q3p1/p5p1/2p3P1/2N5/1P5Q/4nK1P/8 b - - 6 38,e2d4,13,-323
1qrb1rk1/1p1pp1pp/pnp2pn1/8/8/1PP2PN1/QPNPP1PP/2R1KRB1 w KQ - 0 8,g3e4,19,-54
1q2nrk1/ppb2rpp/2p1p3/2P1p3/1PN1P3/5N1n/PB3PPP/1Q1R1R1K b - - 11 16,f7f3,13,+276
q1krn2r/pbp2p1p/1p2p1p1/2npP1b1/7P/1P1P2P1/PBP2PB1/Q1KRN2R w - - 0 12,h4g5,16,+187
r1k1b1rn/pp5p/6p1/2p2p2/3n1q2/2BP1B2/PPP2Q1P/RK2R2N b kq - 3 16,d4f3,16,-152
brqnnbkr/p2ppppp/1p6/2p5/2P5/5N2/PP1PPPPP/BRQN1BKR w KQkq - 0 3,h2h4,19,0
qnr3kr/pppbbppp/3pn3/4p3/4P3/2NPN3/PPP1BPPP/Q1R1B1KR w KQkq - 5 6,h2h4,19,+35
3r1r2/p1k4p/Bpp2pp1/4n3/4P3/4N3/bP3KPP/3RR3 b - - 1 26,b6b5,10,-3290
2k3qr/1pp3pp/1p3p2/2br4/8/3B1P2/PPP3PP/2KR2QR w - - 2 14,g1f1,15,-8
8/p1k5/1ppp2p1/6pp/2PP4/1P1KNb2/P6P/8 b - - 1 29,g5g4,10,-1706
bb1k4/p3rp1p/1p3p2/1qp1nB2/4P3/1PPP1N2/P1K3PP/2R1QN1R b - - 4 12,b5a6,10,+1828
8/1kn1R3/p3P1p1/6Bp/7P/PKN3P1/5q2/8 b - - 6 39,f2b6,16,-173
4r1k1/8/1p2rpn1/3N1qpp/3P1b2/2P4P/P5Q1/R2K1R2 w - - 1 29,d5b4,10,-2210
2r1krbb/Q4pp1/2pqp2p/3p4/3P4/6P1/PPP2P1P/N1R1KRB1 w KQkq - 0 12,a1b3,16,+159
b7/2k2q1r/1p1r2p1/p1pPB2p/P7/1P1B2Q1/6PP/3R3K b - - 1 31,f7e7,13,+288
1n6/8/p1p3p1/B1Pk3p/P2Pp2P/4P1P1/4K3/8 w - - 2 34,e2f2,16,+4
1r3kr1/p2qnppp/1p1p4/1np5/4PP2/2P1BBP1/PPN1QKP1/1R6 w kq - 4 17,b1d1,19,+90
1rbkqbrn/p1n1p2p/1p6/3p1p2/2pP1Pp1/4B1PP/PPPNP3/2KRQBRN b kq - 0 9,b6b5,13,-414
rkqbnr1n/ppppp1pp/5pb1/8/3PP3/2P5/PPB2PPP/RKQ1NRBN b KQkq - 0 4,e7e6,16,+113
rknnbbrq/pppppppp/8/8/8/5P2/PPPPP1PP/RKNNBBRQ b KQkq - 0 1,d7d5,18,-2
1k1r2qr/ppp3p1/1n1b1pp1/8/3N2n1/8/PPPB1PPP/1R2R1K1 b - - 0 16,d6h2,7,#-9
q4rk1/rp1bppnp/3p1np1/2pP2N1/2P4P/1P2N1P1/1Q2PPB1/R4RK1 b - - 4 20,f8c8,19,+13
3r2kr/pp1bppp1/8/3P3p/2pPB3/2P2Pq1/PP3QP1/2NR1RK1 b kq - 3 16,g3d6,10,+1652
5B2/8/6RP/p4p2/P4P2/3K2P1/6k1/8 b - - 0 57,g2f2,7,#+6
5rr1/8/3k2p1/pPR4p/3bB2P/6P1/5P2/3R2K1 w - - 1 37,c5d5,10,+3456
2rq1rk1/p2n2bp/1pbpnpp1/3Np3/2P1P3/1P2NPP1/P5BP/B1RQ1RK1 b - - 0 13,a7a5,16,+159
3r4/2k4p/3r2p1/p2p1p2/PN1R1P2/1P4P1/K6P/3R4 w - - 8 51,b4d3,10,+3337
bn1bnrkr/pqppp2p/1p3p2/8/2PNP1p1/1P1P4/P4PPP/BNQB1RKR b KQkq - 1 6,c7c5,16,+205
R2k4/8/8/2p1P1r1/p1P2K2/8/P5p1/8 b - - 1 40,d8c7,10,-2525
rnbbqknr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBBQK1R w KQkq - 0 2,e2e4,17,+52
1k3r1q/pbp5/1p4p1/3p4/5Pnp/PP1B2PP/2PQ4/4RRK1 b - - 0 25,g4f6,16,+178
r3r1k1/5ppq/2Q2n1p/1p3P2/4P3/pP5P/2PNN1B1/2KR1R2 w - - 0 25,e4e5,10,+2561
qrb1knnr/1p1p1ppp/2p1pb2/P7/8/2P1NN2/P2PPPPP/QRBBK2R b KQkq - 0 5,a8a5,18,+67
1kq5/p7/5p2/3p3P/3N1P2/4PK2/8/8 w - - 1 50,h5h6,9,-4596
bb1r2k1/p2q2pp/1p4n1/2p1p3/3rPp2/1P1P1PP1/PQ3N1P/1BRR1NK1 w - - 0 16,a2a3,13,-248
rnbbqknr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBBQRK1 b kq - 1 2,c7c5,19,+94
6rk/7p/6q1/p2n4/1p2R2P/1P4P1/P4P2/3N2K1 w - - 1 32,e4e5,10,-6035
2krrb1q/1p6/pn1p4/2p3p1/4P1bp/NNPP1n2/PP5B/1KR1RB1Q w - - 1 20,e1e2,13,-323
nr2bkrq/ppbppppp/2pn4/8/BP6/2PN4/P2PPPPP/NR2BKRQ b KQkq - 0 4,g7g5,19,-42
b6k/p1p3pp/1pP1q1n1/4p2r/1P6/4P1P1/P2P2QP/B1R2RK1 w - - 3 22,g2f3,10,+1808
1rnbqrk1/pp3bpp/1npp1p2/4p3/3PPP2/1N1NB3/PPP3PP/1R1BQRK1 w - - 0 8,f4e5,19,+22
3q4/1k6/1p2pN2/p3P1Q1/b2p4/1n4P1/1BK4P/5R2 w - - 0 37,c2b1,13,+302
rnb2rk1/5qpp/1pp5/3pb3/1P2nP2/PB3N1P/4P1PQ/R1B2K1R w KQ - 0 15,f3e5,13,-213
r2q2rb/1p3p1k/2pp3p/pPn2R2/2Pp1NQ1/3P2P1/P6P/1R1K2BB w - - 4 22,f5f7,10,+1883
1rqkn2b/1pp1p2p/p2pN1p1/3n1p2/8/5N2/1PPPPPPP/3K1RBB b K - 2 13,c8e6,10,-6487
2kr1r1b/pppqn2p/2npb1p1/4ppN1/4P3/2NPB1P1/PPPQ1P1P/1K1R1R1B b - - 1 10,e6g8,19,-21
2r2rk1/p2nppb1/1p1p2pq/7p/3P4/1PP2N1P/P4PPQ/B2R1RK1 b - - 0 16,h5h4,19,-15
rb2krnq/pp6/2p5/4pbpp/8/4N1BP/PPP2PPQ/RB2KR2 b KQkq - 1 12,h5h4,13,-350
8/5p2/2k1p3/1pp5/4Pb2/2KP2r1/8/5R2 b - - 1 45,f4e5,10,-5210
2kr1rq1/ppp2b1p/1n1p2P1/6b1/2PP4/1P1B2B1/PK5P/N2R1RQ1 b - - 0 18,f7g6,19,+27
1br2rk1/p2bppp1/1p1p2p1/6N1/1PP5/4nPN1/P3P2P/1K1RBR2 w - - 1 15,d1d3,10,-2487
r1nkb1rq/ppbppppp/4n3/8/3pP1N1/1N6/PPP2PPP/RB1KB1RQ w KQkq - 2 6,f2f3,13,-364
3r1r1k/p2q1pp1/1p2p2p/8/7R/2P1PR2/P4KPP/8 b - - 0 29,e6e5,8,-8742
1rbk1b1r/1pp1pp1p/pn1p1np1/Q7/q1P5/3P1NP1/PP2PPBP/NRBK3R w KQkq - 1 7,a1b3,19,+45
qrkbb2r/pp2pppp/3pnn2/2p5/2P5/1P3NN1/P2PPPPP/QRKBB2R w KQkq - 0 5,a2a4,19,+9
2kr1r2/pppqbb2/2n3p1/3p1p2/4pPB1/2N1P1QP/PPPP2PB/R1K2R2 w KQ - 0 14,g4e2,13,-272
nnqbrrk1/p1pp1bpp/1p2pp2/8/4P3/1NNP1B2/PPP2PPP/2Q1RKBR w KQ - 0 6,h2h4,19,-19
rbq1nkbr/pppp2pp/4np2/8/4P3/4BP2/PPP3PP/RBQNNK1R b KQkq - 2 5,e8d6,19,+87
b1r2bkr/p4ppp/1pnq1n2/2p1p3/3P1P2/1P3NP1/P1PP1NBP/BQR2RK1 b kq - 0 9,e5d4,19,+66
1k1q1b2/2p5/1p4Q1/1p3B2/r2P4/8/1KP2P1P/4R3 w - - 0 26,e1e8,10,+1418
2r5/2k1p1b1/r1p5/p2pNp1p/P4P2/2P3P1/2KP2QP/1R4B1 b - - 1 26,g7e5,10,+6642
2r4r/pppp1k1p/1n2p3/8/3q1P2/2N3P1/PPPPQ2P/2KR3R w - - 0 16,f4f5,10,+744
1q3nkr/ppbbrppp/3N4/2ppPP2/3p1B2/3P2N1/PPP3PP/1Q2RRK1 b k - 2 15,h7h5,13,+210
rq3k1b/ppp1n1pp/4p3/4n3/1P2N3/3P4/P1P1N2P/RQB1K2B b Q - 0 12,b8e8,10,+1291
5rk1/pp3n2/2p2qbb/7p/B5pP/1QP3B1/PP1rN1P1/2KR4 w - - 0 24,d1d2,10,-1534
b2r1krb/Qn3ppp/2pNp3/p2p4/1p3N2/1P4P1/2P1PP1P/B4RKB b - - 1 17,b7d6,10,+3633
4r1k1/p4pp1/1pq4p/2p1r3/4P2P/2P1RQP1/PP6/4R2K w - - 2 31,h1g2,16,-126
rk1q1rbb/ppp1p2p/1n1n2p1/3p1p2/3P1P2/1N1N2P1/PPP1P2P/RK1Q1RBB w KQkq - 2 6,d3e5,19,+31
1k4r1/p4b2/Qpp2q2/3p3p/3Pp2P/4P1r1/PPP5/2KRRB2 w - - 1 29,a6a3,19,-30
r2b1kqr/ppp1pppp/2n2n2/3p1b2/5P2/3P1N2/PPP1PQPP/RNBB1RK1 b kq - 2 5,h7h5,13,+233
N1rk1bqr/3p1pp1/1p2n3/8/3nQ3/N5Pp/PPPPP2P/B1R1KB1R b KQ - 0 12,c8c6,10,+647
bbqrnknr/p1pppppp/1p6/8/8/3P1N2/PPP1PPPP/BBQRNK1R b KQkq - 0 2,h7h5,19,-16
r4rk1/4qp1p/6p1/3P4/Qn3P2/1P4P1/P6P/K2R1RN1 w - - 1 20,f1f2,10,-2031
5rk1/3ppppp/1Q1b4/8/1P1B4/P4N2/2q2PPP/4K3 b - - 4 22,f8a8,10,-1799
qb1n1rkr/pb1ppppp/1p3n2/2p5/2P4P/1P3N2/PB1PPPP1/QB1N1RKR b KQkq - 2 5,h7h5,19,+23
r1q1nkbr/ppb3pp/8/4Np2/3p1Q2/3P3P/nPP2PP1/R2BNKBR w KQkq - 2 11,f4d4,10,+729
qrk1bnrb/ppp1pppp/3pn3/8/1P1Q4/8/P1PPPPPP/1RKNBNRB w KQkq - 2 3,d4e3,19,-63
